@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A14,12.0,A33,A41,1503.0,A61,A73,4.0,A94,A101,4.0,A121,41.0,A143,A151,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A42,7721.0,A65,A72,1.0,A92,A101,2.0,A122,30.0,A143,A152,1.0,A173,1.0,A192,A202,1
A14,24.0,A32,A40,2255.0,A65,A72,4.0,A93,A101,1.0,A122,54.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,12.0,A32,A40,3651.0,A64,A73,1.0,A93,A101,3.0,A122,31.0,A143,A152,1.0,A173,2.0,A191,A201,1
A13,12.0,A32,A42,1424.0,A65,A75,3.0,A92,A101,4.0,A121,55.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,30.0,A34,A43,2831.0,A61,A73,4.0,A92,A101,2.0,A123,33.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,18.0,A31,A43,1940.0,A61,A72,3.0,A93,A102,4.0,A124,36.0,A141,A153,1.0,A174,1.0,A192,A201,1
A11,12.0,A33,A40,1344.0,A61,A73,4.0,A93,A101,2.0,A121,43.0,A143,A152,2.0,A172,2.0,A191,A201,1
A11,36.0,A32,A40,3249.0,A61,A74,2.0,A93,A101,4.0,A124,39.0,A141,A153,1.0,A174,2.0,A192,A201,1
A14,27.0,A33,A49,5117.0,A61,A74,3.0,A93,A101,4.0,A123,26.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,18.0,A32,A42,2659.0,A64,A73,4.0,A93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,30.0,A32,A43,2333.0,A63,A75,4.0,A93,A101,2.0,A123,30.0,A141,A152,1.0,A174,1.0,A191,A201,1
A12,11.0,A34,A40,1322.0,A64,A73,4.0,A92,A101,4.0,A123,40.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,18.0,A32,A43,1126.0,A65,A72,4.0,A92,A101,2.0,A121,21.0,A143,A151,1.0,A173,1.0,A192,A201,1
A14,6.0,A34,A40,250.0,A64,A73,2.0,A92,A101,2.0,A121,41.0,A141,A152,2.0,A172,1.0,A191,A201,1
A14,12.0,A32,A41,2445.0,A65,A72,2.0,A94,A101,4.0,A123,26.0,A143,A151,1.0,A173,1.0,A192,A201,1
A13,6.0,A34,A40,1299.0,A61,A73,1.0,A93,A101,1.0,A121,74.0,A143,A152,3.0,A171,2.0,A191,A202,1
A11,18.0,A32,A43,1936.0,A65,A74,2.0,A94,A101,4.0,A123,23.0,A143,A151,2.0,A172,1.0,A191,A201,1
A11,24.0,A32,A41,2964.0,A65,A75,4.0,A93,A101,4.0,A124,49.0,A141,A153,1.0,A173,2.0,A192,A201,1
A12,8.0,A32,A43,1414.0,A61,A73,4.0,A93,A103,2.0,A121,33.0,A143,A152,1.0,A173,1.0,A191,A202,1
A12,9.0,A32,A43,458.0,A61,A73,4.0,A93,A101,3.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,21.0,A32,A41,2476.0,A65,A75,4.0,A93,A101,4.0,A121,46.0,A143,A152,1.0,A174,1.0,A192,A201,1
A11,48.0,A32,A41,4788.0,A61,A74,4.0,A93,A101,3.0,A122,26.0,A143,A152,1.0,A173,2.0,A191,A201,1
A12,48.0,A33,A410,7582.0,A62,A71,2.0,A93,A101,4.0,A124,31.0,A143,A153,1.0,A174,1.0,A192,A201,1
A13,10.0,A32,A42,1275.0,A61,A72,4.0,A92,A101,2.0,A122,23.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,33.0,A34,A41,7253.0,A61,A74,3.0,A93,A101,2.0,A123,35.0,A143,A152,2.0,A174,1.0,A192,A201,1
A11,27.0,A32,A43,3416.0,A61,A73,3.0,A93,A101,2.0,A123,27.0,A143,A152,1.0,A174,1.0,A191,A201,1
A11,20.0,A32,A42,2212.0,A65,A74,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,10.0,A32,A43,1924.0,A61,A73,1.0,A93,A101,4.0,A122,38.0,A143,A152,1.0,A173,1.0,A192,A202,1
