@RELATION myRel

@ATTRIBUTE Pulse1 NUMERIC
@ATTRIBUTE Pulse3 NUMERIC
@ATTRIBUTE Pulse4 NUMERIC
@ATTRIBUTE Pulse5 NUMERIC
@ATTRIBUTE Pulse6 NUMERIC
@ATTRIBUTE Pulse7 NUMERIC
@ATTRIBUTE Pulse8 NUMERIC
@ATTRIBUTE Pulse9 NUMERIC
@ATTRIBUTE Pulse10 NUMERIC
@ATTRIBUTE Pulse11 NUMERIC
@ATTRIBUTE Pulse12 NUMERIC
@ATTRIBUTE Pulse13 NUMERIC
@ATTRIBUTE Pulse14 NUMERIC
@ATTRIBUTE Pulse15 NUMERIC
@ATTRIBUTE Pulse16 NUMERIC
@ATTRIBUTE Pulse17 NUMERIC
@ATTRIBUTE Pulse18 NUMERIC
@ATTRIBUTE Pulse19 NUMERIC
@ATTRIBUTE Pulse20 NUMERIC
@ATTRIBUTE Pulse21 NUMERIC
@ATTRIBUTE Pulse22 NUMERIC
@ATTRIBUTE Pulse23 NUMERIC
@ATTRIBUTE Pulse24 NUMERIC
@ATTRIBUTE Pulse25 NUMERIC
@ATTRIBUTE Pulse26 NUMERIC
@ATTRIBUTE Pulse27 NUMERIC
@ATTRIBUTE Pulse28 NUMERIC
@ATTRIBUTE Pulse29 NUMERIC
@ATTRIBUTE Pulse30 NUMERIC
@ATTRIBUTE Pulse31 NUMERIC
@ATTRIBUTE Pulse32 NUMERIC
@ATTRIBUTE Pulse33 NUMERIC
@ATTRIBUTE Pulse34 NUMERIC
@ATTRIBUTE Class {g, b}

@DATA
1.0,0.039,0.026,0.004,0.0,0.02,-0.02,0.021,-0.05,-0.048,-0.013,0.014,-0.023,0.0,-0.033,-0.047,-0.029,-0.017,0.036,0.021,0.004,0.051,-0.023,0.051,0.019,0.04,0.016,0.02,0.007,-0.026,-0.019,-0.014,0.02,b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,0.914,0.816,-0.73,1.0,-0.395,0.557,0.054,0.297,-0.186,-0.102,-0.032,-0.09,0.014,-0.034,0.011,-0.005,0.003,0.001,0.0,0.001,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,0.186,-0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,-0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051,-0.066,0.079,0.09,0.173,-0.109,0.125,0.096,0.026,-0.048,0.168,0.196,b
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622,1.0,0.0,0.0,0.0,0.0,0.366,-0.72,0.561,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,0.945,-0.035,-1.0,-0.332,-1.0,-0.016,0.973,0.012,0.934,-0.02,-1.0,0.164,-1.0,-0.004,0.953,-0.035,0.922,-0.027,-0.992,0.117,-0.934,0.348,0.957,-0.004,0.82,0.138,0.902,-0.066,-1.0,-0.188,-1.0,-0.344,b
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,b
1.0,0.427,-0.5,0.0,0.0,0.0,0.0,0.465,0.51,0.59,0.021,0.0,0.0,0.0,0.0,0.165,-0.454,0.592,-0.183,0.0,0.0,0.0,0.0,0.988,-0.408,-1.0,-1.0,-0.279,-0.756,0.0,0.0,0.0,0.0,b
1.0,-0.542,0.149,-0.337,0.734,0.52,-0.139,0.319,-0.068,0.207,-0.152,0.474,0.09,0.563,-0.155,0.164,0.452,0.337,0.034,0.505,0.071,-0.638,-0.616,1.0,0.656,0.413,-0.401,-0.152,0.111,0.024,0.558,0.526,-0.09,b
