@RELATION myRel

@ATTRIBUTE Pulse1 NUMERIC
@ATTRIBUTE Pulse3 NUMERIC
@ATTRIBUTE Pulse4 NUMERIC
@ATTRIBUTE Pulse5 NUMERIC
@ATTRIBUTE Pulse6 NUMERIC
@ATTRIBUTE Pulse7 NUMERIC
@ATTRIBUTE Pulse8 NUMERIC
@ATTRIBUTE Pulse9 NUMERIC
@ATTRIBUTE Pulse10 NUMERIC
@ATTRIBUTE Pulse11 NUMERIC
@ATTRIBUTE Pulse12 NUMERIC
@ATTRIBUTE Pulse13 NUMERIC
@ATTRIBUTE Pulse14 NUMERIC
@ATTRIBUTE Pulse15 NUMERIC
@ATTRIBUTE Pulse16 NUMERIC
@ATTRIBUTE Pulse17 NUMERIC
@ATTRIBUTE Pulse18 NUMERIC
@ATTRIBUTE Pulse19 NUMERIC
@ATTRIBUTE Pulse20 NUMERIC
@ATTRIBUTE Pulse21 NUMERIC
@ATTRIBUTE Pulse22 NUMERIC
@ATTRIBUTE Pulse23 NUMERIC
@ATTRIBUTE Pulse24 NUMERIC
@ATTRIBUTE Pulse25 NUMERIC
@ATTRIBUTE Pulse26 NUMERIC
@ATTRIBUTE Pulse27 NUMERIC
@ATTRIBUTE Pulse28 NUMERIC
@ATTRIBUTE Pulse29 NUMERIC
@ATTRIBUTE Pulse30 NUMERIC
@ATTRIBUTE Pulse31 NUMERIC
@ATTRIBUTE Pulse32 NUMERIC
@ATTRIBUTE Pulse33 NUMERIC
@ATTRIBUTE Pulse34 NUMERIC
@ATTRIBUTE Class {g, b}

@DATA
1.0,0.055,0.014,-0.026,0.046,0.014,0.046,-0.078,0.009,0.017,-0.066,-0.037,0.043,-0.083,-0.046,-0.095,0.08,-0.04,0.052,0.02,0.023,-0.037,-0.011,0.032,-0.009,0.009,0.017,0.026,0.011,0.026,0.011,-0.046,-0.006,b
1.0,0.436,-0.127,0.582,-0.145,0.182,-0.673,0.345,-0.036,0.291,-0.055,0.291,0.291,0.364,-0.418,0.2,-0.018,0.364,0.055,0.127,0.491,0.618,0.164,0.327,0.164,0.411,-0.07,0.345,-0.055,0.127,-0.364,0.291,-0.291,b
1.0,0.064,-0.153,-0.044,0.059,0.084,-0.025,-0.015,0.187,0.064,0.0,0.123,-0.099,0.059,0.0,0.02,-0.03,-0.128,-0.207,0.069,0.015,0.069,0.03,0.079,0.163,0.281,-0.049,-0.059,-0.094,0.044,0.054,0.074,-0.108,b
1.0,-0.019,-0.085,0.0,0.0,0.0,0.0,0.115,-0.268,-0.457,-0.382,0.0,0.0,-0.337,0.386,-0.371,0.15,0.637,0.221,0.0,0.0,0.0,0.0,-0.148,-0.013,0.206,-0.023,0.0,0.0,0.166,0.241,-0.082,0.381,b
1.0,0.087,0.007,0.14,-0.041,0.105,-0.082,0.126,-0.062,0.233,-0.011,0.124,0.078,0.146,-0.135,0.291,-0.048,0.19,0.073,0.117,0.0,0.112,-0.002,0.151,-0.103,0.085,0.014,0.112,-0.066,0.096,-0.073,0.117,-0.069,b
1.0,0.659,-0.629,0.0,0.0,0.0,0.0,0.773,1.0,1.0,-0.28,0.0,0.0,0.0,0.0,0.621,-0.227,0.841,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-0.939,-0.129,-0.932,0.0,0.0,0.0,0.0,b
1.0,0.694,0.389,0.0,0.0,-0.329,0.698,0.0,0.0,0.0,0.0,0.0,0.0,0.206,-0.242,0.21,0.194,0.464,0.782,0.0,0.0,0.0,0.0,0.734,0.274,0.762,0.635,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,-1.0,-0.597,0.0,0.0,-1.0,0.645,-0.871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.298,0.234,1.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,0.253,0.359,0.0,0.0,-0.296,-1.0,0.0,0.0,0.076,-0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.681,-0.2,0.337,-0.104,0.357,0.056,-1.0,0.0,0.0,0.063,-1.0,0.0,0.0,b
1.0,1.0,-0.188,0.93,-0.362,-0.109,-0.936,1.0,-0.045,0.509,-0.677,0.344,-0.697,-0.517,-0.975,0.055,-0.622,0.331,-1.0,-0.132,-0.453,-0.181,-0.357,-0.203,-0.266,-0.205,-0.184,-0.19,-0.116,-0.166,-0.063,-0.137,-0.024,b
1.0,1.0,0.025,0.997,0.049,0.975,0.071,0.617,-1.0,0.91,0.111,0.885,0.536,0.821,0.141,0.769,0.152,1.0,0.41,0.658,0.164,0.601,0.165,0.544,0.164,0.489,0.16,0.435,0.154,0.384,0.147,1.0,1.0,b
1.0,0.0,0.0,1.0,0.129,0.884,-0.02,0.0,0.0,1.0,-0.424,1.0,0.196,1.0,-0.053,1.0,-0.816,0.0,0.0,1.0,-0.04,1.0,-0.187,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.118,0.907,-0.096,b
1.0,0.848,0.106,1.0,0.391,1.0,-1.0,0.669,0.084,1.0,0.27,1.0,0.606,1.0,0.355,1.0,0.027,0.584,-0.43,1.0,0.635,0.891,0.266,0.91,-0.333,1.0,0.159,0.377,-0.019,1.0,0.225,1.0,0.374,b
1.0,0.0,0.0,-0.337,0.854,0.0,0.0,0.689,-1.0,0.971,0.314,-0.26,-0.592,-0.302,0.656,0.942,0.164,0.0,0.0,0.0,0.0,-0.18,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.044,0.619,0.0,0.0,b
1.0,-0.006,-0.5,0.0,0.0,-0.019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.929,-0.353,0.744,-0.346,-0.808,0.0,0.0,-0.615,-0.513,0.0,0.0,0.0,0.0,0.0,0.0,b
0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,b
1.0,0.509,-0.94,1.0,0.267,-0.035,-1.0,1.0,-1.0,0.437,-1.0,0.0,0.0,-1.0,-0.343,-0.377,0.036,1.0,-1.0,0.0,0.0,0.0,0.0,-0.163,0.922,0.398,0.265,0.0,0.0,1.0,0.232,0.0,0.0,b
1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.018,1.0,-1.0,1.0,1.0,1.0,-0.856,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-0.791,1.0,1.0,1.0,1.0,b
0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,b
1.0,0.0,0.0,-1.0,-0.628,1.0,0.511,0.08,-0.234,-1.0,-0.362,0.128,-0.59,1.0,-1.0,0.0,0.0,0.83,-0.08,-0.25,1.0,0.17,-0.707,0.0,0.0,-0.191,-0.468,-0.223,-0.489,0.745,0.904,-0.676,0.457,b
1.0,0.638,1.0,0.208,-1.0,1.0,1.0,0.877,0.309,-0.669,1.0,-0.059,0.588,0.018,0.05,-0.515,-1.0,0.143,-0.033,0.327,-0.439,-1.0,1.0,0.809,-1.0,1.0,-0.061,1.0,1.0,0.206,-1.0,1.0,1.0,b
1.0,-1.0,1.0,-1.0,0.152,0.284,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.235,0.283,-1.0,1.0,1.0,-0.314,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.036,1.0,-1.0,-1.0,-0.323,0.149,1.0,b
1.0,1.0,0.578,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.628,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,b
0.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,-0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,b
1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,-1.0,1.0,-1.0,b
1.0,0.748,0.008,0.833,0.017,0.826,0.025,0.866,0.017,0.605,0.059,0.791,0.047,0.774,0.054,0.647,0.193,0.84,0.042,0.713,0.071,0.689,0.076,0.664,0.084,0.637,0.083,0.613,0.017,0.582,0.088,0.553,0.089,g
1.0,1.0,0.004,1.0,-0.012,1.0,-0.03,1.0,-0.07,0.978,-0.063,1.0,-0.065,0.973,-0.079,0.926,-0.137,0.942,-0.143,0.996,-0.142,0.948,-0.136,0.895,-0.209,0.891,-0.179,0.856,-0.186,0.838,-0.201,0.839,-0.208,g
1.0,0.896,0.379,0.673,0.694,0.359,0.887,-0.042,0.933,-0.389,0.844,-0.673,0.621,-0.827,0.304,-0.862,-0.054,-0.736,-0.343,-0.518,-0.624,-0.234,-0.739,0.069,-0.739,0.335,-0.623,0.524,-0.421,0.612,-0.173,0.601,0.087,g
1.0,0.838,0.429,0.721,0.584,0.456,0.781,0.165,0.827,-0.13,0.869,-0.462,0.785,-0.594,0.521,-0.785,0.265,-0.84,0.039,-0.62,-0.314,-0.474,-0.489,-0.373,-0.678,-0.051,-0.627,0.147,-0.459,0.371,-0.392,0.483,-0.243,g
1.0,0.881,-0.009,0.898,-0.025,0.941,-0.018,0.892,-0.128,0.822,-0.109,0.889,0.012,0.908,-0.137,0.871,-0.061,0.908,-0.024,0.88,-0.146,0.829,-0.124,0.901,-0.195,0.882,-0.149,0.844,-0.129,0.884,-0.185,0.917,-0.168,g
1.0,1.0,-0.034,1.0,0.005,1.0,-0.121,0.89,0.012,0.731,0.053,0.854,0.008,0.546,0.003,0.838,-0.136,0.755,-0.085,0.709,-0.275,0.434,-0.121,0.575,-0.402,0.59,-0.221,0.431,-0.174,0.604,-0.242,0.56,-0.382,g
1.0,1.0,0.051,1.0,0.108,1.0,0.195,1.0,0.285,1.0,0.348,1.0,0.383,0.946,0.429,0.891,0.504,0.759,0.588,0.806,0.6,0.796,0.628,0.666,0.639,0.594,0.694,0.495,0.727,0.47,0.717,0.334,0.752,g
1.0,0.681,0.104,0.77,0.035,0.652,0.081,0.61,-0.005,0.79,0.119,0.598,0.049,0.625,0.096,0.783,-0.175,0.738,-0.109,0.486,0.01,0.61,0.081,0.667,-0.128,0.638,-0.025,0.765,0.022,0.612,-0.072,0.514,-0.047,g
1.0,0.882,0.435,0.596,0.777,0.197,0.945,-0.241,0.925,-0.625,0.713,-0.864,0.337,-0.924,-0.053,-0.774,-0.447,-0.47,-0.733,-0.102,-0.822,0.264,-0.776,0.56,-0.559,0.721,-0.244,0.725,0.096,0.581,0.389,0.347,0.577,g
1.0,1.0,0.065,1.0,0.207,1.0,0.263,0.931,0.322,0.868,0.39,0.755,0.501,0.796,0.523,0.66,0.608,0.576,0.63,0.478,0.671,0.406,0.688,0.344,0.721,0.277,0.724,0.193,0.707,0.114,0.727,0.07,0.714,g
1.0,0.994,0.005,0.841,-0.113,0.882,-0.164,0.991,-0.063,0.965,-0.075,0.852,0.03,0.872,-0.208,0.939,-0.13,0.983,-0.089,0.899,0.001,0.878,-0.059,0.934,-0.199,0.876,-0.178,0.943,-0.166,0.803,-0.257,0.766,-0.278,g
