@RELATION myRel

@ATTRIBUTE Aa NUMERIC
@ATTRIBUTE Ao NUMERIC
@ATTRIBUTE Dcl NUMERIC
@ATTRIBUTE Iy NUMERIC
@ATTRIBUTE Sh NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
0.117,0.276,0.554,1.391,1.095,0
1.398,1.223,0.327,0.217,-0.1,0
0.628,2.801,0.76,0.493,0.981,0
0.308,2.612,-0.517,0.271,0.174,0
2.074,1.149,0.493,0.339,-0.134,0
0.31,1.074,2.474,1.139,-0.467,0
1.404,2.192,-0.376,0.249,0.188,0
3.287,0.432,0.511,0.7,-0.245,0
0.303,2.016,-0.448,0.305,-0.123,0
0.121,0.325,0.328,0.874,1.973,0
0.471,2.649,-0.587,1.463,-0.486,0
0.65,2.903,-0.763,-0.301,-0.153,0
0.238,0.899,1.439,2.113,0.0,0
0.122,0.592,1.288,2.546,-0.849,0
1.353,3.078,0.872,0.348,0.0,0
0.277,1.079,2.757,-0.688,0.0,0
0.195,1.18,1.363,-0.373,-0.152,0
0.079,0.327,0.386,0.659,0.0,0
0.376,1.259,2.226,-0.598,0.0,0
-0.103,0.929,1.762,0.943,-0.424,0
0.704,0.966,-0.262,0.146,-0.097,0
3.607,0.572,0.336,0.327,-0.114,0
3.258,0.541,0.207,-0.17,0.648,0
0.675,1.505,1.339,0.665,0.878,0
0.369,1.788,1.134,-0.448,0.0,0
0.27,0.959,1.687,1.705,0.0,0
0.436,3.27,-0.513,0.338,0.678,0
3.26,0.431,0.198,0.124,0.394,0
0.532,3.369,-0.601,0.541,0.0,0
1.31,2.463,-0.334,-0.148,-0.103,0
0.476,2.52,0.978,-0.317,-0.173,0
1.663,1.214,-0.168,0.11,0.086,0
1.342,1.218,-0.269,-0.098,0.086,0
3.052,0.358,1.173,-0.222,-0.102,0
0.675,0.849,1.785,0.753,0.385,0
0.79,2.192,-0.436,0.264,-0.166,0
0.912,2.285,-0.449,-0.159,-0.099,0
1.7,0.823,-0.409,1.83,-0.441,0
1.836,0.925,0.339,0.195,-0.137,0
0.365,0.433,0.894,1.979,-0.535,0
0.234,1.933,1.898,-0.693,-0.27,0
1.118,2.528,-0.347,-0.151,0.189,0
3.154,0.61,-0.149,-0.08,-0.049,0
1.547,1.178,-0.218,0.128,0.071,0
1.126,2.136,0.629,-0.165,-0.191,0
1.128,1.33,-0.291,-0.114,0.0,0
0.568,2.495,1.506,-0.485,0.0,0
0.084,0.41,0.827,0.671,0.478,0
0.072,1.116,-0.282,0.624,-0.243,0
0.303,1.571,1.285,-0.488,0.0,0
0.382,2.454,0.913,-0.57,0.0,0
1.838,0.583,-0.084,0.091,0.062,0
0.119,0.807,1.294,1.762,0.0,0
0.36,1.966,0.718,0.319,-0.182,0
0.942,1.88,1.179,0.719,0.725,0
0.346,0.942,1.713,0.897,0.552,0
1.58,1.639,0.709,0.28,0.357,0
1.565,0.867,1.299,1.041,0.559,0
0.289,1.436,2.611,-0.659,-0.315,0
0.192,1.598,0.768,0.319,0.17,0
0.618,2.662,1.031,0.367,0.0,0
1.051,2.748,-0.42,0.301,0.619,0
1.508,1.605,0.657,0.801,0.942,0
0.156,1.135,1.541,-0.448,-0.214,0
1.063,1.705,-0.291,-0.277,1.781,0
0.281,0.867,1.923,-0.525,0.0,0
0.168,1.108,1.706,-0.483,-0.201,0
0.176,1.631,0.679,0.345,0.0,0
2.217,1.871,-0.387,0.776,-0.223,0
0.608,1.52,-0.344,-0.129,-0.074,0
1.946,1.19,0.265,0.111,-0.065,0
0.228,1.354,1.264,-0.39,0.246,0
0.076,0.256,0.232,0.389,-0.342,0
1.749,0.771,-0.15,0.116,0.084,0
0.674,2.842,-0.383,-0.161,-0.127,0
0.471,1.279,2.076,-0.579,-0.378,0
0.386,1.911,0.652,0.354,-0.152,0
0.324,1.719,0.651,0.254,-0.137,0
0.651,2.655,0.991,0.575,-0.228,0
1.404,1.531,0.476,1.601,-0.424,0
1.735,1.654,1.561,-0.351,-0.165,0
0.415,1.521,2.727,-0.666,-0.323,0
1.022,1.607,-0.248,-0.109,0.11,0
0.342,2.526,0.737,-0.533,0.0,0
1.29,2.79,-0.443,-0.266,-0.17,0
0.531,2.018,2.318,-0.568,-0.291,0
3.773,-0.306,-0.128,-0.087,-0.065,0
3.359,-0.241,0.195,-0.085,0.085,0
0.24,1.851,0.659,0.286,-0.11,0
0.482,1.236,2.547,-0.705,-0.287,0
0.372,0.48,1.904,1.296,0.809,0
1.509,1.557,0.482,0.283,-0.169,0
1.723,2.168,-0.377,-0.281,0.723,0
0.333,2.786,-0.486,-0.188,0.191,0
0.647,0.483,0.776,1.912,-0.599,0
0.176,0.438,0.842,2.42,-0.849,0
0.519,1.999,2.438,-0.632,-0.309,0
1.287,2.039,-0.425,-0.476,1.222,0
0.705,2.407,-0.348,-0.18,-0.124,0
0.38,2.526,1.04,-0.466,0.0,0
2.023,1.543,-0.38,0.199,-0.128,0
0.34,1.797,2.403,-0.652,-0.289,0
0.245,1.677,1.511,0.508,0.0,0
0.757,2.97,-0.461,-0.192,0.151,0
0.21,1.195,1.902,-0.557,0.0,0
1.086,1.046,0.254,0.202,-0.089,0
3.067,0.419,-0.117,0.084,-0.054,0
2.827,0.825,0.298,0.257,0.653,0
0.204,0.567,2.562,-0.649,0.398,0
0.301,1.809,-0.281,-0.138,-0.095,0
0.425,3.034,-0.423,-0.182,0.178,0
0.601,1.861,-0.414,-0.225,0.0,0
0.87,1.801,0.956,-0.251,-0.156,0
1.871,0.788,0.16,0.133,-0.159,0
0.436,0.822,2.479,1.382,-0.472,0
0.345,1.708,0.567,0.246,0.138,0
0.219,1.279,2.585,-0.599,0.462,0
0.791,2.125,-0.418,0.279,-0.188,0
1.824,0.597,0.173,0.117,0.121,0
0.366,1.727,0.828,0.386,-0.202,0
1.039,2.521,-0.385,-0.156,-0.107,0
0.115,0.628,0.523,0.719,0.731,0
-0.188,1.595,2.108,0.716,-0.332,0
0.137,0.621,1.369,2.234,0.0,0
1.204,1.859,0.475,0.641,0.666,0
2.398,1.156,-0.248,-0.077,0.0,0
0.49,3.202,-0.624,-0.301,0.0,0
0.397,0.966,2.131,1.183,0.535,0
2.726,0.966,0.467,0.455,0.228,0
0.393,1.802,-0.275,-0.123,-0.079,0
1.089,2.187,1.117,0.572,0.85,0
0.311,2.065,-0.493,0.34,0.0,0
0.186,1.112,0.9,1.309,-0.495,0
0.151,0.577,1.302,1.116,0.0,0
1.929,0.828,0.178,0.163,0.159,0
0.137,0.268,0.41,0.996,1.737,0
0.417,1.73,-0.364,-0.154,0.0,0
0.636,2.63,1.553,0.469,-0.204,0
3.576,-0.319,-0.124,0.095,-0.065,0
-0.084,0.438,1.053,0.0,0.0,0
0.257,0.317,0.61,2.224,-0.794,0
1.72,1.719,0.384,0.37,0.846,0
0.108,0.753,0.402,0.723,1.293,0
1.347,0.967,-0.186,0.094,0.0,0
0.642,2.805,1.183,0.64,-0.22,0
0.337,2.682,0.701,0.317,0.194,0
0.066,0.295,0.345,-0.621,0.0,0
0.985,2.18,0.614,1.548,-0.434,0
2.236,1.288,0.45,0.442,-0.23,0
0.669,1.976,1.71,-0.43,0.0,0
0.383,2.973,-0.529,-0.241,-0.153,0
0.717,1.937,0.963,-0.257,0.209,0
1.376,1.472,-0.29,0.24,-0.172,0
0.565,1.954,1.013,-0.52,1.881,0
-0.15,1.436,2.41,-0.653,0.0,0
3.168,0.722,0.277,-0.205,0.589,0
2.391,0.639,-0.107,0.13,-0.053,0
2.013,2.143,-0.487,0.522,0.291,0
0.259,0.583,0.601,-0.363,1.546,0
2.547,0.766,0.293,0.747,-0.234,0
0.144,0.713,1.753,1.197,0.0,0
2.099,0.889,-0.175,0.09,-0.076,0
0.17,0.46,0.684,-0.74,0.0,0
1.098,2.506,-0.347,-0.148,0.181,0
1.509,1.501,0.56,1.513,-0.407,0
1.022,1.834,-0.253,-0.106,0.1,0
0.798,2.84,-0.49,-0.189,-0.12,0
0.158,0.825,1.925,-0.892,-0.4,0
0.391,1.762,1.66,-0.448,0.0,0
0.353,2.236,-0.549,0.309,-0.279,0
