@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.021,0.013,0.002,0.045,0.071,0.156,0.152,0.121,0.167,0.134,0.078,0.037,0.123,0.261,0.428,0.612,0.744,0.813,0.901,0.96,0.916,0.914,0.785,0.513,0.344,0.329,0.257,0.368,0.576,0.619,0.461,0.362,0.443,0.386,0.309,0.214,0.111,0.139,0.152,0.1,0.164,0.19,0.131,0.178,0.2,0.076,0.073,0.075,0.045,0.013,0.017,0.012,0.002,0.005,0.005,0.003,0.002,0.004,0.005,0.002,M
0.02,0.018,0.027,0.023,0.072,0.083,0.123,0.13,0.208,0.272,0.219,0.304,0.296,0.206,0.091,0.161,0.18,0.218,0.203,0.151,0.052,0.214,0.433,0.594,0.693,0.758,0.879,0.906,0.853,0.909,0.966,0.931,0.777,0.664,0.66,0.688,0.694,0.593,0.577,0.622,0.584,0.453,0.491,0.576,0.501,0.404,0.312,0.223,0.108,0.041,0.025,0.013,0.005,0.01,0.01,0.009,0.008,0.002,0.005,0.004,M
0.021,0.026,0.012,0.077,0.106,0.168,0.302,0.346,0.331,0.412,0.394,0.133,0.462,0.997,0.914,0.829,0.699,0.782,0.879,0.85,0.892,0.947,1.0,0.898,0.781,0.832,0.65,0.455,0.473,0.339,0.275,0.098,0.048,0.14,0.183,0.215,0.127,0.191,0.339,0.344,0.237,0.12,0.266,0.259,0.139,0.108,0.138,0.132,0.107,0.032,0.032,0.006,0.016,0.008,0.037,0.01,0.013,0.029,0.013,0.002,M
0.108,0.107,0.026,0.084,0.075,0.112,0.332,0.459,0.553,0.597,0.53,0.225,0.24,0.269,0.665,0.663,0.167,0.084,0.433,0.872,0.799,0.371,0.17,0.161,0.209,0.285,0.221,0.613,0.581,0.692,0.382,0.43,0.779,0.87,1.0,0.921,0.939,0.93,0.731,0.479,0.209,0.202,0.167,0.287,0.437,0.31,0.158,0.055,0.033,0.021,0.017,0.018,0.011,0.023,0.028,0.003,0.008,0.012,0.008,0.014,M
0.025,0.012,0.028,0.076,0.122,0.154,0.119,0.123,0.212,0.253,0.286,0.296,0.334,0.429,0.52,0.609,0.724,0.758,0.773,0.81,0.9,0.925,0.936,0.985,0.978,1.0,0.99,0.908,0.731,0.576,0.447,0.372,0.208,0.096,0.049,0.141,0.255,0.205,0.161,0.223,0.177,0.229,0.252,0.146,0.067,0.096,0.149,0.113,0.046,0.019,0.014,0.003,0.007,0.015,0.001,0.013,0.005,0.024,0.008,0.007,M
0.065,0.065,0.074,0.113,0.248,0.126,0.18,0.099,0.246,0.342,0.213,0.138,0.403,0.568,0.24,0.433,0.595,0.577,0.818,0.884,0.525,0.637,0.838,0.67,0.776,0.875,0.83,0.69,0.337,0.64,0.714,0.82,0.666,0.525,0.296,0.07,0.097,0.394,0.603,0.352,0.392,0.481,0.46,0.416,0.544,0.565,0.32,0.248,0.13,0.082,0.024,0.021,0.036,0.024,0.045,0.039,0.036,0.044,0.024,0.01,M
0.059,0.121,0.127,0.15,0.144,0.056,0.083,0.067,0.137,0.235,0.321,0.426,0.52,0.491,0.595,0.722,0.904,0.911,0.872,0.769,0.733,0.522,0.31,0.317,0.227,0.164,0.175,0.184,0.205,0.167,0.277,0.31,0.34,0.444,0.505,0.281,0.168,0.263,0.32,0.193,0.093,0.044,0.078,0.072,0.04,0.055,0.108,0.114,0.077,0.026,0.022,0.033,0.011,0.009,0.016,0.012,0.004,0.01,0.023,0.012,M
0.041,0.028,0.06,0.052,0.049,0.038,0.061,0.112,0.124,0.23,0.137,0.134,0.214,0.153,0.078,0.12,0.09,0.069,0.207,0.298,0.284,0.335,0.362,0.32,0.345,0.356,0.389,0.662,0.925,1.0,0.853,0.63,0.525,0.401,0.29,0.201,0.336,0.48,0.615,0.625,0.497,0.349,0.266,0.314,0.428,0.426,0.351,0.246,0.126,0.033,0.018,0.022,0.004,0.002,0.006,0.013,0.011,0.005,0.008,0.004,M
0.053,0.088,0.2,0.26,0.322,0.225,0.062,0.229,0.095,0.074,0.161,0.223,0.27,0.336,0.427,0.414,0.566,0.692,0.855,0.923,0.917,1.0,0.953,0.91,0.834,0.705,0.653,0.448,0.246,0.202,0.145,0.099,0.151,0.239,0.443,0.502,0.444,0.457,0.393,0.29,0.341,0.499,0.363,0.139,0.18,0.13,0.052,0.082,0.047,0.011,0.03,0.024,0.02,0.026,0.008,0.015,0.017,0.015,0.013,0.006,M
0.049,0.028,0.059,0.127,0.177,0.191,0.222,0.077,0.125,0.203,0.095,0.25,0.221,0.32,0.334,0.332,0.278,0.298,0.295,0.173,0.326,0.383,0.352,0.541,0.523,0.448,0.534,0.532,0.391,0.346,0.409,0.464,0.558,0.573,0.636,0.756,0.69,0.618,0.538,0.562,0.651,0.48,0.374,0.28,0.198,0.244,0.179,0.171,0.076,0.024,0.027,0.008,0.013,0.016,0.006,0.012,0.019,0.014,0.033,0.044,M
