@RELATION myRel

@ATTRIBUTE Pulse1 NUMERIC
@ATTRIBUTE Pulse3 NUMERIC
@ATTRIBUTE Pulse4 NUMERIC
@ATTRIBUTE Pulse5 NUMERIC
@ATTRIBUTE Pulse6 NUMERIC
@ATTRIBUTE Pulse7 NUMERIC
@ATTRIBUTE Pulse8 NUMERIC
@ATTRIBUTE Pulse9 NUMERIC
@ATTRIBUTE Pulse10 NUMERIC
@ATTRIBUTE Pulse11 NUMERIC
@ATTRIBUTE Pulse12 NUMERIC
@ATTRIBUTE Pulse13 NUMERIC
@ATTRIBUTE Pulse14 NUMERIC
@ATTRIBUTE Pulse15 NUMERIC
@ATTRIBUTE Pulse16 NUMERIC
@ATTRIBUTE Pulse17 NUMERIC
@ATTRIBUTE Pulse18 NUMERIC
@ATTRIBUTE Pulse19 NUMERIC
@ATTRIBUTE Pulse20 NUMERIC
@ATTRIBUTE Pulse21 NUMERIC
@ATTRIBUTE Pulse22 NUMERIC
@ATTRIBUTE Pulse23 NUMERIC
@ATTRIBUTE Pulse24 NUMERIC
@ATTRIBUTE Pulse25 NUMERIC
@ATTRIBUTE Pulse26 NUMERIC
@ATTRIBUTE Pulse27 NUMERIC
@ATTRIBUTE Pulse28 NUMERIC
@ATTRIBUTE Pulse29 NUMERIC
@ATTRIBUTE Pulse30 NUMERIC
@ATTRIBUTE Pulse31 NUMERIC
@ATTRIBUTE Pulse32 NUMERIC
@ATTRIBUTE Pulse33 NUMERIC
@ATTRIBUTE Pulse34 NUMERIC
@ATTRIBUTE Class {g, b}

@DATA
1.0,-0.656,0.156,0.062,0.0,0.0,0.062,0.625,0.062,0.188,0.0,-0.031,0.094,0.062,0.0,0.156,-0.156,0.438,-0.375,0.0,-0.094,0.0,0.0,0.031,-0.469,0.031,0.0,-0.719,0.031,-0.031,0.0,0.0,0.094,b
1.0,1.0,-0.452,1.0,1.0,0.712,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.145,0.541,-0.393,-1.0,-0.545,-0.7,1.0,0.0,0.0,1.0,0.907,0.516,1.0,1.0,-0.201,0.257,1.0,-0.324,1.0,b
1.0,0.186,-0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,-0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051,-0.066,0.079,0.09,0.173,-0.109,0.125,0.096,0.026,-0.048,0.168,0.196,b
1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,-0.111,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,b
1.0,0.662,-1.0,1.0,1.0,1.0,-0.673,0.809,-0.404,1.0,-1.0,1.0,-0.894,1.0,0.734,0.176,0.71,1.0,0.78,1.0,0.853,1.0,-1.0,1.0,0.854,1.0,-0.086,0.96,-0.362,1.0,0.653,1.0,0.347,b
1.0,1.0,-0.867,1.0,0.223,0.855,-0.399,1.0,-0.121,1.0,0.351,1.0,0.078,1.0,-0.148,1.0,-1.0,1.0,-1.0,0.618,0.158,1.0,0.623,1.0,-0.17,1.0,0.359,1.0,-0.665,1.0,0.884,1.0,-0.188,b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,0.017,-0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,-0.55,0.228,0.828,1.0,-0.423,0.0,0.0,0.083,-1.0,-0.106,-0.167,1.0,-0.767,-1.0,0.189,0.0,0.0,1.0,-0.273,b
1.0,-1.0,-1.0,0.0,0.0,0.508,-0.785,0.606,0.329,-1.0,-0.414,0.0,0.0,0.0,0.0,1.0,-0.267,0.365,-0.635,0.971,-1.0,-1.0,-1.0,1.0,-0.596,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,b
1.0,0.713,-0.026,0.413,-0.231,0.98,-0.095,0.997,-0.102,1.0,-0.11,0.59,1.0,0.837,-1.0,0.823,-0.179,0.808,-0.283,-0.259,0.927,0.519,0.055,0.655,-0.204,0.931,-0.413,0.638,-0.219,0.861,-0.874,-0.232,-1.0,b
