@RELATION myRel

@ATTRIBUTE Pulse1 NUMERIC
@ATTRIBUTE Pulse3 NUMERIC
@ATTRIBUTE Pulse4 NUMERIC
@ATTRIBUTE Pulse5 NUMERIC
@ATTRIBUTE Pulse6 NUMERIC
@ATTRIBUTE Pulse7 NUMERIC
@ATTRIBUTE Pulse8 NUMERIC
@ATTRIBUTE Pulse9 NUMERIC
@ATTRIBUTE Pulse10 NUMERIC
@ATTRIBUTE Pulse11 NUMERIC
@ATTRIBUTE Pulse12 NUMERIC
@ATTRIBUTE Pulse13 NUMERIC
@ATTRIBUTE Pulse14 NUMERIC
@ATTRIBUTE Pulse15 NUMERIC
@ATTRIBUTE Pulse16 NUMERIC
@ATTRIBUTE Pulse17 NUMERIC
@ATTRIBUTE Pulse18 NUMERIC
@ATTRIBUTE Pulse19 NUMERIC
@ATTRIBUTE Pulse20 NUMERIC
@ATTRIBUTE Pulse21 NUMERIC
@ATTRIBUTE Pulse22 NUMERIC
@ATTRIBUTE Pulse23 NUMERIC
@ATTRIBUTE Pulse24 NUMERIC
@ATTRIBUTE Pulse25 NUMERIC
@ATTRIBUTE Pulse26 NUMERIC
@ATTRIBUTE Pulse27 NUMERIC
@ATTRIBUTE Pulse28 NUMERIC
@ATTRIBUTE Pulse29 NUMERIC
@ATTRIBUTE Pulse30 NUMERIC
@ATTRIBUTE Pulse31 NUMERIC
@ATTRIBUTE Pulse32 NUMERIC
@ATTRIBUTE Pulse33 NUMERIC
@ATTRIBUTE Pulse34 NUMERIC
@ATTRIBUTE Class {g, b}

@DATA
1.0,-1.0,-1.0,1.0,1.0,1.0,-0.144,0.0,0.0,-1.0,1.0,1.0,1.0,0.179,-1.0,-1.0,-1.0,0.088,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,b
1.0,-1.0,1.0,-1.0,0.152,0.284,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.235,0.283,-1.0,1.0,1.0,-0.314,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.036,1.0,-1.0,-1.0,-0.323,0.149,1.0,b
1.0,-0.679,-1.0,-1.0,1.0,1.0,0.633,0.035,-1.0,-1.0,-1.0,1.0,1.0,0.887,-1.0,-1.0,1.0,0.838,1.0,1.0,-1.0,-1.0,-1.0,-0.189,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.336,b
1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,-1.0,1.0,-1.0,b
0.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,b
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.6,-1.0,1.0,1.0,-1.0,-0.2,1.0,-1.0,0.0,1.0,0.0,0.0,b
0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,b
0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,b
0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,b
1.0,1.0,-0.452,1.0,1.0,0.712,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.145,0.541,-0.393,-1.0,-0.545,-0.7,1.0,0.0,0.0,1.0,0.907,0.516,1.0,1.0,-0.201,0.257,1.0,-0.324,1.0,b
