@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
-3.09,-0.832,-1.0
2.34,-1.25,-1.0
-2.6,0.217,-1.0
2.06,-0.893,-1.0
-2.32,0.0861,-1.0
-0.558,-1.73,-1.0
0.437,2.35,-1.0
-0.697,-1.69,-1.0
0.912,2.1,-1.0
-0.567,-1.7,-1.0
0.434,2.19,-1.0
1.88,-1.13,-1.0
-2.09,0.604,-1.0
1.96,-0.709,-1.0
-2.06,0.392,-1.0
1.75,-1.03,-1.0
-2.04,0.401,-1.0
1.67,-0.978,-1.0
-2.01,0.439,-1.0
1.97,0.041,-1.0
-2.04,0.131,-1.0
1.88,-0.289,-1.0
-1.74,0.975,-1.0
1.85,-0.377,-1.0
-1.29,1.52,-1.0
-0.362,-1.7,-1.0
0.384,2.15,-1.0
-0.881,-1.59,-1.0
0.81,1.93,-1.0
-0.335,-1.69,-1.0
0.22,2.08,-1.0
-0.98,-1.49,-1.0
-0.0406,2.09,-1.0
-0.126,-1.67,-1.0
0.427,1.99,-1.0
-1.04,-1.42,-1.0
0.132,2.0,-1.0
-0.218,-1.63,-1.0
0.65,1.86,-1.0
-1.08,-1.39,-1.0
0.386,1.92,-1.0
-1.19,-1.32,-1.0
0.191,1.94,-1.0
0.123,-1.62,-1.0
-0.507,1.89,-1.0
0.431,-1.56,-1.0
0.174,1.92,-1.0
-0.995,-1.39,-1.0
0.284,1.86,-1.0
-0.0297,-1.58,-1.0
0.314,1.84,-1.0
-0.821,-1.44,-1.0
1.38,1.27,-1.0
-0.52,-1.52,-1.0
-0.337,1.85,-1.0
-0.0187,-1.55,-1.0
-0.157,1.84,-1.0
0.399,-1.48,-1.0
0.663,1.7,-1.0
-0.899,-1.38,-1.0
0.517,1.71,-1.0
-0.236,-1.54,-1.0
0.105,1.77,-1.0
-0.707,-1.43,-1.0
1.8,0.757,-1.0
-1.73,0.87,-1.0
1.86,-0.213,-1.0
-1.43,1.26,-1.0
1.72,-0.448,-1.0
-1.75,0.722,-1.0
1.88,0.325,-1.0
-1.67,0.88,-1.0
1.63,-0.539,-1.0
-1.66,0.835,-1.0
1.83,0.452,-1.0
-1.73,0.562,-1.0
1.66,-0.402,-1.0
-1.57,0.942,-1.0
1.74,-0.143,-1.0
-1.74,0.254,-1.0
1.68,-0.293,-1.0
-1.68,0.398,-1.0
1.58,-0.468,-1.0
-1.42,1.13,-1.0
0.294,-1.5,-1.0
-0.68,1.68,-1.0
-0.347,-1.5,-1.0
1.17,1.37,-1.0
-0.8,-1.38,-1.0
0.387,1.71,-1.0
0.0403,-1.51,-1.0
-0.865,1.6,-1.0
0.391,-1.42,-1.0
-0.00515,1.75,-1.0
-0.614,-1.43,-1.0
0.941,1.46,-1.0
-1.12,-1.2,-1.0
0.529,1.62,-1.0
-0.107,-1.5,-1.0
-0.634,1.65,-1.0
0.823,-1.21,-1.0
-0.301,1.69,-1.0
-0.612,-1.42,-1.0
0.851,1.46,-1.0
-1.1,-1.17,-1.0
0.45,1.6,-1.0
-0.441,-1.45,-1.0
-0.108,1.7,-1.0
-0.396,-1.45,-1.0
0.288,1.62,-1.0
-0.856,-1.31,-1.0
1.29,1.07,-1.0
-1.23,-0.977,-1.0
0.847,1.4,-1.0
