@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
1.02,0.44,-1.0
-2.98,-0.16,-1.0
2.44,-0.448,-1.0
-2.41,0.26,-1.0
2.06,-0.482,-1.0
-0.222,2.47,-1.0
-1.42,-1.4,-1.0
0.284,2.37,-1.0
-0.97,-1.6,-1.0
0.284,2.31,-1.0
-0.714,-1.65,-1.0
-0.434,2.24,-1.0
2.04,-0.462,-1.0
-1.94,0.832,-1.0
2.05,-0.105,-1.0
-1.77,1.01,-1.0
1.89,-0.633,-1.0
-1.82,0.885,-1.0
1.85,-0.558,-1.0
-2.07,0.0318,-1.0
1.89,-0.243,-1.0
-1.98,0.345,-1.0
1.62,-0.919,-1.0
-1.96,0.445,-1.0
1.69,-0.724,-1.0
0.21,2.18,-1.0
-0.888,-1.59,-1.0
0.42,2.1,-1.0
-1.2,-1.4,-1.0
0.355,2.08,-1.0
-0.129,-1.69,-1.0
0.535,1.99,-1.0
-0.607,-1.6,-1.0
-0.35,2.07,-1.0
-0.597,-1.6,-1.0
0.874,1.79,-1.0
-0.486,-1.62,-1.0
-0.0906,2.01,-1.0
-0.78,-1.52,-1.0
0.782,1.8,-1.0
-0.379,-1.6,-1.0
1.03,1.61,-1.0
-0.945,-1.43,-1.0
-0.285,1.98,-1.0
0.272,-1.6,-1.0
-0.801,1.78,-1.0
0.165,-1.58,-1.0
0.594,1.8,-1.0
-0.715,-1.49,-1.0
0.0329,1.88,-1.0
-0.486,-1.53,-1.0
0.504,1.78,-1.0
-1.21,-1.22,-1.0
0.415,1.8,-1.0
0.283,-1.56,-1.0
-0.147,1.85,-1.0
-0.294,-1.54,-1.0
-0.636,1.72,-1.0
-0.467,-1.51,-1.0
0.736,1.64,-1.0
-0.761,-1.44,-1.0
0.0722,1.8,-1.0
-0.182,-1.54,-1.0
0.518,1.7,-1.0
-1.2,-1.19,-1.0
1.78,-0.508,-1.0
-1.87,0.373,-1.0
1.49,-0.886,-1.0
-1.7,0.872,-1.0
1.64,-0.605,-1.0
-1.83,0.379,-1.0
1.71,-0.424,-1.0
-1.43,1.25,-1.0
1.57,-0.566,-1.0
-1.75,0.318,-1.0
1.8,0.0607,-1.0
-1.69,0.706,-1.0
1.68,-0.32,-1.0
-1.64,0.767,-1.0
1.78,0.272,-1.0
-1.57,0.905,-1.0
1.77,0.239,-1.0
-1.46,1.11,-1.0
1.59,-0.378,-1.0
-0.8,1.66,-1.0
0.33,-1.48,-1.0
0.196,1.76,-1.0
-1.02,-1.29,-1.0
0.829,1.56,-1.0
