@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
2.59,-1.15,-1.0
-2.77,0.0962,-1.0
2.2,-0.665,-1.0
-2.34,0.246,-1.0
1.95,-1.02,-1.0
0.673,2.52,-1.0
-0.901,-1.68,-1.0
0.422,2.33,-1.0
-1.25,-1.47,-1.0
0.497,2.23,-1.0
-0.508,-1.7,-1.0
-1.93,0.96,-1.0
1.97,-0.772,-1.0
-2.19,0.0991,-1.0
1.94,-0.65,-1.0
-1.82,0.904,-1.0
1.8,-0.811,-1.0
-1.67,1.1,-1.0
1.98,-0.0252,-1.0
-2.03,0.359,-1.0
1.93,0.165,-1.0
-1.94,0.598,-1.0
1.81,-0.551,-1.0
-1.93,0.525,-1.0
1.5,-0.993,-1.0
0.534,2.15,-1.0
-0.558,-1.67,-1.0
0.672,2.03,-1.0
-0.901,-1.56,-1.0
0.0935,2.1,-1.0
-0.575,-1.62,-1.0
0.846,1.87,-1.0
0.105,-1.67,-1.0
0.133,2.05,-1.0
-0.936,-1.5,-1.0
0.753,1.84,-1.0
-0.0339,-1.66,-1.0
0.0545,2.0,-1.0
-0.74,-1.53,-1.0
0.469,1.91,-1.0
-0.45,-1.59,-1.0
1.18,1.49,-1.0
-0.275,-1.6,-1.0
0.176,1.94,-1.0
0.571,-1.53,-1.0
-0.443,1.86,-1.0
-0.473,-1.55,-1.0
0.916,1.63,-1.0
-0.605,-1.52,-1.0
0.0558,1.88,-1.0
-0.724,-1.48,-1.0
0.533,1.76,-1.0
-1.08,-1.3,-1.0
0.407,1.8,-1.0
0.143,-1.56,-1.0
-0.0674,1.85,-1.0
0.409,-1.51,-1.0
-0.162,1.84,-1.0
-0.795,-1.43,-1.0
0.409,1.76,-1.0
-0.689,-1.45,-1.0
0.311,1.76,-1.0
-0.268,-1.52,-1.0
0.625,1.67,-1.0
-1.84,0.0932,-1.0
1.79,-0.459,-1.0
-1.8,0.676,-1.0
1.54,-0.749,-1.0
-1.7,0.869,-1.0
1.81,-0.218,-1.0
-1.8,0.529,-1.0
1.68,-0.472,-1.0
-1.46,1.2,-1.0
1.79,-0.102,-1.0
-1.69,-0.175,-1.0
1.72,-0.259,-1.0
-1.59,0.913,-1.0
1.59,-0.522,-1.0
-1.69,0.614,-1.0
1.77,0.109,-1.0
-1.63,0.728,-1.0
1.74,0.195,-1.0
-1.4,1.19,-1.0
1.42,-0.656,-1.0
-0.317,1.77,-1.0
0.263,-1.48,-1.0
0.388,1.72,-1.0
-1.1,-1.24,-1.0
0.8,1.56,-1.0
-0.346,-1.5,-1.0
-0.451,1.72,-1.0
0.538,-1.39,-1.0
-0.451,1.7,-1.0
-0.114,-1.5,-1.0
0.369,1.69,-1.0
-1.06,-1.24,-1.0
0.838,1.5,-1.0
-0.744,-1.39,-1.0
-0.0686,1.72,-1.0
0.249,-1.46,-1.0
-0.862,1.53,-1.0
-0.125,-1.48,-1.0
0.273,1.68,-1.0
-0.986,-1.27,-1.0
0.84,1.42,-1.0
-0.811,-1.35,-1.0
0.07,1.7,-1.0
0.0727,-1.46,-1.0
0.0182,1.68,-1.0
-0.56,-1.41,-1.0
0.826,1.42,-1.0
-1.2,-1.04,-1.0
1.44,0.898,-1.0
-0.943,-1.26,-1.0
0.229,1.63,-1.0
-0.777,-1.33,-1.0
-0.145,1.67,-1.0
0.282,-1.43,-1.0
-1.09,1.39,-1.0
-0.0545,-1.45,-1.0
0.0604,1.64,-1.0
-0.733,-1.34,-1.0
1.3,1.04,-1.0
-1.02,-1.19,-1.0
0.496,1.52,-1.0
-0.43,-1.4,-1.0
-0.334,1.63,-1.0
-0.0275,-1.42,-1.0
0.0662,1.62,-1.0
-0.666,-1.34,-1.0
1.12,1.14,-1.0
-1.63,0.101,-1.0
1.57,-0.389,-1.0
-1.6,0.682,-1.0
1.7,0.0023,-1.0
-1.31,1.25,-1.0
1.45,-0.507,-1.0
-1.62,0.468,-1.0
1.62,-0.131,-1.0
-1.53,0.795,-1.0
1.64,0.0477,-1.0
-1.3,1.16,-1.0
0.38,-1.35,-1.0
-0.729,1.5,-1.0
0.0154,-1.41,-1.0
-0.0536,1.6,-1.0
0.207,-1.38,-1.0
-0.951,1.39,-1.0
0.34,-1.34,-1.0
-0.214,1.58,-1.0
0.0909,-1.39,-1.0
0.551,1.48,-1.0
-0.954,-1.19,-1.0
0.725,1.39,-1.0
-0.598,-1.35,-1.0
0.522,1.46,-1.0
-0.776,-1.26,-1.0
0.144,1.56,-1.0
-0.184,-1.4,-1.0
0.505,1.45,-1.0
-0.861,-1.21,-1.0
1.64,0.513,-1.0
-1.59,0.138,-1.0
1.63,0.0545,-1.0
-1.49,0.796,-1.0
1.6,0.0487,-1.0
-1.53,0.656,-1.0
1.18,-0.789,-1.0
-1.37,0.968,-1.0
0.401,-1.31,-1.0
-0.511,1.5,-1.0
0.341,-1.32,-1.0
-0.259,1.52,-1.0
-0.372,-1.38,-1.0
0.57,1.42,-1.0
-1.19,-0.939,-1.0
1.16,1.05,-1.0
-0.942,-1.15,-1.0
0.725,1.33,-1.0
-0.4,-1.37,-1.0
0.0529,1.52,-1.0
-0.187,-1.38,-1.0
-0.386,1.5,-1.0
0.417,-1.28,-1.0
-1.21,1.19,-1.0
1.57,-0.0908,-1.0
-1.49,0.738,-1.0
1.57,0.483,-1.0
-1.48,0.74,-1.0
1.39,-0.376,-1.0
-1.32,0.995,-1.0
0.483,-1.23,-1.0
-0.599,1.44,-1.0
-0.0791,-1.38,-1.0
0.409,1.45,-1.0
-0.698,-1.26,-1.0
0.731,1.31,-1.0
-0.798,-1.21,-1.0
1.19,0.997,-1.0
-0.853,-1.17,-1.0
0.326,1.45,-1.0
-0.7,-1.25,-1.0
0.472,1.37,-1.0
0.0489,-1.36,-1.0
-0.337,1.48,-1.0
-0.148,-1.37,-1.0
-0.66,1.41,-1.0
0.0973,-1.33,-1.0
0.244,1.42,-1.0
-0.779,-1.2,-1.0
1.4,0.746,-1.0
-0.84,-1.16,-1.0
0.805,1.21,-1.0
-0.811,-1.15,-1.0
1.55,0.482,-1.0
-1.52,0.506,-1.0
1.45,-0.188,-1.0
-1.52,0.388,-1.0
1.49,-0.00779,-1.0
-1.36,0.887,-1.0
0.499,-1.17,-1.0
-0.539,1.41,-1.0
-0.037,-1.35,-1.0
-0.882,1.29,-1.0
0.51,-1.15,-1.0
-0.697,1.35,-1.0
-0.0789,-1.35,-1.0
0.379,1.37,-1.0
