@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.026,0.036,0.014,0.027,0.021,0.034,0.066,0.14,0.184,0.235,0.272,0.244,0.166,0.034,0.13,0.171,0.218,0.318,0.371,0.455,0.57,0.74,0.806,0.884,0.943,1.0,0.938,0.76,0.712,0.836,0.762,0.457,0.172,0.155,0.164,0.187,0.266,0.171,0.096,0.077,0.085,0.208,0.25,0.186,0.144,0.147,0.099,0.004,0.015,0.012,0.018,0.015,0.013,0.005,0.004,0.006,0.004,0.004,0.006,0.012,M
0.034,0.026,0.04,0.057,0.053,0.109,0.171,0.168,0.186,0.266,0.319,0.355,0.312,0.196,0.178,0.279,0.287,0.397,0.56,0.694,0.797,0.745,0.82,0.926,0.881,0.881,0.93,0.996,0.858,0.607,0.393,0.246,0.164,0.114,0.096,0.008,0.07,0.094,0.089,0.113,0.087,0.102,0.196,0.226,0.181,0.201,0.169,0.104,0.05,0.014,0.013,0.012,0.004,0.005,0.006,0.005,0.004,0.002,0.0,0.003,M
0.032,0.025,0.017,0.048,0.09,0.106,0.102,0.121,0.124,0.153,0.213,0.254,0.269,0.28,0.189,0.148,0.216,0.242,0.299,0.334,0.379,0.396,0.523,0.691,0.787,0.834,0.92,1.0,0.899,0.646,0.597,0.436,0.3,0.229,0.187,0.092,0.183,0.174,0.245,0.241,0.252,0.318,0.168,0.068,0.119,0.183,0.188,0.111,0.031,0.014,0.014,0.011,0.006,0.004,0.007,0.001,0.005,0.004,0.0,0.006,M
0.009,0.027,0.025,0.024,0.022,0.084,0.149,0.122,0.157,0.212,0.3,0.309,0.274,0.255,0.187,0.145,0.146,0.243,0.326,0.368,0.336,0.31,0.391,0.528,0.641,0.771,0.875,1.0,0.981,0.697,0.497,0.502,0.536,0.384,0.185,0.115,0.157,0.131,0.158,0.263,0.31,0.451,0.378,0.127,0.146,0.109,0.148,0.138,0.072,0.018,0.02,0.01,0.01,0.009,0.002,0.004,0.002,0.007,0.006,0.002,M
0.052,0.044,0.018,0.029,0.035,0.117,0.126,0.118,0.126,0.253,0.272,0.237,0.188,0.098,0.068,0.15,0.172,0.234,0.196,0.14,0.316,0.589,0.763,0.847,0.942,0.999,0.97,1.0,0.863,0.698,0.772,0.73,0.52,0.179,0.11,0.145,0.107,0.144,0.193,0.032,0.149,0.033,0.054,0.131,0.091,0.076,0.106,0.1,0.054,0.024,0.016,0.016,0.003,0.005,0.006,0.009,0.014,0.014,0.008,0.003,M
0.007,0.003,0.009,0.006,0.042,0.086,0.118,0.1,0.198,0.232,0.247,0.288,0.213,0.071,0.119,0.281,0.422,0.528,0.586,0.615,0.675,0.787,0.897,0.983,1.0,0.846,0.606,0.304,0.014,0.253,0.434,0.492,0.541,0.596,0.525,0.378,0.237,0.172,0.188,0.325,0.258,0.242,0.271,0.232,0.172,0.146,0.118,0.087,0.039,0.013,0.009,0.008,0.007,0.008,0.003,0.006,0.004,0.004,0.001,0.004,M
0.034,0.062,0.038,0.026,0.044,0.103,0.129,0.185,0.265,0.412,0.524,0.534,0.555,0.392,0.295,0.308,0.302,0.272,0.544,0.793,0.875,0.867,0.711,0.691,0.729,0.879,1.0,0.982,0.898,0.605,0.493,0.537,0.459,0.291,0.077,0.225,0.16,0.396,0.612,0.52,0.232,0.437,0.38,0.432,0.489,0.19,0.094,0.136,0.091,0.014,0.033,0.014,0.002,0.007,0.01,0.004,0.006,0.005,0.003,0.006,M
0.019,0.017,0.029,0.03,0.046,0.069,0.058,0.11,0.242,0.313,0.479,0.524,0.439,0.344,0.287,0.389,0.442,0.389,0.409,0.501,0.727,0.938,1.0,0.983,0.993,0.916,0.824,0.696,0.454,0.328,0.252,0.396,0.415,0.331,0.144,0.192,0.321,0.337,0.568,0.55,0.323,0.045,0.313,0.339,0.413,0.364,0.207,0.086,0.06,0.027,0.012,0.004,0.014,0.014,0.017,0.013,0.011,0.012,0.011,0.007,M
0.026,0.027,0.022,0.075,0.136,0.151,0.132,0.165,0.186,0.201,0.289,0.365,0.351,0.35,0.432,0.54,0.624,0.688,0.733,0.811,0.84,0.863,0.875,0.961,0.972,0.912,0.858,0.88,0.772,0.571,0.426,0.286,0.311,0.207,0.116,0.018,0.13,0.248,0.164,0.11,0.214,0.203,0.189,0.137,0.138,0.031,0.037,0.061,0.04,0.017,0.014,0.022,0.018,0.013,0.002,0.012,0.005,0.002,0.003,0.002,M
0.011,0.022,0.027,0.038,0.122,0.206,0.149,0.093,0.135,0.18,0.249,0.297,0.367,0.439,0.526,0.676,0.74,0.828,0.903,0.958,1.0,0.998,0.89,0.749,0.637,0.674,0.721,0.682,0.551,0.479,0.392,0.253,0.109,0.139,0.255,0.33,0.282,0.214,0.227,0.214,0.235,0.287,0.26,0.192,0.126,0.1,0.095,0.121,0.073,0.017,0.021,0.027,0.015,0.026,0.01,0.004,0.005,0.014,0.01,0.002,M
0.045,0.047,0.07,0.102,0.14,0.149,0.149,0.077,0.117,0.168,0.28,0.332,0.401,0.43,0.535,0.541,0.687,0.804,0.919,0.917,1.0,0.997,0.909,0.792,0.67,0.532,0.357,0.248,0.316,0.378,0.314,0.171,0.294,0.523,0.593,0.544,0.452,0.338,0.322,0.218,0.167,0.263,0.298,0.204,0.116,0.092,0.088,0.023,0.038,0.014,0.014,0.012,0.004,0.024,0.013,0.008,0.022,0.032,0.015,0.005,M
0.039,0.032,0.069,0.09,0.127,0.152,0.213,0.261,0.283,0.272,0.364,0.393,0.384,0.468,0.536,0.482,0.484,0.586,0.758,0.7,0.692,0.863,0.911,0.935,0.788,0.858,0.926,0.708,0.578,0.522,0.45,0.313,0.145,0.105,0.182,0.152,0.102,0.144,0.199,0.204,0.278,0.288,0.133,0.114,0.131,0.143,0.062,0.01,0.01,0.013,0.015,0.026,0.007,0.026,0.008,0.011,0.011,0.007,0.01,0.007,M
0.059,0.121,0.127,0.15,0.144,0.056,0.083,0.067,0.137,0.235,0.321,0.426,0.52,0.491,0.595,0.722,0.904,0.911,0.872,0.769,0.733,0.522,0.31,0.317,0.227,0.164,0.175,0.184,0.205,0.167,0.277,0.31,0.34,0.444,0.505,0.281,0.168,0.263,0.32,0.193,0.093,0.044,0.078,0.072,0.04,0.055,0.108,0.114,0.077,0.026,0.022,0.033,0.011,0.009,0.016,0.012,0.004,0.01,0.023,0.012,M
0.012,0.018,0.045,0.11,0.191,0.092,0.076,0.109,0.076,0.101,0.25,0.399,0.381,0.475,0.616,0.646,0.802,0.921,0.983,0.963,0.865,0.832,0.828,0.801,0.61,0.485,0.436,0.431,0.44,0.383,0.303,0.304,0.32,0.229,0.213,0.235,0.32,0.446,0.366,0.272,0.175,0.178,0.22,0.106,0.057,0.031,0.024,0.047,0.01,0.006,0.003,0.016,0.01,0.008,0.027,0.028,0.01,0.005,0.015,0.009,M
0.012,0.007,0.028,0.058,0.092,0.127,0.158,0.193,0.236,0.217,0.118,0.075,0.278,0.376,0.509,0.659,0.707,0.753,0.836,0.859,0.962,0.984,0.87,0.64,0.507,0.54,0.693,0.849,0.821,0.596,0.295,0.276,0.288,0.189,0.145,0.096,0.089,0.084,0.089,0.155,0.232,0.222,0.104,0.172,0.202,0.179,0.111,0.04,0.03,0.008,0.004,0.005,0.003,0.002,0.001,0.003,0.002,0.006,0.003,0.005,M
0.013,0.017,0.018,0.036,0.044,0.074,0.08,0.046,0.037,0.125,0.24,0.232,0.252,0.147,0.067,0.11,0.235,0.328,0.442,0.517,0.651,0.779,0.798,0.779,0.859,0.932,0.945,0.864,0.722,0.485,0.136,0.295,0.472,0.604,0.808,0.987,0.88,0.641,0.428,0.27,0.264,0.334,0.434,0.454,0.396,0.252,0.108,0.037,0.029,0.01,0.005,0.009,0.005,0.005,0.002,0.001,0.004,0.002,0.003,0.004,M
0.005,0.006,0.008,0.055,0.088,0.128,0.167,0.137,0.292,0.347,0.326,0.326,0.23,0.125,0.21,0.24,0.193,0.167,0.123,0.09,0.156,0.329,0.527,0.674,0.791,0.894,0.94,0.949,0.904,0.915,0.883,0.809,0.718,0.672,0.645,0.688,0.624,0.494,0.414,0.424,0.455,0.439,0.432,0.492,0.471,0.32,0.224,0.181,0.099,0.025,0.013,0.01,0.013,0.007,0.004,0.007,0.006,0.004,0.0,0.003,M
0.021,0.019,0.041,0.032,0.07,0.158,0.144,0.14,0.305,0.391,0.35,0.367,0.394,0.331,0.333,0.3,0.232,0.138,0.345,0.443,0.489,0.368,0.438,0.486,0.621,0.726,0.662,0.769,0.798,0.858,0.927,0.701,0.485,0.341,0.141,0.115,0.143,0.182,0.36,0.553,0.599,0.508,0.551,0.503,0.703,0.59,0.407,0.276,0.158,0.051,0.005,0.008,0.02,0.01,0.004,0.003,0.006,0.009,0.007,0.004,M
0.052,0.094,0.062,0.042,0.1,0.243,0.178,0.202,0.261,0.129,0.265,0.278,0.443,0.367,0.204,0.276,0.325,0.154,0.278,0.351,0.519,0.705,0.714,0.681,0.51,0.531,0.613,0.839,0.903,0.861,0.966,0.917,0.713,0.69,0.731,0.413,0.158,0.182,0.138,0.296,0.694,0.825,0.535,0.44,0.645,0.621,0.302,0.138,0.036,0.036,0.046,0.043,0.027,0.015,0.012,0.013,0.002,0.011,0.007,0.008,M
0.071,0.09,0.128,0.15,0.128,0.116,0.128,0.168,0.183,0.213,0.289,0.398,0.458,0.582,0.503,0.193,0.258,0.318,0.274,0.619,0.896,0.744,0.519,0.281,0.177,0.661,0.758,0.512,0.47,0.548,0.435,0.128,0.085,0.093,0.031,0.1,0.178,0.159,0.3,0.221,0.146,0.29,0.32,0.141,0.063,0.073,0.08,0.061,0.056,0.029,0.015,0.015,0.016,0.005,0.003,0.005,0.009,0.01,0.01,0.007,M
0.053,0.088,0.2,0.26,0.322,0.225,0.062,0.229,0.095,0.074,0.161,0.223,0.27,0.336,0.427,0.414,0.566,0.692,0.855,0.923,0.917,1.0,0.953,0.91,0.834,0.705,0.653,0.448,0.246,0.202,0.145,0.099,0.151,0.239,0.443,0.502,0.444,0.457,0.393,0.29,0.341,0.499,0.363,0.139,0.18,0.13,0.052,0.082,0.047,0.011,0.03,0.024,0.02,0.026,0.008,0.015,0.017,0.015,0.013,0.006,M
0.097,0.082,0.063,0.061,0.062,0.121,0.094,0.422,0.574,0.502,0.349,0.17,0.208,0.309,0.422,0.531,0.244,0.188,0.191,0.832,1.0,0.408,0.096,0.193,0.242,0.379,0.289,0.345,0.378,0.521,0.232,0.334,0.478,0.612,0.67,0.738,0.736,0.779,0.679,0.526,0.276,0.154,0.202,0.223,0.422,0.307,0.133,0.135,0.106,0.05,0.021,0.007,0.008,0.03,0.019,0.021,0.013,0.02,0.021,0.004,M
0.009,0.061,0.114,0.12,0.04,0.123,0.25,0.457,0.659,0.508,0.335,0.083,0.3,0.396,0.377,0.383,0.125,0.136,0.268,0.919,0.978,0.324,0.194,0.187,0.088,0.344,0.295,0.591,0.456,0.733,0.197,0.279,0.621,0.868,0.862,0.938,0.833,0.948,0.672,0.444,0.516,0.381,0.156,0.145,0.266,0.181,0.17,0.256,0.113,0.02,0.048,0.023,0.018,0.035,0.016,0.033,0.02,0.017,0.024,0.015,M
0.02,0.012,0.012,0.024,0.055,0.021,0.089,0.084,0.134,0.12,0.174,0.139,0.204,0.258,0.262,0.21,0.253,0.321,0.433,0.476,0.533,0.606,0.67,0.748,0.893,0.94,1.0,0.978,0.847,0.764,0.67,0.499,0.372,0.22,0.142,0.268,0.263,0.31,0.339,0.212,0.117,0.266,0.22,0.154,0.146,0.104,0.122,0.074,0.049,0.022,0.003,0.008,0.004,0.006,0.008,0.004,0.004,0.003,0.001,0.002,R
