@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A11,12.0,A34,A40,2121.0,A61,A73,4.0,A93,A101,2.0,A122,30.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,24.0,A32,A40,1249.0,A61,A72,4.0,A94,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,48.0,A31,A40,12169.0,A65,A71,4.0,A93,A102,4.0,A124,36.0,A143,A153,1.0,A174,1.0,A192,A201,1
A11,12.0,A32,A43,1680.0,A63,A75,3.0,A94,A101,1.0,A121,35.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,12.0,A32,A42,708.0,A61,A73,2.0,A93,A103,3.0,A122,38.0,A143,A152,1.0,A172,2.0,A191,A201,1
A11,6.0,A34,A40,4716.0,A65,A72,1.0,A93,A101,3.0,A121,44.0,A143,A152,2.0,A172,2.0,A191,A201,1
A11,24.0,A34,A41,6615.0,A61,A71,2.0,A93,A101,4.0,A124,75.0,A143,A153,2.0,A174,1.0,A192,A201,1
A14,30.0,A34,A43,6742.0,A65,A74,2.0,A93,A101,3.0,A122,36.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,9.0,A32,A42,1388.0,A61,A73,4.0,A92,A101,2.0,A121,26.0,A143,A151,1.0,A173,1.0,A191,A201,1
A12,30.0,A32,A43,1715.0,A65,A73,4.0,A92,A101,1.0,A123,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,36.0,A34,A43,2337.0,A61,A75,4.0,A93,A101,4.0,A121,36.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,36.0,A34,A41,10477.0,A65,A75,2.0,A93,A101,4.0,A124,42.0,A143,A153,2.0,A173,1.0,A191,A201,1
A12,12.0,A34,A41,1860.0,A61,A71,4.0,A93,A101,2.0,A123,34.0,A143,A152,2.0,A174,1.0,A192,A201,1
A14,12.0,A34,A43,1291.0,A61,A73,4.0,A92,A101,2.0,A122,35.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A32,A40,1884.0,A61,A75,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A174,1.0,A192,A201,1
A12,18.0,A32,A40,6260.0,A61,A74,3.0,A93,A101,3.0,A121,28.0,A143,A151,1.0,A172,1.0,A191,A201,1
A14,21.0,A32,A41,5248.0,A65,A73,1.0,A93,A101,3.0,A123,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,24.0,A32,A42,3749.0,A61,A72,2.0,A92,A101,4.0,A123,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,18.0,A32,A43,2051.0,A61,A72,4.0,A93,A101,1.0,A121,33.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,10.0,A32,A42,1275.0,A61,A72,4.0,A92,A101,2.0,A122,23.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A42,1768.0,A61,A73,3.0,A93,A101,2.0,A121,24.0,A143,A151,1.0,A172,1.0,A191,A201,1
A14,24.0,A34,A43,2223.0,A62,A75,4.0,A93,A101,4.0,A122,52.0,A141,A152,2.0,A173,1.0,A191,A201,1
A11,48.0,A32,A41,4788.0,A61,A74,4.0,A93,A101,3.0,A122,26.0,A143,A152,1.0,A173,2.0,A191,A201,1
A14,12.0,A34,A43,976.0,A65,A75,4.0,A93,A101,4.0,A123,35.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,24.0,A32,A42,4169.0,A61,A73,4.0,A93,A101,4.0,A122,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A41,9277.0,A65,A73,2.0,A91,A101,4.0,A124,48.0,A143,A153,1.0,A173,1.0,A192,A201,1
A14,24.0,A34,A41,6842.0,A65,A73,2.0,A93,A101,4.0,A122,46.0,A143,A152,2.0,A174,2.0,A192,A201,1
A14,21.0,A33,A41,2993.0,A61,A73,3.0,A93,A101,2.0,A121,28.0,A142,A152,2.0,A172,1.0,A191,A201,1
A14,24.0,A32,A41,7814.0,A61,A74,3.0,A93,A101,3.0,A123,38.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,12.0,A32,A43,1493.0,A61,A72,4.0,A92,A101,3.0,A123,34.0,A143,A152,1.0,A173,2.0,A191,A201,1
A14,18.0,A34,A42,1817.0,A61,A73,4.0,A92,A101,2.0,A124,28.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,9.0,A32,A43,458.0,A61,A73,4.0,A93,A101,3.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,18.0,A32,A43,1473.0,A61,A72,3.0,A94,A101,4.0,A121,39.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,9.0,A32,A42,2136.0,A61,A73,3.0,A93,A101,2.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,15.0,A32,A43,1053.0,A61,A72,4.0,A94,A101,2.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,A202,1
A14,15.0,A34,A43,1459.0,A61,A73,4.0,A92,A101,2.0,A123,43.0,A143,A152,1.0,A172,1.0,A191,A201,1
A13,18.0,A32,A42,3049.0,A61,A72,1.0,A92,A101,1.0,A122,45.0,A142,A152,1.0,A172,1.0,A191,A201,1
A12,13.0,A34,A43,882.0,A61,A72,4.0,A93,A103,4.0,A121,23.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A34,A43,717.0,A61,A75,4.0,A93,A101,4.0,A121,52.0,A143,A152,3.0,A173,1.0,A191,A201,1
A14,24.0,A32,A40,1474.0,A62,A72,4.0,A94,A101,3.0,A121,33.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,30.0,A32,A43,2991.0,A65,A75,2.0,A92,A101,4.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A33,A49,2375.0,A63,A73,4.0,A93,A101,2.0,A123,44.0,A143,A152,2.0,A173,2.0,A192,A201,1
A11,12.0,A32,A43,1498.0,A61,A73,4.0,A92,A101,1.0,A123,23.0,A141,A152,1.0,A173,1.0,A191,A201,1
A12,18.0,A32,A43,866.0,A61,A73,4.0,A94,A103,2.0,A121,25.0,A143,A152,1.0,A172,1.0,A191,A201,1
A14,10.0,A32,A40,1597.0,A63,A73,3.0,A93,A101,2.0,A124,40.0,A143,A151,1.0,A172,2.0,A191,A202,1
A11,9.0,A34,A43,1138.0,A61,A73,4.0,A93,A101,4.0,A121,25.0,A143,A152,2.0,A172,1.0,A191,A201,1
