@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A14,12.0,A34,A46,701.0,A61,A73,4.0,A93,A101,2.0,A123,32.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,12.0,A32,A43,701.0,A61,A73,4.0,A94,A101,2.0,A121,40.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,60.0,A33,A43,9157.0,A65,A73,2.0,A93,A101,2.0,A124,27.0,A143,A153,1.0,A174,1.0,A191,A201,1
A12,9.0,A32,A49,1391.0,A61,A73,2.0,A94,A101,1.0,A121,27.0,A141,A152,1.0,A173,1.0,A192,A201,1
A11,12.0,A32,A40,3651.0,A64,A73,1.0,A93,A101,3.0,A122,31.0,A143,A152,1.0,A173,2.0,A191,A201,1
A14,10.0,A34,A40,1231.0,A61,A75,3.0,A93,A101,4.0,A121,32.0,A143,A152,2.0,A172,2.0,A191,A202,1
A11,8.0,A34,A410,1164.0,A61,A75,3.0,A93,A101,4.0,A124,51.0,A141,A153,2.0,A174,2.0,A192,A201,1
A14,15.0,A32,A42,2708.0,A61,A72,2.0,A93,A101,3.0,A122,27.0,A141,A152,2.0,A172,1.0,A191,A201,1
A14,9.0,A32,A44,1236.0,A61,A72,1.0,A92,A101,4.0,A121,23.0,A143,A151,1.0,A173,1.0,A192,A201,1
A14,9.0,A32,A49,1449.0,A61,A74,3.0,A92,A101,2.0,A123,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,12.0,A34,A41,1804.0,A62,A72,3.0,A93,A101,4.0,A122,44.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,10.0,A34,A40,781.0,A61,A75,4.0,A93,A101,4.0,A124,63.0,A143,A153,2.0,A173,1.0,A192,A201,1
A14,15.0,A32,A41,4657.0,A61,A73,3.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,18.0,A34,A43,1098.0,A61,A71,4.0,A92,A101,4.0,A123,65.0,A143,A152,2.0,A171,1.0,A191,A201,1
A11,20.0,A32,A42,2212.0,A65,A74,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,18.0,A32,A49,2622.0,A62,A73,4.0,A93,A101,4.0,A123,34.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A43,1262.0,A61,A73,3.0,A93,A101,2.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,12.0,A32,A42,1858.0,A61,A72,4.0,A92,A101,1.0,A123,22.0,A143,A151,1.0,A173,1.0,A191,A201,1
A12,11.0,A32,A42,1577.0,A64,A72,4.0,A92,A101,1.0,A121,20.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,12.0,A32,A42,1262.0,A65,A75,2.0,A91,A101,4.0,A122,49.0,A143,A152,1.0,A172,1.0,A192,A201,1
A14,15.0,A32,A42,2186.0,A65,A74,1.0,A92,A101,4.0,A121,33.0,A141,A151,1.0,A172,1.0,A191,A201,1
A12,24.0,A34,A43,1743.0,A61,A75,4.0,A93,A101,2.0,A122,48.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,15.0,A32,A41,1300.0,A65,A75,4.0,A93,A101,4.0,A124,45.0,A141,A153,1.0,A173,2.0,A191,A201,1
A14,36.0,A32,A43,3595.0,A61,A75,4.0,A93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A41,2670.0,A61,A75,4.0,A93,A101,4.0,A123,35.0,A143,A152,1.0,A174,1.0,A192,A201,1
A12,48.0,A33,A49,6681.0,A65,A73,4.0,A93,A101,4.0,A124,38.0,A143,A153,1.0,A173,2.0,A192,A201,1
A13,10.0,A34,A43,1347.0,A65,A74,4.0,A93,A101,2.0,A122,27.0,A143,A152,2.0,A173,1.0,A192,A201,1
A11,12.0,A33,A40,1344.0,A61,A73,4.0,A93,A101,2.0,A121,43.0,A143,A152,2.0,A172,2.0,A191,A201,1
A14,33.0,A34,A41,7253.0,A61,A74,3.0,A93,A101,2.0,A123,35.0,A143,A152,2.0,A174,1.0,A192,A201,1
A14,12.0,A32,A43,2141.0,A62,A74,3.0,A93,A101,1.0,A124,35.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,36.0,A33,A42,7678.0,A63,A74,2.0,A92,A101,4.0,A123,40.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,9.0,A32,A43,1082.0,A61,A75,4.0,A93,A101,4.0,A123,27.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,24.0,A32,A43,1533.0,A61,A72,4.0,A92,A101,3.0,A123,38.0,A142,A152,1.0,A173,1.0,A192,A201,1
A14,12.0,A32,A40,640.0,A61,A73,4.0,A91,A101,2.0,A121,49.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,9.0,A32,A40,1549.0,A65,A72,4.0,A93,A101,2.0,A121,35.0,A143,A152,1.0,A171,1.0,A191,A201,1
A14,6.0,A34,A40,2080.0,A63,A73,1.0,A94,A101,2.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,30.0,A32,A43,2522.0,A61,A75,1.0,A93,A103,3.0,A122,39.0,A143,A152,1.0,A173,2.0,A191,A201,1
A12,7.0,A32,A43,2576.0,A61,A73,2.0,A93,A103,2.0,A121,35.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A34,A43,618.0,A61,A75,4.0,A93,A101,4.0,A121,56.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A32,A42,763.0,A61,A73,4.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A192,A201,1
A13,12.0,A32,A43,3016.0,A61,A73,3.0,A94,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A43,3430.0,A63,A75,3.0,A93,A101,2.0,A123,31.0,A143,A152,1.0,A173,2.0,A192,A201,1
A14,6.0,A30,A43,426.0,A61,A75,4.0,A94,A101,4.0,A123,39.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,12.0,A32,A43,625.0,A61,A72,4.0,A94,A103,1.0,A121,26.0,A141,A152,1.0,A172,1.0,A191,A201,1
A14,6.0,A32,A40,3518.0,A61,A73,2.0,A93,A103,3.0,A122,26.0,A143,A151,1.0,A173,1.0,A191,A201,1
A11,12.0,A32,A43,2214.0,A61,A73,4.0,A93,A101,3.0,A122,24.0,A143,A152,1.0,A172,1.0,A191,A201,1
A14,15.0,A34,A43,1471.0,A61,A73,4.0,A93,A101,4.0,A124,35.0,A143,A153,2.0,A173,1.0,A192,A201,1
A12,21.0,A32,A42,3976.0,A65,A74,2.0,A93,A101,3.0,A123,35.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,28.0,A34,A43,2743.0,A61,A75,4.0,A93,A101,2.0,A123,29.0,A143,A152,2.0,A173,1.0,A191,A201,1
A13,15.0,A34,A41,2360.0,A63,A73,2.0,A93,A101,2.0,A123,36.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,12.0,A34,A40,3124.0,A61,A72,1.0,A93,A101,3.0,A121,49.0,A141,A152,2.0,A172,2.0,A191,A201,1
A11,12.0,A34,A40,2122.0,A61,A73,3.0,A93,A101,2.0,A121,39.0,A143,A151,2.0,A172,2.0,A191,A202,1
A14,9.0,A32,A42,2301.0,A62,A72,2.0,A92,A101,4.0,A122,22.0,A143,A151,1.0,A173,1.0,A191,A201,1
A12,12.0,A32,A43,1567.0,A61,A73,1.0,A92,A101,1.0,A123,22.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,24.0,A33,A40,1965.0,A65,A73,4.0,A92,A101,4.0,A123,42.0,A143,A151,2.0,A173,1.0,A192,A201,1
A14,21.0,A32,A43,3160.0,A65,A75,4.0,A93,A101,3.0,A122,41.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,18.0,A32,A43,1505.0,A61,A73,4.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A174,1.0,A192,A201,1
A11,12.0,A34,A41,1409.0,A61,A75,4.0,A93,A101,3.0,A121,54.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,21.0,A32,A41,2476.0,A65,A75,4.0,A93,A101,4.0,A121,46.0,A143,A152,1.0,A174,1.0,A192,A201,1
A13,12.0,A33,A40,2247.0,A61,A73,2.0,A92,A101,2.0,A123,36.0,A142,A152,2.0,A173,1.0,A192,A201,1
A14,24.0,A32,A40,2255.0,A65,A72,4.0,A93,A101,1.0,A122,54.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A41,2924.0,A61,A73,3.0,A93,A103,4.0,A124,63.0,A141,A152,1.0,A173,2.0,A192,A201,1
A14,18.0,A34,A43,6070.0,A61,A75,3.0,A93,A101,4.0,A123,33.0,A143,A152,2.0,A173,1.0,A192,A201,1
A12,9.0,A32,A43,2118.0,A61,A73,2.0,A93,A101,2.0,A121,37.0,A143,A152,1.0,A172,2.0,A191,A201,1
A12,30.0,A34,A40,2181.0,A65,A75,4.0,A93,A101,4.0,A121,36.0,A143,A152,2.0,A173,1.0,A191,A201,1
A13,12.0,A32,A40,1330.0,A61,A72,4.0,A93,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
