@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A14,12.0,A34,A49,1185.0,A61,A73,3.0,A92,A101,2.0,A121,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,6.0,A32,A43,518.0,A61,A73,3.0,A92,A101,1.0,A121,29.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,39.0,A33,A46,11760.0,A62,A74,2.0,A93,A101,3.0,A124,32.0,A143,A151,1.0,A173,1.0,A192,A201,1
A14,11.0,A32,A49,2142.0,A64,A75,1.0,A91,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,10.0,A32,A40,1546.0,A61,A73,3.0,A93,A101,2.0,A121,31.0,A143,A152,1.0,A172,2.0,A191,A202,1
A11,8.0,A34,A40,3398.0,A61,A74,1.0,A93,A101,4.0,A121,39.0,A143,A152,2.0,A172,1.0,A191,A202,1
A11,18.0,A34,A40,5302.0,A61,A75,2.0,A93,A101,4.0,A124,36.0,A143,A153,3.0,A174,1.0,A192,A201,1
A12,21.0,A34,A49,3652.0,A61,A74,2.0,A93,A101,3.0,A122,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,4.0,A32,A42,601.0,A61,A72,1.0,A92,A101,3.0,A121,23.0,A143,A151,1.0,A172,2.0,A191,A201,1
A14,30.0,A34,A43,5771.0,A61,A74,4.0,A92,A101,2.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,15.0,A34,A43,1360.0,A61,A73,4.0,A93,A101,2.0,A122,31.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,12.0,A34,A41,1526.0,A61,A75,4.0,A93,A101,4.0,A124,66.0,A143,A153,2.0,A174,1.0,A191,A201,1
A14,9.0,A34,A40,2134.0,A61,A73,4.0,A93,A101,4.0,A123,48.0,A143,A152,3.0,A173,1.0,A192,A201,1
A14,6.0,A32,A40,672.0,A61,A71,1.0,A92,A101,4.0,A121,54.0,A143,A152,1.0,A171,1.0,A192,A201,1
A14,24.0,A32,A40,1525.0,A64,A74,4.0,A92,A101,3.0,A123,34.0,A143,A152,1.0,A173,2.0,A192,A201,1
A14,5.0,A32,A49,3448.0,A61,A74,1.0,A93,A101,4.0,A121,74.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,12.0,A32,A40,6078.0,A61,A74,2.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,15.0,A32,A40,2511.0,A61,A71,1.0,A92,A101,4.0,A123,23.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,18.0,A32,A43,1453.0,A61,A72,3.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
