@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.023,0.032,0.017,0.023,0.041,0.012,0.022,0.08,0.236,0.246,0.224,0.152,0.173,0.31,0.438,0.56,0.682,0.616,0.68,0.844,0.992,1.0,0.798,0.543,0.395,0.518,0.565,0.304,0.188,0.396,0.229,0.354,0.419,0.24,0.185,0.376,0.433,0.363,0.252,0.187,0.105,0.234,0.199,0.11,0.068,0.03,0.067,0.078,0.046,0.025,0.015,0.012,0.004,0.012,0.004,0.011,0.005,0.009,0.001,0.009,M
0.013,0.039,0.033,0.008,0.072,0.134,0.163,0.19,0.261,0.319,0.347,0.374,0.306,0.193,0.138,0.212,0.276,0.458,0.649,0.715,0.801,0.792,0.879,1.0,0.986,0.947,0.947,0.932,0.833,0.621,0.377,0.282,0.204,0.219,0.222,0.133,0.052,0.062,0.142,0.146,0.085,0.106,0.164,0.192,0.208,0.234,0.196,0.13,0.063,0.018,0.014,0.015,0.008,0.003,0.004,0.007,0.004,0.001,0.002,0.008,M
0.01,0.04,0.068,0.069,0.089,0.093,0.096,0.214,0.255,0.295,0.402,0.515,0.49,0.413,0.358,0.345,0.307,0.294,0.435,0.726,0.815,0.81,0.666,0.696,0.775,0.869,1.0,0.994,0.879,0.648,0.588,0.641,0.497,0.276,0.03,0.336,0.317,0.413,0.628,0.498,0.261,0.47,0.481,0.492,0.529,0.222,0.14,0.189,0.095,0.013,0.031,0.024,0.008,0.014,0.017,0.001,0.011,0.004,0.004,0.002,M
0.097,0.082,0.063,0.061,0.062,0.121,0.094,0.422,0.574,0.502,0.349,0.17,0.208,0.309,0.422,0.531,0.244,0.188,0.191,0.832,1.0,0.408,0.096,0.193,0.242,0.379,0.289,0.345,0.378,0.521,0.232,0.334,0.478,0.612,0.67,0.738,0.736,0.779,0.679,0.526,0.276,0.154,0.202,0.223,0.422,0.307,0.133,0.135,0.106,0.05,0.021,0.007,0.008,0.03,0.019,0.021,0.013,0.02,0.021,0.004,M
0.115,0.116,0.087,0.036,0.023,0.127,0.242,0.266,0.435,0.538,0.382,0.099,0.062,0.18,0.391,0.36,0.304,0.243,0.406,0.84,0.978,0.468,0.061,0.214,0.135,0.285,0.162,0.265,0.456,0.65,0.285,0.33,0.537,0.663,0.863,0.855,0.785,0.902,0.883,0.609,0.281,0.091,0.118,0.269,0.521,0.423,0.234,0.193,0.109,0.051,0.023,0.01,0.006,0.008,0.017,0.011,0.019,0.014,0.007,0.009,M
0.025,0.012,0.028,0.076,0.122,0.154,0.119,0.123,0.212,0.253,0.286,0.296,0.334,0.429,0.52,0.609,0.724,0.758,0.773,0.81,0.9,0.925,0.936,0.985,0.978,1.0,0.99,0.908,0.731,0.576,0.447,0.372,0.208,0.096,0.049,0.141,0.255,0.205,0.161,0.223,0.177,0.229,0.252,0.146,0.067,0.096,0.149,0.113,0.046,0.019,0.014,0.003,0.007,0.015,0.001,0.013,0.005,0.024,0.008,0.007,M
0.031,0.052,0.065,0.052,0.061,0.058,0.066,0.066,0.146,0.279,0.388,0.499,0.498,0.497,0.561,0.734,0.823,0.917,0.998,0.991,0.824,0.65,0.598,0.486,0.315,0.154,0.099,0.028,0.101,0.264,0.269,0.293,0.292,0.4,0.366,0.317,0.461,0.437,0.182,0.338,0.62,0.445,0.186,0.142,0.059,0.058,0.067,0.027,0.024,0.019,0.006,0.032,0.019,0.014,0.028,0.015,0.005,0.012,0.012,0.006,M
0.02,0.018,0.027,0.023,0.072,0.083,0.123,0.13,0.208,0.272,0.219,0.304,0.296,0.206,0.091,0.161,0.18,0.218,0.203,0.151,0.052,0.214,0.433,0.594,0.693,0.758,0.879,0.906,0.853,0.909,0.966,0.931,0.777,0.664,0.66,0.688,0.694,0.593,0.577,0.622,0.584,0.453,0.491,0.576,0.501,0.404,0.312,0.223,0.108,0.041,0.025,0.013,0.005,0.01,0.01,0.009,0.008,0.002,0.005,0.004,M
0.064,0.071,0.045,0.033,0.018,0.126,0.102,0.192,0.336,0.39,0.467,0.563,0.551,0.434,0.305,0.349,0.398,0.388,0.528,0.72,0.77,0.856,0.869,0.924,1.0,0.966,0.982,0.736,0.416,0.292,0.328,0.369,0.345,0.286,0.086,0.372,0.465,0.349,0.182,0.114,0.122,0.262,0.446,0.473,0.326,0.142,0.039,0.041,0.031,0.009,0.015,0.005,0.002,0.009,0.007,0.01,0.009,0.008,0.004,0.005,M
0.037,0.028,0.01,0.057,0.076,0.068,0.097,0.147,0.216,0.254,0.294,0.294,0.266,0.319,0.279,0.253,0.198,0.193,0.283,0.324,0.35,0.332,0.422,0.477,0.481,0.632,0.833,0.946,1.0,0.842,0.552,0.48,0.52,0.397,0.194,0.152,0.201,0.174,0.103,0.224,0.372,0.445,0.394,0.203,0.201,0.219,0.184,0.148,0.097,0.022,0.015,0.01,0.002,0.002,0.006,0.009,0.001,0.009,0.011,0.005,M
0.032,0.025,0.017,0.048,0.09,0.106,0.102,0.121,0.124,0.153,0.213,0.254,0.269,0.28,0.189,0.148,0.216,0.242,0.299,0.334,0.379,0.396,0.523,0.691,0.787,0.834,0.92,1.0,0.899,0.646,0.597,0.436,0.3,0.229,0.187,0.092,0.183,0.174,0.245,0.241,0.252,0.318,0.168,0.068,0.119,0.183,0.188,0.111,0.031,0.014,0.014,0.011,0.006,0.004,0.007,0.001,0.005,0.004,0.0,0.006,M
0.042,0.032,0.071,0.011,0.107,0.097,0.096,0.132,0.246,0.27,0.341,0.429,0.368,0.394,0.296,0.317,0.282,0.305,0.241,0.542,0.68,0.632,0.582,0.68,0.598,0.841,0.991,0.919,0.8,0.671,0.563,0.733,0.604,0.258,0.035,0.18,0.304,0.476,0.576,0.425,0.505,0.718,0.616,0.566,0.575,0.359,0.253,0.23,0.127,0.036,0.037,0.018,0.004,0.009,0.012,0.008,0.006,0.002,0.004,0.002,M
