@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
1.1,0.604,-1.0
-0.0583,-1.15,-1.0
-0.698,-1.26,-1.0
1.25,-0.202,-1.0
-0.951,-1.33,-1.0
-0.575,-1.62,-1.0
-0.0958,-1.66,-1.0
0.612,1.37,-1.0
0.678,0.335,-1.0
-0.918,1.44,-1.0
-0.19,-1.42,-1.0
0.273,1.79,-1.0
0.711,0.787,-1.0
1.59,-0.111,-1.0
1.24,0.828,-1.0
-0.148,1.6,-1.0
0.299,1.52,-1.0
-1.18,0.692,-1.0
-0.638,-1.01,-1.0
0.409,1.45,-1.0
1.63,-0.56,-1.0
-0.84,-1.16,-1.0
-1.16,0.381,-1.0
1.31,1.07,-1.0
1.24,-0.145,-1.0
0.254,-0.862,-1.0
0.465,-1.26,-1.0
1.09,1.03,-1.0
-0.882,1.29,-1.0
-1.49,0.738,-1.0
0.176,1.94,-1.0
-1.87,0.373,-1.0
-1.69,-0.175,-1.0
0.716,0.487,-1.0
1.35,0.472,-1.0
0.523,1.05,-1.0
1.11,-0.0628,-1.0
-0.499,-1.31,-1.0
-0.625,-1.14,-1.0
0.637,1.25,-1.0
0.514,1.27,-1.0
-0.347,-1.15,-1.0
1.01,0.865,-1.0
0.288,1.62,-1.0
0.933,0.716,-1.0
0.8,1.56,-1.0
-0.59,-1.04,-1.0
-0.613,1.1,-1.0
-1.36,0.976,-1.0
-0.639,-0.938,-1.0
-0.995,-1.39,-1.0
0.879,1.03,-1.0
0.121,-1.3,-1.0
0.387,-0.798,-1.0
0.444,1.99,-1.0
-0.299,-1.14,-1.0
-0.228,-1.06,-1.0
0.822,0.192,-1.0
0.0652,-0.766,-1.0
-0.341,1.55,-1.0
0.888,0.817,-1.0
1.02,0.976,-1.0
0.179,1.87,-1.0
1.25,-0.35,-1.0
0.102,-1.36,-1.0
0.917,0.525,-1.0
0.0319,1.39,-1.0
1.71,0.0217,-1.0
-0.0611,-1.4,-1.0
0.365,0.632,-1.0
1.71,0.569,-1.0
-0.0314,-1.01,-1.0
-0.648,-0.631,-1.0
-0.855,-1.33,-1.0
-0.911,-0.908,-1.0
-0.496,1.03,-1.0
0.422,2.33,-1.0
0.0745,1.78,-1.0
-0.954,0.848,-1.0
0.4,-1.39,-1.0
-0.432,1.13,-1.0
-0.528,-1.23,-1.0
-0.0866,-1.37,-1.0
-0.536,-0.814,-1.0
-0.298,-1.26,-1.0
-1.98,0.875,-1.0
-0.45,-1.59,-1.0
0.769,0.855,-1.0
-0.75,-0.881,-1.0
-0.142,1.65,-1.0
-0.0482,1.52,-1.0
0.548,-0.959,-1.0
0.0909,-1.39,-1.0
0.799,0.995,-1.0
-0.879,-0.975,-1.0
-1.1,-1.17,-1.0
0.715,1.3,-1.0
0.104,-1.04,-1.0
-0.634,1.65,-1.0
-0.111,-1.33,-1.0
-0.443,1.02,-1.0
-0.803,-1.09,-1.0
0.538,-1.39,-1.0
-0.786,-1.33,-1.0
1.13,1.07,-1.0
-0.717,-1.03,-1.0
1.29,0.644,-1.0
0.404,-0.868,-1.0
0.923,0.246,-1.0
-0.779,1.09,-1.0
-0.794,1.24,-1.0
1.81,-0.551,-1.0
-0.529,-1.02,-1.0
1.0,0.254,-1.0
-0.38,-1.27,-1.0
-1.39,0.862,-1.0
-0.665,-1.04,-1.0
0.763,1.15,-1.0
1.2,0.286,-1.0
0.0762,-1.27,-1.0
0.0886,-0.844,-1.0
-0.86,-1.27,-1.0
0.188,0.914,-1.0
0.471,1.39,-1.0
-0.623,1.24,-1.0
0.387,1.71,-1.0
0.245,-0.681,-1.0
0.143,-1.56,-1.0
-0.581,1.36,-1.0
-0.714,-1.65,-1.0
-0.267,1.37,-1.0
0.183,-1.16,-1.0
-0.218,-0.882,-1.0
1.05,0.768,-1.0
0.117,-1.07,-1.0
-1.58,0.272,-1.0
-0.755,-1.09,-1.0
0.0114,-1.46,-1.0
-0.984,-0.807,-1.0
0.786,0.945,-1.0
1.18,0.597,-1.0
0.273,-1.45,-1.0
-0.595,1.46,-1.0
-0.506,-1.09,-1.0
-0.436,1.86,-1.0
-0.98,-1.49,-1.0
-1.52,0.506,-1.0
0.0337,-1.13,-1.0
-0.973,0.712,-1.0
0.813,1.06,-1.0
-1.25,-1.47,-1.0
1.27,0.0842,-1.0
1.68,0.113,-1.0
0.66,0.835,-1.0
-0.411,-1.3,-1.0
-0.735,-1.19,-1.0
-0.0908,-0.846,-1.0
-1.17,0.586,-1.0
0.00425,1.61,-1.0
-1.42,0.624,-1.0
0.0345,-0.691,-1.0
-0.383,-1.04,-1.0
-0.016,-1.26,-1.0
0.941,1.46,-1.0
1.55,-0.649,-1.0
1.87,-0.239,-1.0
-0.135,-1.1,-1.0
-0.823,0.729,-1.0
-0.223,1.04,-1.0
0.955,-0.0158,-1.0
-0.612,-1.42,-1.0
0.375,1.24,-1.0
0.745,0.366,-1.0
-0.0659,-1.33,-1.0
-0.0571,-1.5,-1.0
-1.06,-0.937,-1.0
-0.974,-1.43,-1.0
-0.999,1.2,-1.0
0.196,-0.779,-1.0
-0.625,1.14,-1.0
-0.756,-0.679,-1.0
1.14,-0.114,-1.0
-0.516,-0.935,-1.0
-0.651,1.12,-1.0
-0.434,-1.1,-1.0
0.753,0.781,-1.0
-1.04,1.04,-1.0
0.33,-1.48,-1.0
-0.97,-1.6,-1.0
0.383,-0.987,-1.0
-1.34,0.595,-1.0
1.46,0.0373,-1.0
1.46,-0.14,-1.0
1.06,0.913,-1.0
1.18,0.204,-1.0
1.07,0.668,-1.0
-0.734,1.25,-1.0
-0.828,-0.839,-1.0
0.409,1.76,-1.0
0.826,0.744,-1.0
-0.904,0.953,-1.0
0.328,1.28,-1.0
0.904,1.15,-1.0
0.137,1.69,-1.0
-0.604,-1.2,-1.0
-1.77,1.01,-1.0
0.67,1.15,-1.0
0.301,-0.928,-1.0
-0.503,1.35,-1.0
1.14,0.814,-1.0
-1.26,-0.912,-1.0
0.724,0.706,-1.0
0.849,0.907,-1.0
0.834,1.24,-1.0
0.312,-1.23,-1.0
-1.24,0.788,-1.0
0.465,0.842,-1.0
0.527,-1.02,-1.0
-0.864,-1.56,-1.0
-0.779,-1.2,-1.0
1.64,0.0477,-1.0
-0.958,0.536,-1.0
-0.334,1.63,-1.0
0.207,-1.38,-1.0
-0.48,-0.913,-1.0
-0.391,1.32,-1.0
-0.869,0.625,-1.0
0.23,-1.15,-1.0
-0.237,-1.4,-1.0
1.41,0.0907,-1.0
-0.397,-1.1,-1.0
0.303,-1.18,-1.0
-1.04,0.679,-1.0
1.05,0.651,-1.0
-0.11,-0.911,-1.0
-1.58,0.456,-1.0
0.35,0.889,-1.0
1.24,0.908,-1.0
-0.983,1.1,-1.0
1.27,0.493,-1.0
0.484,1.04,-1.0
-0.532,0.978,-1.0
-0.885,1.05,-1.0
0.0346,1.7,-1.0
1.12,1.14,-1.0
0.137,-0.862,-1.0
-0.474,-0.911,-1.0
0.148,1.26,-1.0
-1.1,1.16,-1.0
0.826,1.42,-1.0
0.132,-1.49,-1.0
-0.772,0.933,-1.0
-0.048,-1.06,-1.0
-1.55,0.695,-1.0
0.462,1.89,-1.0
-1.21,0.918,-1.0
-2.03,0.359,-1.0
-0.665,1.61,-1.0
-0.0263,-1.35,-1.0
-0.118,-1.26,-1.0
-0.304,1.5,-1.0
0.384,2.15,-1.0
0.13,1.41,-1.0
1.24,0.554,-1.0
1.07,0.512,-1.0
0.619,1.65,-1.0
-1.53,0.658,-1.0
1.31,-0.238,-1.0
0.639,-0.815,-1.0
-0.834,1.48,-1.0
1.5,-0.0608,-1.0
1.47,0.574,-1.0
-0.892,1.25,-1.0
1.23,-0.0997,-1.0
1.55,-0.466,-1.0
-0.0264,-0.952,-1.0
0.0205,1.23,-1.0
-0.00816,-1.38,-1.0
-0.246,-0.739,-1.0
