@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
1.1,0.604,-1.0
-0.104,-1.15,-1.0
-0.718,-1.25,-1.0
1.27,-0.159,-1.0
-0.943,-1.26,-1.0
-0.597,-1.6,-1.0
0.0379,-1.64,-1.0
0.64,1.35,-1.0
0.615,0.375,-1.0
-0.9,1.49,-1.0
-0.226,-1.45,-1.0
0.379,1.74,-1.0
0.67,0.784,-1.0
1.57,-0.0908,-1.0
1.24,0.809,-1.0
-0.214,1.58,-1.0
0.299,1.56,-1.0
-1.13,0.654,-1.0
-0.654,-1.02,-1.0
0.373,1.48,-1.0
1.7,-0.489,-1.0
-0.843,-1.14,-1.0
-1.2,0.455,-1.0
1.29,1.07,-1.0
1.21,-0.132,-1.0
0.22,-0.867,-1.0
0.484,-1.3,-1.0
1.12,1.01,-1.0
-0.912,1.34,-1.0
-1.48,0.74,-1.0
0.174,1.92,-1.0
-1.74,0.367,-1.0
-1.63,0.101,-1.0
0.764,0.469,-1.0
1.39,0.504,-1.0
0.595,1.02,-1.0
1.08,-0.000817,-1.0
-0.497,-1.29,-1.0
-0.634,-1.15,-1.0
0.656,1.25,-1.0
0.52,1.25,-1.0
-0.369,-1.14,-1.0
0.987,0.858,-1.0
0.353,1.58,-1.0
0.933,0.711,-1.0
0.838,1.5,-1.0
-0.591,-1.08,-1.0
-0.621,1.11,-1.0
-1.4,0.98,-1.0
-0.631,-0.914,-1.0
-1.04,-1.42,-1.0
0.897,1.07,-1.0
0.087,-1.28,-1.0
0.368,-0.856,-1.0
0.427,1.99,-1.0
-0.276,-1.19,-1.0
-0.218,-1.05,-1.0
0.802,0.133,-1.0
0.108,-0.769,-1.0
-0.357,1.51,-1.0
0.863,0.765,-1.0
0.99,1.02,-1.0
0.179,1.81,-1.0
1.25,-0.322,-1.0
0.136,-1.36,-1.0
0.899,0.538,-1.0
0.0941,1.44,-1.0
1.72,0.0291,-1.0
-0.0275,-1.42,-1.0
0.329,0.606,-1.0
1.64,0.513,-1.0
-0.00634,-1.0,-1.0
-0.737,-0.617,-1.0
-0.811,-1.35,-1.0
-0.914,-0.919,-1.0
-0.536,1.05,-1.0
0.497,2.23,-1.0
0.105,1.77,-1.0
-0.961,0.755,-1.0
0.374,-1.39,-1.0
-0.42,1.11,-1.0
-0.534,-1.23,-1.0
-0.0789,-1.35,-1.0
-0.509,-0.824,-1.0
-0.298,-1.26,-1.0
-1.9,0.856,-1.0
-0.491,-1.55,-1.0
0.709,0.872,-1.0
-0.768,-0.909,-1.0
-0.151,1.66,-1.0
-0.046,1.51,-1.0
0.44,-0.936,-1.0
0.0967,-1.4,-1.0
0.792,0.988,-1.0
-0.876,-1.0,-1.0
-1.12,-1.2,-1.0
0.725,1.33,-1.0
0.0927,-1.02,-1.0
-0.68,1.68,-1.0
-0.109,-1.32,-1.0
-0.391,1.03,-1.0
-0.785,-1.11,-1.0
0.512,-1.34,-1.0
-0.777,-1.33,-1.0
1.19,0.997,-1.0
-0.768,-1.04,-1.0
1.31,0.628,-1.0
0.479,-0.821,-1.0
0.914,0.26,-1.0
-0.766,1.06,-1.0
-0.819,1.26,-1.0
1.78,-0.508,-1.0
-0.562,-1.01,-1.0
1.03,0.28,-1.0
-0.398,-1.28,-1.0
-1.37,0.808,-1.0
-0.617,-1.02,-1.0
0.854,1.15,-1.0
