@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.009,0.027,0.025,0.024,0.022,0.084,0.149,0.122,0.157,0.212,0.3,0.309,0.274,0.255,0.187,0.145,0.146,0.243,0.326,0.368,0.336,0.31,0.391,0.528,0.641,0.771,0.875,1.0,0.981,0.697,0.497,0.502,0.536,0.384,0.185,0.115,0.157,0.131,0.158,0.263,0.31,0.451,0.378,0.127,0.146,0.109,0.148,0.138,0.072,0.018,0.02,0.01,0.01,0.009,0.002,0.004,0.002,0.007,0.006,0.002,M
0.063,0.106,0.153,0.123,0.144,0.119,0.088,0.091,0.211,0.36,0.547,0.52,0.513,0.54,0.656,0.87,0.979,0.934,0.792,0.738,0.691,0.385,0.067,0.05,0.272,0.284,0.223,0.191,0.041,0.253,0.198,0.189,0.243,0.196,0.267,0.134,0.107,0.202,0.179,0.023,0.131,0.178,0.155,0.163,0.071,0.013,0.08,0.076,0.012,0.006,0.026,0.009,0.026,0.011,0.014,0.019,0.023,0.006,0.011,0.013,M
0.032,0.01,0.03,0.056,0.076,0.096,0.099,0.102,0.103,0.215,0.308,0.342,0.299,0.14,0.124,0.153,0.19,0.243,0.212,0.24,0.327,0.595,0.83,0.904,0.989,0.991,0.945,1.0,0.909,0.741,0.769,0.712,0.53,0.213,0.093,0.13,0.116,0.123,0.177,0.034,0.156,0.082,0.115,0.169,0.095,0.008,0.079,0.126,0.065,0.018,0.005,0.006,0.009,0.014,0.006,0.006,0.003,0.003,0.006,0.007,M
0.039,0.032,0.069,0.09,0.127,0.152,0.213,0.261,0.283,0.272,0.364,0.393,0.384,0.468,0.536,0.482,0.484,0.586,0.758,0.7,0.692,0.863,0.911,0.935,0.788,0.858,0.926,0.708,0.578,0.522,0.45,0.313,0.145,0.105,0.182,0.152,0.102,0.144,0.199,0.204,0.278,0.288,0.133,0.114,0.131,0.143,0.062,0.01,0.01,0.013,0.015,0.026,0.007,0.026,0.008,0.011,0.011,0.007,0.01,0.007,M
0.064,0.071,0.045,0.033,0.018,0.126,0.102,0.192,0.336,0.39,0.467,0.563,0.551,0.434,0.305,0.349,0.398,0.388,0.528,0.72,0.77,0.856,0.869,0.924,1.0,0.966,0.982,0.736,0.416,0.292,0.328,0.369,0.345,0.286,0.086,0.372,0.465,0.349,0.182,0.114,0.122,0.262,0.446,0.473,0.326,0.142,0.039,0.041,0.031,0.009,0.015,0.005,0.002,0.009,0.007,0.01,0.009,0.008,0.004,0.005,M
0.028,0.06,0.066,0.023,0.084,0.167,0.115,0.11,0.137,0.177,0.2,0.287,0.328,0.377,0.417,0.504,0.618,0.802,0.933,0.94,0.928,0.945,0.833,0.777,0.701,0.615,0.581,0.445,0.371,0.289,0.218,0.171,0.358,0.395,0.287,0.24,0.362,0.331,0.376,0.477,0.406,0.366,0.232,0.145,0.102,0.111,0.066,0.027,0.024,0.018,0.011,0.015,0.017,0.016,0.005,0.007,0.005,0.003,0.004,0.008,M
0.031,0.022,0.043,0.019,0.096,0.183,0.111,0.17,0.28,0.443,0.522,0.561,0.538,0.405,0.224,0.178,0.23,0.272,0.521,0.69,0.82,0.878,0.76,0.762,0.715,0.729,0.869,0.951,0.835,0.573,0.436,0.429,0.424,0.316,0.129,0.148,0.206,0.24,0.517,0.517,0.149,0.241,0.342,0.449,0.462,0.2,0.078,0.123,0.078,0.009,0.025,0.02,0.006,0.005,0.008,0.004,0.002,0.006,0.007,0.005,M
0.039,0.042,0.045,0.055,0.06,0.142,0.096,0.08,0.162,0.256,0.308,0.34,0.34,0.395,0.335,0.225,0.209,0.225,0.338,0.458,0.647,0.671,0.701,0.762,0.774,0.677,0.737,0.783,0.962,1.0,0.809,0.556,0.541,0.499,0.311,0.29,0.224,0.096,0.229,0.323,0.345,0.388,0.324,0.093,0.117,0.057,0.077,0.097,0.059,0.005,0.012,0.015,0.004,0.011,0.003,0.006,0.01,0.007,0.005,0.009,M
0.007,0.003,0.009,0.006,0.042,0.086,0.118,0.1,0.198,0.232,0.247,0.288,0.213,0.071,0.119,0.281,0.422,0.528,0.586,0.615,0.675,0.787,0.897,0.983,1.0,0.846,0.606,0.304,0.014,0.253,0.434,0.492,0.541,0.596,0.525,0.378,0.237,0.172,0.188,0.325,0.258,0.242,0.271,0.232,0.172,0.146,0.118,0.087,0.039,0.013,0.009,0.008,0.007,0.008,0.003,0.006,0.004,0.004,0.001,0.004,M
0.024,0.032,0.042,0.04,0.079,0.077,0.088,0.114,0.159,0.205,0.265,0.31,0.238,0.192,0.143,0.174,0.178,0.285,0.504,0.617,0.762,0.812,0.779,0.879,0.881,0.947,1.0,0.974,0.845,0.615,0.43,0.316,0.287,0.202,0.121,0.027,0.058,0.126,0.107,0.108,0.036,0.12,0.206,0.205,0.188,0.205,0.172,0.107,0.048,0.017,0.019,0.01,0.007,0.008,0.004,0.003,0.003,0.001,0.004,0.006,M
