@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.016,0.021,0.028,0.06,0.046,0.078,0.136,0.078,0.104,0.157,0.248,0.278,0.29,0.296,0.319,0.189,0.173,0.223,0.243,0.315,0.41,0.381,0.49,0.629,0.752,0.798,0.883,0.992,0.922,0.698,0.617,0.507,0.392,0.352,0.218,0.124,0.159,0.163,0.236,0.248,0.244,0.272,0.118,0.116,0.145,0.188,0.195,0.149,0.051,0.016,0.019,0.015,0.006,0.008,0.009,0.004,0.006,0.006,0.005,0.002,M
0.059,0.121,0.127,0.15,0.144,0.056,0.083,0.067,0.137,0.235,0.321,0.426,0.52,0.491,0.595,0.722,0.904,0.911,0.872,0.769,0.733,0.522,0.31,0.317,0.227,0.164,0.175,0.184,0.205,0.167,0.277,0.31,0.34,0.444,0.505,0.281,0.168,0.263,0.32,0.193,0.093,0.044,0.078,0.072,0.04,0.055,0.108,0.114,0.077,0.026,0.022,0.033,0.011,0.009,0.016,0.012,0.004,0.01,0.023,0.012,M
0.027,0.038,0.049,0.085,0.113,0.11,0.135,0.234,0.311,0.4,0.394,0.331,0.293,0.176,0.174,0.204,0.209,0.268,0.243,0.184,0.28,0.617,0.802,0.831,0.844,0.849,0.917,1.0,0.79,0.537,0.647,0.65,0.496,0.218,0.099,0.043,0.171,0.198,0.188,0.111,0.17,0.058,0.064,0.139,0.064,0.058,0.064,0.104,0.073,0.028,0.015,0.009,0.004,0.004,0.004,0.01,0.005,0.005,0.006,0.01,M
0.026,0.027,0.022,0.075,0.136,0.151,0.132,0.165,0.186,0.201,0.289,0.365,0.351,0.35,0.432,0.54,0.624,0.688,0.733,0.811,0.84,0.863,0.875,0.961,0.972,0.912,0.858,0.88,0.772,0.571,0.426,0.286,0.311,0.207,0.116,0.018,0.13,0.248,0.164,0.11,0.214,0.203,0.189,0.137,0.138,0.031,0.037,0.061,0.04,0.017,0.014,0.022,0.018,0.013,0.002,0.012,0.005,0.002,0.003,0.002,M
0.02,0.016,0.034,0.033,0.04,0.044,0.068,0.09,0.174,0.257,0.293,0.311,0.36,0.3,0.272,0.201,0.18,0.223,0.357,0.549,0.721,0.832,0.886,0.952,0.964,1.0,0.967,0.866,0.79,0.634,0.535,0.406,0.256,0.289,0.359,0.43,0.477,0.452,0.376,0.305,0.192,0.118,0.198,0.157,0.066,0.129,0.08,0.005,0.023,0.015,0.012,0.005,0.006,0.014,0.011,0.004,0.006,0.01,0.008,0.004,M
0.025,0.012,0.028,0.076,0.122,0.154,0.119,0.123,0.212,0.253,0.286,0.296,0.334,0.429,0.52,0.609,0.724,0.758,0.773,0.81,0.9,0.925,0.936,0.985,0.978,1.0,0.99,0.908,0.731,0.576,0.447,0.372,0.208,0.096,0.049,0.141,0.255,0.205,0.161,0.223,0.177,0.229,0.252,0.146,0.067,0.096,0.149,0.113,0.046,0.019,0.014,0.003,0.007,0.015,0.001,0.013,0.005,0.024,0.008,0.007,M
0.034,0.062,0.038,0.026,0.044,0.103,0.129,0.185,0.265,0.412,0.524,0.534,0.555,0.392,0.295,0.308,0.302,0.272,0.544,0.793,0.875,0.867,0.711,0.691,0.729,0.879,1.0,0.982,0.898,0.605,0.493,0.537,0.459,0.291,0.077,0.225,0.16,0.396,0.612,0.52,0.232,0.437,0.38,0.432,0.489,0.19,0.094,0.136,0.091,0.014,0.033,0.014,0.002,0.007,0.01,0.004,0.006,0.005,0.003,0.006,M
0.02,0.039,0.038,0.008,0.025,0.063,0.075,0.058,0.136,0.17,0.173,0.247,0.314,0.33,0.276,0.206,0.116,0.188,0.339,0.393,0.428,0.542,0.645,0.722,0.785,0.798,0.885,0.958,0.899,0.683,0.611,0.548,0.506,0.448,0.24,0.14,0.177,0.174,0.333,0.402,0.301,0.208,0.121,0.026,0.03,0.069,0.078,0.078,0.037,0.006,0.009,0.013,0.01,0.004,0.006,0.007,0.004,0.004,0.005,0.005,M
0.016,0.02,0.02,0.039,0.075,0.144,0.149,0.148,0.244,0.282,0.369,0.375,0.393,0.331,0.108,0.114,0.345,0.544,0.647,0.728,0.789,0.826,0.87,0.784,0.714,0.57,0.291,0.464,0.641,0.74,0.807,0.842,1.0,0.954,0.676,0.39,0.125,0.363,0.636,0.812,0.766,0.542,0.261,0.172,0.281,0.276,0.198,0.15,0.122,0.049,0.003,0.008,0.003,0.003,0.008,0.002,0.008,0.011,0.008,0.003,M
0.013,0.014,0.031,0.038,0.077,0.079,0.066,0.111,0.178,0.224,0.243,0.313,0.321,0.292,0.225,0.235,0.214,0.294,0.49,0.613,0.753,0.772,0.743,0.867,0.931,0.984,1.0,0.96,0.872,0.686,0.49,0.328,0.312,0.197,0.102,0.032,0.076,0.091,0.107,0.138,0.066,0.148,0.247,0.279,0.271,0.228,0.182,0.118,0.055,0.022,0.02,0.012,0.009,0.007,0.002,0.003,0.005,0.002,0.002,0.003,M
0.009,0.061,0.114,0.12,0.04,0.123,0.25,0.457,0.659,0.508,0.335,0.083,0.3,0.396,0.377,0.383,0.125,0.136,0.268,0.919,0.978,0.324,0.194,0.187,0.088,0.344,0.295,0.591,0.456,0.733,0.197,0.279,0.621,0.868,0.862,0.938,0.833,0.948,0.672,0.444,0.516,0.381,0.156,0.145,0.266,0.181,0.17,0.256,0.113,0.02,0.048,0.023,0.018,0.035,0.016,0.033,0.02,0.017,0.024,0.015,M
0.005,0.006,0.008,0.055,0.088,0.128,0.167,0.137,0.292,0.347,0.326,0.326,0.23,0.125,0.21,0.24,0.193,0.167,0.123,0.09,0.156,0.329,0.527,0.674,0.791,0.894,0.94,0.949,0.904,0.915,0.883,0.809,0.718,0.672,0.645,0.688,0.624,0.494,0.414,0.424,0.455,0.439,0.432,0.492,0.471,0.32,0.224,0.181,0.099,0.025,0.013,0.01,0.013,0.007,0.004,0.007,0.006,0.004,0.0,0.003,M
0.034,0.026,0.04,0.057,0.053,0.109,0.171,0.168,0.186,0.266,0.319,0.355,0.312,0.196,0.178,0.279,0.287,0.397,0.56,0.694,0.797,0.745,0.82,0.926,0.881,0.881,0.93,0.996,0.858,0.607,0.393,0.246,0.164,0.114,0.096,0.008,0.07,0.094,0.089,0.113,0.087,0.102,0.196,0.226,0.181,0.201,0.169,0.104,0.05,0.014,0.013,0.012,0.004,0.005,0.006,0.005,0.004,0.002,0.0,0.003,M
0.071,0.125,0.145,0.164,0.169,0.084,0.072,0.095,0.158,0.125,0.234,0.176,0.228,0.312,0.472,0.554,0.539,0.375,0.458,0.596,0.746,0.764,0.571,0.626,0.67,0.713,0.757,0.808,0.848,0.929,0.951,0.8,0.436,0.405,0.495,0.171,0.365,0.376,0.284,0.043,0.533,0.695,0.429,0.306,0.584,0.569,0.263,0.12,0.098,0.037,0.029,0.016,0.02,0.014,0.013,0.014,0.013,0.013,0.015,0.022,M
0.06,0.047,0.05,0.039,0.103,0.077,0.085,0.045,0.109,0.035,0.158,0.202,0.227,0.283,0.382,0.466,0.669,0.865,0.936,0.937,0.914,0.916,0.931,0.86,0.733,0.576,0.416,0.411,0.415,0.315,0.294,0.317,0.315,0.413,0.399,0.42,0.453,0.442,0.474,0.343,0.319,0.337,0.249,0.265,0.175,0.093,0.053,0.008,0.034,0.014,0.003,0.001,0.0,0.023,0.021,0.008,0.012,0.011,0.011,0.01,M
0.021,0.028,0.012,0.044,0.043,0.077,0.146,0.143,0.189,0.185,0.175,0.156,0.148,0.138,0.258,0.383,0.478,0.536,0.619,0.791,0.926,1.0,0.908,0.744,0.556,0.317,0.13,0.06,0.272,0.362,0.329,0.486,0.394,0.184,0.034,0.249,0.384,0.351,0.265,0.176,0.16,0.087,0.059,0.081,0.049,0.042,0.05,0.037,0.012,0.012,0.013,0.01,0.001,0.005,0.004,0.003,0.008,0.005,0.002,0.001,M
0.036,0.048,0.03,0.021,0.141,0.192,0.135,0.161,0.17,0.144,0.199,0.215,0.286,0.357,0.398,0.436,0.533,0.63,0.7,0.744,0.838,0.864,0.901,0.943,0.954,1.0,0.955,0.974,0.896,0.72,0.546,0.316,0.252,0.197,0.219,0.153,0.071,0.15,0.176,0.228,0.132,0.106,0.197,0.169,0.188,0.118,0.078,0.05,0.049,0.019,0.025,0.012,0.019,0.006,0.01,0.005,0.007,0.011,0.007,0.003,M
0.018,0.044,0.048,0.07,0.162,0.089,0.06,0.107,0.318,0.292,0.327,0.304,0.303,0.259,0.168,0.131,0.28,0.452,0.664,0.768,0.696,0.439,0.243,0.289,0.497,0.817,1.0,0.924,0.852,0.772,0.577,0.519,0.682,0.622,0.505,0.358,0.381,0.381,0.336,0.277,0.365,0.383,0.345,0.21,0.103,0.08,0.07,0.053,0.024,0.012,0.012,0.012,0.011,0.01,0.003,0.002,0.003,0.005,0.007,0.002,M
0.002,0.019,0.029,0.02,0.052,0.082,0.1,0.012,0.117,0.148,0.212,0.258,0.235,0.133,0.009,0.195,0.368,0.465,0.542,0.626,0.742,0.826,0.861,0.84,0.895,0.994,1.0,0.965,0.875,0.626,0.218,0.294,0.364,0.501,0.784,0.936,0.82,0.621,0.451,0.3,0.267,0.224,0.314,0.369,0.299,0.223,0.085,0.036,0.029,0.012,0.004,0.011,0.008,0.009,0.004,0.003,0.001,0.001,0.003,0.005,M
0.031,0.052,0.065,0.052,0.061,0.058,0.066,0.066,0.146,0.279,0.388,0.499,0.498,0.497,0.561,0.734,0.823,0.917,0.998,0.991,0.824,0.65,0.598,0.486,0.315,0.154,0.099,0.028,0.101,0.264,0.269,0.293,0.292,0.4,0.366,0.317,0.461,0.437,0.182,0.338,0.62,0.445,0.186,0.142,0.059,0.058,0.067,0.027,0.024,0.019,0.006,0.032,0.019,0.014,0.028,0.015,0.005,0.012,0.012,0.006,M
0.041,0.114,0.052,0.023,0.065,0.112,0.179,0.241,0.268,0.206,0.155,0.267,0.314,0.29,0.353,0.508,0.464,0.186,0.447,0.408,0.54,0.479,0.433,0.611,0.509,0.461,0.724,0.899,0.883,0.92,0.8,0.603,0.212,0.287,0.403,0.28,0.309,0.355,0.254,0.143,0.587,0.643,0.583,0.429,0.489,0.578,0.432,0.264,0.179,0.077,0.08,0.038,0.014,0.027,0.013,0.017,0.01,0.022,0.01,0.008,M
0.043,0.09,0.083,0.081,0.016,0.028,0.057,0.206,0.389,0.711,0.734,0.503,0.3,0.195,0.277,0.374,0.251,0.251,0.329,0.487,0.653,0.845,0.974,1.0,0.666,0.532,0.402,0.344,0.424,0.418,0.439,0.116,0.434,0.655,0.617,0.437,0.412,0.364,0.457,0.437,0.296,0.431,0.416,0.182,0.149,0.014,0.116,0.205,0.107,0.02,0.021,0.018,0.02,0.021,0.014,0.005,0.003,0.016,0.006,0.002,M
0.01,0.028,0.019,0.037,0.042,0.02,0.031,0.065,0.19,0.267,0.338,0.328,0.243,0.127,0.128,0.444,0.68,0.705,0.797,0.94,0.986,0.819,0.579,0.639,0.704,0.688,0.408,0.181,0.206,0.392,0.379,0.204,0.223,0.334,0.398,0.508,0.553,0.335,0.272,0.228,0.204,0.199,0.084,0.091,0.138,0.195,0.121,0.084,0.059,0.025,0.012,0.009,0.01,0.004,0.009,0.005,0.012,0.002,0.009,0.006,R
0.022,0.002,0.008,0.01,0.044,0.091,0.089,0.066,0.162,0.145,0.144,0.095,0.062,0.164,0.071,0.084,0.259,0.268,0.309,0.468,0.596,0.724,0.877,0.921,0.928,0.994,1.0,0.907,0.854,0.729,0.65,0.607,0.559,0.597,0.628,0.546,0.479,0.396,0.209,0.165,0.184,0.065,0.076,0.049,0.035,0.03,0.024,0.038,0.012,0.007,0.005,0.003,0.013,0.01,0.004,0.006,0.003,0.004,0.002,0.003,R
0.038,0.032,0.042,0.035,0.179,0.164,0.089,0.082,0.178,0.205,0.314,0.312,0.369,0.388,0.585,0.787,0.974,1.0,0.984,0.861,0.844,0.906,0.585,0.403,0.595,0.679,0.639,0.5,0.558,0.483,0.473,0.332,0.397,0.389,0.231,0.104,0.131,0.086,0.257,0.318,0.265,0.271,0.171,0.058,0.123,0.22,0.22,0.107,0.042,0.016,0.009,0.005,0.004,0.008,0.01,0.006,0.006,0.006,0.004,0.005,R
0.012,0.015,0.014,0.008,0.021,0.106,0.102,0.044,0.093,0.073,0.074,0.062,0.106,0.118,0.172,0.258,0.323,0.382,0.424,0.422,0.445,0.408,0.331,0.401,0.447,0.522,0.755,0.95,1.0,0.908,0.828,0.757,0.726,0.615,0.568,0.576,0.532,0.367,0.167,0.087,0.065,0.189,0.268,0.289,0.234,0.167,0.102,0.12,0.07,0.017,0.011,0.009,0.002,0.008,0.006,0.003,0.003,0.004,0.007,0.004,R
0.029,0.045,0.028,0.017,0.038,0.099,0.12,0.183,0.21,0.304,0.299,0.425,0.634,0.82,1.0,0.999,0.951,0.902,0.723,0.512,0.207,0.398,0.589,0.287,0.204,0.578,0.539,0.375,0.341,0.507,0.558,0.478,0.33,0.22,0.141,0.286,0.381,0.416,0.405,0.33,0.271,0.265,0.072,0.124,0.119,0.109,0.062,0.049,0.026,0.008,0.01,0.004,0.001,0.004,0.001,0.009,0.006,0.003,0.005,0.006,R
0.036,0.163,0.164,0.142,0.113,0.131,0.211,0.227,0.299,0.374,0.304,0.039,0.268,0.54,0.62,0.726,0.835,0.689,0.445,0.392,0.56,0.754,0.831,1.0,0.876,0.709,0.701,0.501,0.394,0.446,0.407,0.077,0.142,0.04,0.36,0.685,0.708,0.36,0.061,0.303,0.397,0.387,0.238,0.206,0.229,0.17,0.159,0.179,0.102,0.015,0.022,0.011,0.007,0.02,0.016,0.006,0.008,0.009,0.011,0.007,R
0.03,0.062,0.065,0.092,0.162,0.229,0.218,0.203,0.146,0.085,0.248,0.364,0.278,0.283,0.324,0.434,0.564,0.456,0.435,0.643,0.393,0.199,0.354,0.916,0.937,0.462,0.277,0.661,0.803,0.42,0.519,0.696,0.579,0.889,0.786,0.713,0.762,0.44,0.301,0.316,0.281,0.29,0.053,0.187,0.155,0.163,0.125,0.075,0.045,0.006,0.015,0.003,0.015,0.007,0.021,0.008,0.015,0.005,0.02,0.007,R
0.034,0.029,0.048,0.054,0.079,0.08,0.114,0.123,0.124,0.084,0.036,0.069,0.17,0.326,0.46,0.622,0.733,0.784,0.799,0.826,1.0,0.981,0.962,0.96,0.912,0.909,0.793,0.588,0.347,0.424,0.463,0.341,0.285,0.285,0.174,0.055,0.119,0.115,0.086,0.181,0.126,0.08,0.038,0.127,0.112,0.05,0.095,0.068,0.026,0.017,0.003,0.015,0.011,0.003,0.004,0.017,0.014,0.002,0.007,0.005,R
0.01,0.017,0.062,0.02,0.02,0.037,0.11,0.128,0.06,0.126,0.088,0.199,0.018,0.226,0.173,0.213,0.069,0.228,0.406,0.397,0.274,0.369,0.556,0.485,0.314,0.533,0.526,0.252,0.209,0.356,0.626,0.734,0.612,0.35,0.395,0.301,0.541,0.881,0.986,0.917,0.612,0.501,0.321,0.32,0.43,0.365,0.266,0.158,0.068,0.029,0.024,0.012,0.004,0.015,0.008,0.007,0.005,0.004,0.004,0.012,R
0.015,0.032,0.06,0.105,0.116,0.173,0.168,0.112,0.089,0.12,0.085,0.152,0.23,0.279,0.34,0.453,0.695,0.881,0.915,0.754,0.674,0.715,0.834,0.77,0.699,0.654,0.504,0.493,0.499,0.416,0.163,0.04,0.064,0.296,0.361,0.187,0.048,0.15,0.24,0.198,0.318,0.238,0.172,0.156,0.156,0.042,0.049,0.048,0.022,0.006,0.009,0.006,0.002,0.008,0.013,0.005,0.001,0.002,0.002,0.006,R
0.037,0.04,0.032,0.029,0.082,0.134,0.116,0.066,0.016,0.051,0.091,0.254,0.146,0.127,0.122,0.167,0.142,0.128,0.186,0.114,0.207,0.022,0.24,0.255,0.024,0.192,0.475,0.7,0.682,0.644,0.706,0.537,0.66,0.871,0.952,0.96,0.771,0.677,0.643,0.672,0.604,0.516,0.38,0.228,0.152,0.08,0.08,0.075,0.057,0.018,0.006,0.009,0.016,0.016,0.008,0.007,0.014,0.007,0.008,0.007,R
0.02,0.012,0.012,0.024,0.055,0.021,0.089,0.084,0.134,0.12,0.174,0.139,0.204,0.258,0.262,0.21,0.253,0.321,0.433,0.476,0.533,0.606,0.67,0.748,0.893,0.94,1.0,0.978,0.847,0.764,0.67,0.499,0.372,0.22,0.142,0.268,0.263,0.31,0.339,0.212,0.117,0.266,0.22,0.154,0.146,0.104,0.122,0.074,0.049,0.022,0.003,0.008,0.004,0.006,0.008,0.004,0.004,0.003,0.001,0.002,R
0.009,0.006,0.025,0.049,0.12,0.159,0.139,0.099,0.096,0.19,0.19,0.255,0.407,0.299,0.29,0.533,0.402,0.157,0.302,0.391,0.354,0.444,0.641,0.46,0.601,0.869,0.834,0.767,0.508,0.462,0.538,0.538,0.384,0.36,0.74,0.776,0.386,0.067,0.368,0.611,0.351,0.231,0.22,0.305,0.194,0.157,0.048,0.054,0.015,0.007,0.019,0.006,0.01,0.019,0.008,0.015,0.016,0.005,0.019,0.01,R
0.009,0.017,0.04,0.036,0.068,0.071,0.102,0.089,0.038,0.133,0.13,0.027,0.064,0.071,0.12,0.072,0.122,0.235,0.368,0.392,0.492,0.879,0.961,0.879,0.69,0.694,0.567,0.654,0.78,0.758,0.584,0.632,0.811,0.904,0.865,0.67,0.403,0.237,0.268,0.366,0.327,0.22,0.3,0.22,0.116,0.064,0.046,0.042,0.017,0.017,0.013,0.014,0.019,0.014,0.006,0.013,0.022,0.009,0.008,0.012,R
0.035,0.071,0.033,0.027,0.037,0.079,0.108,0.069,0.03,0.088,0.108,0.098,0.225,0.282,0.21,0.124,0.17,0.094,0.109,0.141,0.127,0.315,0.143,0.226,0.576,0.788,0.716,0.6,0.558,0.63,0.766,0.894,0.844,0.681,0.838,1.0,0.95,0.787,0.565,0.348,0.258,0.23,0.295,0.336,0.302,0.219,0.132,0.108,0.056,0.004,0.01,0.016,0.024,0.004,0.02,0.011,0.004,0.01,0.009,0.005,R
0.015,0.01,0.011,0.026,0.01,0.039,0.086,0.092,0.095,0.15,0.191,0.212,0.225,0.257,0.17,0.202,0.254,0.342,0.403,0.455,0.552,0.599,0.585,0.711,0.95,0.986,1.0,0.958,0.864,0.713,0.589,0.432,0.29,0.174,0.077,0.23,0.246,0.31,0.331,0.222,0.087,0.206,0.181,0.162,0.112,0.082,0.112,0.095,0.041,0.012,0.005,0.005,0.004,0.004,0.001,0.005,0.004,0.001,0.003,0.003,R
0.012,0.002,0.02,0.021,0.018,0.049,0.003,0.04,0.079,0.048,0.115,0.052,0.119,0.194,0.184,0.208,0.196,0.163,0.122,0.102,0.135,0.316,0.464,0.591,0.678,0.812,0.859,0.923,0.839,0.724,0.629,0.518,0.463,0.526,0.515,0.393,0.128,0.041,0.086,0.113,0.131,0.176,0.265,0.196,0.066,0.058,0.032,0.03,0.027,0.007,0.015,0.012,0.013,0.003,0.004,0.002,0.011,0.006,0.005,0.007,R
0.046,0.044,0.035,0.046,0.007,0.089,0.18,0.174,0.16,0.141,0.269,0.326,0.454,0.578,0.447,0.223,0.216,0.32,0.292,0.424,0.446,0.238,0.642,0.897,0.892,0.753,0.684,0.839,1.0,0.836,0.543,0.458,0.807,0.697,0.392,0.156,0.16,0.216,0.518,0.478,0.234,0.36,0.278,0.181,0.035,0.047,0.032,0.041,0.016,0.009,0.012,0.007,0.003,0.011,0.016,0.015,0.007,0.008,0.012,0.006,R
