@RELATION myRel

@ATTRIBUTE Band1 NUMERIC
@ATTRIBUTE Band2 NUMERIC
@ATTRIBUTE Band3 NUMERIC
@ATTRIBUTE Band4 NUMERIC
@ATTRIBUTE Band5 NUMERIC
@ATTRIBUTE Band6 NUMERIC
@ATTRIBUTE Band7 NUMERIC
@ATTRIBUTE Band8 NUMERIC
@ATTRIBUTE Band9 NUMERIC
@ATTRIBUTE Band10 NUMERIC
@ATTRIBUTE Band11 NUMERIC
@ATTRIBUTE Band12 NUMERIC
@ATTRIBUTE Band13 NUMERIC
@ATTRIBUTE Band14 NUMERIC
@ATTRIBUTE Band15 NUMERIC
@ATTRIBUTE Band16 NUMERIC
@ATTRIBUTE Band17 NUMERIC
@ATTRIBUTE Band18 NUMERIC
@ATTRIBUTE Band19 NUMERIC
@ATTRIBUTE Band20 NUMERIC
@ATTRIBUTE Band21 NUMERIC
@ATTRIBUTE Band22 NUMERIC
@ATTRIBUTE Band23 NUMERIC
@ATTRIBUTE Band24 NUMERIC
@ATTRIBUTE Band25 NUMERIC
@ATTRIBUTE Band26 NUMERIC
@ATTRIBUTE Band27 NUMERIC
@ATTRIBUTE Band28 NUMERIC
@ATTRIBUTE Band29 NUMERIC
@ATTRIBUTE Band30 NUMERIC
@ATTRIBUTE Band31 NUMERIC
@ATTRIBUTE Band32 NUMERIC
@ATTRIBUTE Band33 NUMERIC
@ATTRIBUTE Band34 NUMERIC
@ATTRIBUTE Band35 NUMERIC
@ATTRIBUTE Band36 NUMERIC
@ATTRIBUTE Band37 NUMERIC
@ATTRIBUTE Band38 NUMERIC
@ATTRIBUTE Band39 NUMERIC
@ATTRIBUTE Band40 NUMERIC
@ATTRIBUTE Band41 NUMERIC
@ATTRIBUTE Band42 NUMERIC
@ATTRIBUTE Band43 NUMERIC
@ATTRIBUTE Band44 NUMERIC
@ATTRIBUTE Band45 NUMERIC
@ATTRIBUTE Band46 NUMERIC
@ATTRIBUTE Band47 NUMERIC
@ATTRIBUTE Band48 NUMERIC
@ATTRIBUTE Band49 NUMERIC
@ATTRIBUTE Band50 NUMERIC
@ATTRIBUTE Band51 NUMERIC
@ATTRIBUTE Band52 NUMERIC
@ATTRIBUTE Band53 NUMERIC
@ATTRIBUTE Band54 NUMERIC
@ATTRIBUTE Band55 NUMERIC
@ATTRIBUTE Band56 NUMERIC
@ATTRIBUTE Band57 NUMERIC
@ATTRIBUTE Band58 NUMERIC
@ATTRIBUTE Band59 NUMERIC
@ATTRIBUTE Band60 NUMERIC
@ATTRIBUTE Type {R, M}

@DATA
0.016,0.024,0.015,0.049,0.099,0.142,0.146,0.122,0.17,0.192,0.236,0.272,0.305,0.299,0.223,0.174,0.246,0.31,0.357,0.428,0.427,0.374,0.458,0.609,0.722,0.76,0.871,1.0,0.982,0.719,0.585,0.419,0.376,0.326,0.194,0.139,0.167,0.128,0.167,0.257,0.226,0.278,0.161,0.134,0.198,0.123,0.155,0.106,0.049,0.01,0.022,0.012,0.011,0.006,0.003,0.008,0.003,0.005,0.002,0.002,M
0.044,0.045,0.024,0.101,0.225,0.261,0.206,0.167,0.18,0.308,0.379,0.536,0.617,0.784,0.839,0.902,1.0,0.891,0.875,0.789,0.716,0.758,0.637,0.321,0.208,0.228,0.331,0.285,0.195,0.167,0.102,0.136,0.221,0.112,0.168,0.104,0.256,0.262,0.224,0.118,0.11,0.283,0.238,0.026,0.197,0.148,0.043,0.063,0.051,0.047,0.025,0.027,0.02,0.014,0.018,0.006,0.004,0.012,0.015,0.01,M
0.03,0.035,0.049,0.061,0.017,0.135,0.146,0.112,0.194,0.235,0.29,0.281,0.158,0.027,0.067,0.144,0.207,0.264,0.283,0.429,0.568,0.699,0.725,0.762,0.924,1.0,0.998,0.83,0.703,0.714,0.689,0.496,0.258,0.097,0.078,0.036,0.157,0.182,0.135,0.085,0.049,0.137,0.155,0.155,0.132,0.098,0.126,0.095,0.049,0.024,0.004,0.009,0.005,0.013,0.004,0.004,0.003,0.008,0.004,0.005,M
0.009,0.033,0.031,0.038,0.13,0.18,0.191,0.169,0.187,0.172,0.223,0.311,0.414,0.516,0.537,0.511,0.644,0.733,0.816,0.886,0.989,1.0,0.875,0.863,0.907,0.867,0.775,0.66,0.562,0.402,0.233,0.116,0.11,0.043,0.062,0.196,0.212,0.324,0.41,0.294,0.191,0.17,0.101,0.151,0.143,0.11,0.117,0.097,0.07,0.028,0.022,0.015,0.011,0.024,0.016,0.006,0.008,0.006,0.009,0.007,M
0.019,0.017,0.029,0.03,0.046,0.069,0.058,0.11,0.242,0.313,0.479,0.524,0.439,0.344,0.287,0.389,0.442,0.389,0.409,0.501,0.727,0.938,1.0,0.983,0.993,0.916,0.824,0.696,0.454,0.328,0.252,0.396,0.415,0.331,0.144,0.192,0.321,0.337,0.568,0.55,0.323,0.045,0.313,0.339,0.413,0.364,0.207,0.086,0.06,0.027,0.012,0.004,0.014,0.014,0.017,0.013,0.011,0.012,0.011,0.007,M
0.016,0.004,0.024,0.044,0.063,0.092,0.137,0.108,0.155,0.178,0.216,0.257,0.309,0.383,0.439,0.534,0.6,0.673,0.731,0.809,0.894,0.967,1.0,0.989,0.938,0.899,0.918,0.913,0.781,0.602,0.376,0.33,0.228,0.021,0.112,0.179,0.237,0.284,0.224,0.272,0.336,0.255,0.187,0.216,0.128,0.077,0.107,0.095,0.064,0.023,0.013,0.017,0.014,0.011,0.006,0.016,0.009,0.004,0.005,0.003,M
0.01,0.04,0.068,0.069,0.089,0.093,0.096,0.214,0.255,0.295,0.402,0.515,0.49,0.413,0.358,0.345,0.307,0.294,0.435,0.726,0.815,0.81,0.666,0.696,0.775,0.869,1.0,0.994,0.879,0.648,0.588,0.641,0.497,0.276,0.03,0.336,0.317,0.413,0.628,0.498,0.261,0.47,0.481,0.492,0.529,0.222,0.14,0.189,0.095,0.013,0.031,0.024,0.008,0.014,0.017,0.001,0.011,0.004,0.004,0.002,M
0.022,0.015,0.035,0.035,0.048,0.053,0.077,0.086,0.145,0.211,0.234,0.209,0.164,0.169,0.165,0.197,0.293,0.371,0.431,0.416,0.512,0.65,0.772,0.849,0.91,0.891,0.819,0.678,0.537,0.521,0.565,0.575,0.525,0.426,0.333,0.233,0.145,0.165,0.269,0.373,0.447,0.413,0.374,0.302,0.207,0.179,0.169,0.134,0.077,0.022,0.02,0.012,0.007,0.001,0.003,0.005,0.003,0.002,0.002,0.003,M
0.043,0.056,0.071,0.062,0.122,0.152,0.154,0.039,0.061,0.011,0.126,0.247,0.301,0.375,0.452,0.539,0.659,0.711,0.76,0.867,0.842,0.797,0.838,0.932,0.856,0.616,0.414,0.327,0.311,0.255,0.337,0.446,0.5,0.511,0.519,0.462,0.423,0.437,0.428,0.443,0.37,0.332,0.256,0.253,0.214,0.179,0.101,0.053,0.045,0.012,0.001,0.014,0.018,0.008,0.006,0.013,0.009,0.008,0.011,0.005,M
0.005,0.002,0.027,0.045,0.096,0.083,0.088,0.122,0.198,0.228,0.252,0.348,0.331,0.261,0.178,0.206,0.23,0.354,0.622,0.726,0.835,0.827,0.837,0.941,0.951,0.98,0.997,1.0,0.904,0.641,0.386,0.291,0.204,0.165,0.177,0.114,0.074,0.094,0.062,0.043,0.057,0.107,0.191,0.223,0.22,0.226,0.177,0.11,0.056,0.014,0.028,0.016,0.006,0.001,0.003,0.006,0.002,0.006,0.002,0.003,M
