@RELATION myRel

@ATTRIBUTE Aa NUMERIC
@ATTRIBUTE Ao NUMERIC
@ATTRIBUTE Dcl NUMERIC
@ATTRIBUTE Iy NUMERIC
@ATTRIBUTE Sh NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
0.106,0.608,0.827,2.548,-1.1,0
-0.083,-0.477,-1.189,-1.581,0.0,0
0.12,0.719,-1.064,2.032,-1.019,0
0.281,1.518,3.079,-0.893,-0.362,0
0.078,0.512,-1.255,1.731,0.0,0
0.114,0.366,0.477,-0.74,2.273,0
0.119,0.604,0.831,2.457,-0.836,0
-0.102,-0.549,-1.168,-1.359,-0.633,0
0.203,0.532,0.642,0.922,2.4,0
0.455,3.902,-0.637,-0.353,-0.15,0
-0.239,3.211,-0.684,-0.311,-0.169,0
-0.195,-0.895,1.893,-0.988,0.0,0
1.064,-1.012,-0.546,1.599,-0.583,0
0.306,1.004,2.947,-0.928,0.0,0
0.115,0.444,-0.433,2.178,0.0,0
0.413,0.791,-0.985,-1.254,-0.473,0
0.413,0.945,2.874,0.998,-0.369,0
0.565,1.954,1.013,-0.52,1.881,0
0.162,0.558,0.615,2.347,-0.777,0
0.169,0.41,0.485,-0.646,1.926,0
0.145,0.392,0.477,2.189,-0.911,0
0.557,2.04,0.945,-0.511,1.753,0
0.256,0.33,0.62,2.29,-0.736,0
0.529,2.477,0.875,-0.484,1.482,0
-0.104,0.551,1.352,1.942,-0.836,0
0.159,0.378,0.46,-0.601,1.794,0
0.333,0.427,0.952,2.152,-0.796,0
0.266,1.04,2.761,-0.833,0.651,0
3.868,-0.331,-0.119,-0.066,-0.044,0
0.307,1.272,2.656,-0.946,-0.467,0
0.099,0.258,0.332,1.391,1.838,0
0.374,1.266,2.692,1.077,-0.376,0
0.412,3.66,-0.606,-0.343,-0.159,0
0.279,1.395,2.985,-0.752,0.0,0
0.27,3.115,-0.53,1.223,-0.401,0
0.401,0.831,1.93,-1.208,-0.434,0
0.719,3.563,-0.713,0.339,-0.141,0
0.192,0.519,2.598,-0.678,0.399,0
0.269,0.362,0.661,2.265,-0.705,0
1.287,2.039,-0.425,-0.476,1.222,0
0.237,0.536,0.755,2.177,-0.769,0
0.709,1.759,0.786,-0.405,1.618,0
0.5,0.501,1.436,1.989,-0.724,0
1.481,1.592,-0.328,-0.385,1.379,0
0.105,0.495,1.206,2.321,0.0,0
3.772,-0.274,0.155,-0.08,-0.077,0
-0.221,3.016,-0.621,-0.33,-0.171,0
2.885,-0.282,1.362,0.503,-0.216,0
-0.129,1.094,2.569,-0.844,-0.416,0
0.25,2.692,-0.599,0.624,1.298,0
0.341,0.792,2.458,-0.985,-0.459,0
-0.24,-0.446,-0.452,0.939,1.058,0
-0.193,1.33,2.367,-0.661,-0.348,0
3.5,1.474,-0.182,-0.045,-0.032,0
0.135,0.606,1.343,2.28,0.0,0
0.74,3.439,-0.486,-0.276,0.284,0
0.137,0.621,1.369,2.234,0.0,0
0.325,0.779,0.955,-1.354,0.0,0
1.036,2.396,-0.503,1.399,-0.376,0
0.227,0.987,2.503,-0.842,0.616,0
0.529,3.296,-0.577,0.887,-0.272,0
0.26,0.903,2.735,-0.781,0.0,0
0.302,3.331,-0.664,0.32,-0.172,0
3.561,-0.277,0.179,-0.077,0.066,0
0.577,3.515,-0.656,0.333,-0.164,0
0.134,0.651,1.536,2.12,0.0,0
-0.191,-0.863,-0.927,-0.577,-0.297,0
0.237,1.471,2.037,0.986,1.198,0
2.198,0.27,0.513,1.842,-0.529,0
1.258,1.761,0.45,-0.319,1.599,0
0.328,0.901,2.62,1.194,-0.555,0
0.082,0.389,0.378,-0.617,1.555,0
0.249,0.553,1.892,1.658,-0.571,0
0.579,3.262,-0.709,-0.285,-0.211,0
0.288,0.765,0.644,1.642,1.58,0
0.404,1.029,2.73,-0.799,-0.338,0
0.466,2.707,-0.678,0.617,1.006,0
0.249,1.297,2.72,-0.722,-0.384,0
0.415,2.713,-0.637,0.789,0.885,0
0.174,1.058,2.666,-0.748,0.448,0
0.12,0.342,0.575,2.155,-0.634,0
0.71,3.162,-0.393,-0.255,0.662,0
0.325,0.806,2.461,1.262,-0.458,0
3.629,1.018,-0.144,-0.048,-0.042,0
0.265,1.313,2.753,-0.78,0.0,0
3.246,-0.32,-0.14,0.111,-0.06,0
0.717,0.72,2.504,-0.794,0.427,0
0.615,3.089,-0.4,1.046,-0.334,0
0.296,1.138,2.518,-0.974,0.0,0
0.319,1.027,2.416,1.356,0.0,0
3.53,-0.29,0.154,-0.071,-0.046,0
0.436,3.27,-0.513,0.338,0.678,0
3.414,-0.243,0.187,-0.081,0.082,0
0.368,3.033,-0.68,0.476,0.682,0
0.231,0.471,1.191,1.862,0.899,0
0.159,0.935,2.185,-0.991,-0.428,0
0.618,2.822,-0.629,0.446,1.001,0
-0.307,-1.153,-0.601,-0.277,-0.151,0
0.283,1.261,2.762,-0.77,0.0,0
0.735,3.15,-0.74,0.478,0.19,0
0.189,1.102,2.21,-0.87,0.507,0
0.159,0.701,1.044,2.069,-0.623,0
1.092,3.108,-0.643,-0.263,0.162,0
0.331,0.59,2.549,0.834,0.376,0
0.635,3.127,-0.56,-0.274,-0.393,0
3.151,-0.31,0.308,0.612,-0.171,0
-0.178,1.89,1.988,-0.65,-0.243,0
3.429,0.898,-0.182,0.139,0.349,0
0.395,0.914,2.53,-0.813,-0.314,0
0.391,2.897,-0.59,0.371,0.953,0
3.273,0.301,1.169,-0.223,-0.084,0
-0.316,1.418,1.792,-0.596,0.561,0
3.537,0.411,-0.117,-0.073,0.066,0
0.128,0.621,1.433,2.052,0.0,0
0.513,3.256,-0.436,-0.268,0.322,0
0.185,0.509,1.03,1.872,-0.761,0
0.392,1.371,2.552,-0.6,0.559,0
0.582,3.252,-0.511,0.702,-0.25,0
0.345,1.368,2.688,-0.692,-0.304,0
0.512,2.054,-0.377,0.473,1.449,0
0.265,0.819,2.521,-0.627,-0.34,0
0.438,3.131,-0.521,0.324,0.76,0
0.279,0.99,2.555,-0.738,0.0,0
0.423,1.781,-0.696,0.491,1.106,0
0.606,2.024,2.367,-0.615,-0.322,0
0.597,3.028,-0.424,0.302,0.937,0
3.161,-0.243,0.211,-0.086,0.085,0
0.314,2.164,1.565,0.995,1.038,0
3.183,-0.263,-0.099,-0.065,0.057,0
0.121,0.671,0.951,2.188,0.0,0
0.724,3.408,-0.449,-0.215,0.169,0
3.287,0.685,0.277,0.871,-0.201,0
0.289,1.436,2.611,-0.659,-0.315,0
0.528,3.087,-0.664,-0.29,-0.186,0
0.34,0.428,1.703,1.236,1.018,0
0.666,3.208,-0.503,-0.23,0.349,0
0.14,0.58,1.436,1.811,-0.513,0
3.168,0.722,0.277,-0.205,0.589,0
0.157,0.557,0.706,2.038,-0.625,0
1.677,1.795,-0.379,-0.269,0.929,0
0.227,1.501,1.921,0.993,1.152,0
3.067,-0.27,0.438,0.21,-0.082,0
0.556,3.059,1.234,0.61,-0.238,0
-0.887,0.963,-0.431,-0.154,-0.076,0
3.347,0.482,0.237,0.666,-0.18,0
0.176,0.977,2.473,-0.7,0.0,0
0.859,3.003,-0.501,0.827,-0.234,0
0.294,1.19,2.566,-0.72,-0.33,0
1.533,1.716,-0.331,0.433,1.298,0
0.266,0.825,2.484,-0.527,-0.319,0
0.389,3.191,-0.499,-0.204,-0.136,0
0.297,0.428,1.688,1.054,1.12,0
0.647,3.212,-0.483,-0.223,-0.146,0
0.276,0.904,2.035,1.594,0.0,0
3.542,0.562,0.413,-0.096,-0.055,0
0.2,0.565,1.0,1.958,-0.605,0
3.239,0.65,-0.139,-0.067,0.058,0
0.657,0.49,0.812,2.008,-0.561,0
1.633,1.148,0.444,-0.309,1.274,0
0.808,3.041,-0.586,0.621,-0.26,0
2.957,0.36,1.436,-0.266,-0.128,0
0.128,0.442,0.52,2.045,0.0,0
0.586,2.32,2.095,-0.587,-0.313,0
2.891,-0.298,-0.102,0.079,-0.057,0
0.254,2.007,1.015,0.607,1.433,0
0.185,1.098,2.485,-0.698,-0.39,0
0.635,3.075,-0.657,0.489,-0.19,0
0.169,0.5,1.468,1.001,-1.017,0
3.58,0.496,0.327,0.344,-0.119,0
0.151,1.008,2.353,-0.777,0.0,0
0.58,3.166,-0.617,0.386,-0.173,0
2.938,0.357,1.369,-0.287,-0.131,0
0.991,2.986,0.833,0.648,0.314,0
0.314,0.497,1.792,0.866,1.159,0
1.295,1.097,-0.779,-0.596,-0.316,0
0.227,1.064,2.302,1.11,-0.354,0
3.169,0.412,-0.148,-0.073,-0.045,0
0.165,1.257,2.274,-0.82,-0.35,0
0.147,0.289,0.384,0.928,1.595,0
0.546,2.203,2.094,-0.597,-0.295,0
0.223,0.395,0.399,1.208,1.386,0
0.54,0.904,2.359,-0.803,-0.314,0
0.636,3.198,-0.554,0.31,0.274,0
0.087,0.425,1.102,1.916,0.0,0
0.638,3.104,-0.52,-0.249,-0.125,0
2.513,0.349,0.845,1.461,-0.371,0
-0.83,1.088,-0.284,-0.135,0.071,0
3.269,0.614,1.015,-0.201,-0.091,0
0.161,0.884,0.821,1.944,-0.676,0
0.811,2.87,-0.51,-0.232,0.388,0
0.365,0.433,0.894,1.979,-0.535,0
0.555,2.696,-0.693,-0.288,0.0,0
0.076,0.423,1.138,1.862,0.0,0
0.594,3.102,-0.502,-0.196,-0.137,0
0.657,0.49,0.812,2.008,-0.561,0
0.349,1.248,2.225,-0.7,0.49,0
0.575,2.035,0.566,1.846,-0.496,0
0.729,3.026,-0.471,-0.192,0.185,0
0.139,0.384,0.803,1.56,1.075,0
0.625,2.852,-0.563,-0.289,-0.176,0
3.025,-0.273,0.17,0.27,-0.095,0
0.166,0.873,2.163,-0.837,-0.398,0
3.222,0.51,-0.151,0.16,-0.06,0
0.252,1.133,2.402,-0.701,0.0,0
3.229,0.401,0.451,0.717,-0.291,0
0.144,0.888,1.537,1.646,-0.601,0
2.99,0.309,-0.154,-0.171,-0.13,0
0.292,2.187,2.055,0.686,0.0,0
2.686,-0.32,-0.113,-0.081,0.082,0
0.524,2.158,1.94,0.695,0.653,0
1.314,2.129,-0.441,0.434,1.019,0
1.117,0.707,2.215,-0.691,0.311,0
0.561,3.053,-0.613,0.388,-0.175,0
2.793,0.285,1.283,-0.314,0.297,0
0.493,2.278,0.537,1.631,-0.415,0
0.219,1.027,2.399,-0.68,0.0,0
3.184,0.486,-0.108,-0.064,-0.038,0
-0.044,0.533,1.324,1.615,0.0,0
0.534,2.848,-0.663,-0.215,-0.118,0
0.377,0.522,1.817,1.39,-0.38,0
0.593,3.003,-0.508,-0.201,-0.142,0
0.247,0.645,0.797,1.719,0.977,0
0.208,1.306,1.854,-0.784,-0.537,0
2.01,2.213,-0.519,0.45,0.285,0
0.342,1.401,2.404,-0.665,0.0,0
3.148,0.635,-0.13,0.094,-0.053,0
0.333,0.408,1.404,1.46,-0.751,0
1.15,2.51,-0.45,0.659,0.548,0
0.226,0.807,2.147,-0.703,0.395,0
0.303,2.881,-0.481,0.221,0.157,0
2.941,0.657,1.493,-0.331,-0.123,0
0.11,0.319,0.514,1.813,0.0,0
0.181,1.783,2.053,-0.661,-0.25,0
3.074,0.471,-0.12,-0.069,-0.049,0
0.291,1.161,2.308,0.877,-0.369,0
2.866,0.545,0.379,0.959,-0.256,0
0.339,1.148,2.217,-0.623,0.628,0
0.119,0.298,0.627,1.522,0.934,0
0.425,3.034,-0.423,-0.182,0.178,0
0.279,0.929,2.174,1.115,-0.46,0
1.724,2.823,-0.384,-0.127,-0.075,0
0.383,1.004,2.238,0.976,0.544,0
2.999,0.473,-0.124,-0.072,-0.048,0
0.335,1.506,2.304,-0.684,0.0,0
1.181,1.305,0.7,1.809,-0.498,0
0.716,2.804,1.443,-0.436,-0.201,0
2.866,-0.213,0.166,0.1,-0.094,0
-0.202,2.328,0.991,0.592,0.0,0
0.229,0.452,0.523,1.47,1.046,0
0.513,2.237,2.028,-0.496,-0.249,0
2.991,0.411,-0.115,0.109,0.104,0
0.18,0.944,2.27,-0.601,0.0,0
1.007,2.844,-0.424,0.422,0.617,0
0.089,0.616,1.451,1.569,0.0,0
0.562,2.911,-0.433,-0.224,0.187,0
0.274,0.88,1.883,1.361,-0.453,0
0.899,1.904,-0.411,0.367,1.19,0
0.131,0.858,1.839,-0.834,-0.411,0
3.027,0.863,-0.149,0.099,0.063,0
0.216,1.037,2.259,-0.65,0.0,0
2.909,0.745,-0.168,0.265,-0.092,0
0.27,1.184,2.32,-0.609,0.0,0
0.108,0.378,0.428,1.134,1.297,0
2.744,0.524,1.465,-0.331,-0.129,0
0.119,0.807,1.294,1.762,0.0,0
2.327,2.156,-0.272,-0.142,-0.084,0
2.745,-0.224,0.171,0.097,0.073,0
0.32,2.883,-0.428,-0.216,-0.139,0
2.534,0.566,1.554,-0.356,-0.135,0
0.144,0.335,0.474,1.668,0.0,0
0.094,0.382,0.268,-0.469,1.029,0
0.981,2.208,0.604,1.5,-0.439,0
1.067,2.854,-0.433,-0.195,-0.129,0
0.486,1.088,2.141,1.099,0.467,0
0.783,3.076,-0.424,0.304,0.399,0
-0.784,0.627,0.475,-0.183,-0.185,0
2.986,0.818,-0.128,0.094,0.065,0
0.435,2.108,2.029,-0.544,-0.262,0
0.205,0.549,0.782,1.773,-0.534,0
0.934,2.115,1.777,-0.421,0.547,0
0.296,0.735,1.704,1.119,0.677,0
0.675,3.076,0.902,0.358,0.217,0
2.675,0.309,0.452,0.984,-0.225,0
0.472,2.321,1.722,0.716,-0.3,0
2.852,0.393,-0.115,0.11,0.099,0
-0.158,2.19,1.004,-0.51,0.0,0
2.433,0.617,0.251,1.041,-0.309,0
0.421,1.055,2.305,-0.547,0.344,0
0.324,2.576,-0.491,0.543,-0.183,0
2.848,0.753,1.285,-0.31,-0.125,0
0.62,1.865,1.31,1.097,0.994,0
2.879,0.424,-0.107,0.08,-0.055,0
0.251,1.413,2.024,-0.54,-0.505,0
1.405,2.724,-0.447,0.423,0.299,0
0.442,0.976,2.113,-0.532,-0.387,0
0.505,2.669,-0.51,-0.296,0.0,0
0.155,0.773,1.795,1.076,0.553,0
0.456,2.64,-0.604,-0.238,-0.123,0
0.434,0.381,0.882,0.984,1.251,0
0.35,2.637,-0.533,-0.26,-0.136,0
0.516,1.509,2.2,0.783,-0.478,0
2.822,0.316,-0.097,0.091,-0.062,0
-0.144,1.214,1.673,-0.53,-0.214,0
1.661,2.278,-0.443,0.429,0.544,0
0.136,0.736,1.847,1.073,-0.424,0
2.976,1.442,0.329,-0.139,-0.083,0
0.144,0.713,1.753,1.197,0.0,0
2.307,1.995,-0.279,-0.144,-0.087,0
0.42,0.333,0.743,1.17,1.056,0
1.295,2.849,-0.41,0.284,0.382,0
0.447,1.028,1.955,-0.764,-0.406,0
1.626,2.0,-0.385,0.288,0.81,0
0.223,1.533,2.011,0.902,0.0,0
3.133,0.656,0.181,0.117,-0.067,0
0.184,0.813,1.764,1.109,0.0,0
0.737,2.989,0.968,-0.351,0.208,0
2.571,-0.235,0.2,0.137,-0.132,0
0.361,2.716,0.915,-0.475,-0.19,0
2.531,0.387,0.64,1.019,-0.337,0
