@RELATION myRel

@ATTRIBUTE StatusAccount {A11, A12, A14, A13}
@ATTRIBUTE DurationMonth NUMERIC
@ATTRIBUTE CreditHistory {A34, A32, A33, A30, A31}
@ATTRIBUTE Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {A65, A61, A63, A64, A62}
@ATTRIBUTE EmploymentSince {A75, A73, A74, A71, A72}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE StatusAndSex {A93, A92, A91, A94}
@ATTRIBUTE Guarantors {A101, A103, A102}
@ATTRIBUTE ResidenceSince NUMERIC
@ATTRIBUTE Property {A121, A122, A124, A123}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE InstallmentPlans {A143, A141, A142}
@ATTRIBUTE Housing {A152, A153, A151}
@ATTRIBUTE NCredits NUMERIC
@ATTRIBUTE Job {A173, A172, A174, A171}
@ATTRIBUTE NPeopleMain NUMERIC
@ATTRIBUTE Telephone {A192, A191}
@ATTRIBUTE ForeignWorker {A201, A202}
@ATTRIBUTE Customer {1, 2}

@DATA
A12,26.0,A32,A41,7966.0,A61,A72,2.0,A93,A101,3.0,A123,30.0,A143,A152,2.0,A173,1.0,A191,A201,1
A13,12.0,A32,A40,1330.0,A61,A72,4.0,A93,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,6.0,A32,A42,2116.0,A61,A73,2.0,A93,A101,2.0,A121,41.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,18.0,A32,A43,4594.0,A61,A72,3.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,24.0,A32,A49,1258.0,A61,A74,4.0,A93,A101,1.0,A121,25.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,36.0,A33,A43,4454.0,A61,A73,4.0,A92,A101,4.0,A121,34.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,18.0,A34,A43,1800.0,A61,A73,4.0,A93,A101,2.0,A123,24.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,6.0,A34,A43,1382.0,A61,A73,1.0,A92,A101,1.0,A123,28.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,24.0,A34,A41,2346.0,A61,A74,4.0,A93,A101,3.0,A123,35.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,36.0,A34,A40,6614.0,A61,A75,4.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A174,1.0,A192,A201,1
A14,36.0,A32,A43,3595.0,A61,A75,4.0,A93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A43,999.0,A65,A75,4.0,A93,A101,2.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,12.0,A32,A41,2028.0,A65,A73,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,36.0,A32,A43,4473.0,A61,A75,4.0,A93,A101,2.0,A123,31.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,9.0,A34,A43,3074.0,A65,A73,1.0,A93,A101,2.0,A121,33.0,A143,A152,2.0,A173,2.0,A191,A201,1
A14,12.0,A34,A40,1495.0,A61,A75,4.0,A93,A101,1.0,A121,38.0,A143,A152,2.0,A172,2.0,A191,A201,1
A11,9.0,A34,A40,2799.0,A61,A73,2.0,A93,A101,2.0,A121,36.0,A143,A151,2.0,A173,2.0,A191,A201,1
A14,14.0,A33,A40,802.0,A61,A73,4.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,A172,1.0,A191,A201,1
A11,21.0,A34,A40,571.0,A61,A75,4.0,A93,A101,4.0,A121,65.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,24.0,A34,A43,2424.0,A65,A75,4.0,A93,A101,4.0,A122,53.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,24.0,A34,A45,5507.0,A61,A75,3.0,A93,A101,4.0,A124,44.0,A143,A153,2.0,A173,1.0,A191,A201,1
A14,30.0,A34,A41,7596.0,A65,A75,1.0,A93,A101,4.0,A123,63.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,15.0,A32,A43,1213.0,A63,A75,4.0,A93,A101,3.0,A122,47.0,A142,A152,1.0,A173,1.0,A192,A201,1
A14,12.0,A34,A40,682.0,A62,A74,4.0,A92,A101,3.0,A123,51.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,30.0,A34,A43,5771.0,A61,A74,4.0,A92,A101,2.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,12.0,A34,A42,1935.0,A61,A75,4.0,A93,A101,4.0,A121,43.0,A143,A152,3.0,A173,1.0,A192,A201,1
A14,12.0,A34,A43,1240.0,A65,A75,4.0,A92,A101,2.0,A121,38.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,24.0,A34,A41,2197.0,A65,A74,4.0,A93,A101,4.0,A123,43.0,A143,A152,2.0,A173,2.0,A192,A201,1
A14,11.0,A34,A40,7228.0,A61,A73,1.0,A93,A101,4.0,A122,39.0,A143,A152,2.0,A172,1.0,A191,A201,1
A14,9.0,A32,A40,3577.0,A62,A73,1.0,A93,A103,2.0,A121,26.0,A143,A151,1.0,A173,2.0,A191,A202,1
A13,12.0,A32,A43,3016.0,A61,A73,3.0,A94,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,36.0,A34,A43,2337.0,A61,A75,4.0,A93,A101,4.0,A121,36.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,10.0,A32,A43,2315.0,A61,A75,3.0,A93,A101,4.0,A121,52.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,6.0,A32,A43,753.0,A61,A73,2.0,A92,A103,3.0,A121,64.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,18.0,A32,A43,1301.0,A61,A75,4.0,A94,A103,2.0,A121,32.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,18.0,A32,A40,6260.0,A61,A74,3.0,A93,A101,3.0,A121,28.0,A143,A151,1.0,A172,1.0,A191,A201,1
A14,12.0,A32,A42,1574.0,A61,A73,4.0,A93,A101,2.0,A121,50.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,18.0,A33,A49,2427.0,A65,A75,4.0,A93,A101,2.0,A122,42.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,24.0,A32,A40,3512.0,A62,A74,2.0,A93,A101,3.0,A123,38.0,A141,A152,2.0,A173,1.0,A192,A201,1
A12,12.0,A34,A42,3617.0,A61,A75,1.0,A93,A101,4.0,A123,28.0,A143,A151,3.0,A173,1.0,A192,A201,1
A14,24.0,A32,A43,1533.0,A61,A72,4.0,A92,A101,3.0,A123,38.0,A142,A152,1.0,A173,1.0,A192,A201,1
A14,12.0,A32,A43,1493.0,A61,A72,4.0,A92,A101,3.0,A123,34.0,A143,A152,1.0,A173,2.0,A191,A201,1
A11,12.0,A32,A42,2577.0,A61,A73,2.0,A91,A101,1.0,A123,42.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,15.0,A32,A49,806.0,A61,A73,4.0,A92,A101,4.0,A122,22.0,A143,A152,1.0,A172,1.0,A191,A201,1
A14,9.0,A32,A46,3832.0,A65,A75,1.0,A93,A101,4.0,A121,64.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,9.0,A32,A43,1206.0,A61,A75,4.0,A92,A101,4.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,18.0,A32,A42,3650.0,A61,A72,1.0,A92,A101,4.0,A123,22.0,A143,A151,1.0,A173,1.0,A191,A201,1
A12,12.0,A32,A40,2002.0,A61,A74,3.0,A93,A101,4.0,A122,30.0,A143,A151,1.0,A173,2.0,A192,A201,1
A11,12.0,A34,A40,2121.0,A61,A73,4.0,A93,A101,2.0,A122,30.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,15.0,A33,A41,3594.0,A61,A72,1.0,A92,A101,2.0,A122,46.0,A143,A152,2.0,A172,1.0,A191,A201,1
A12,12.0,A32,A42,3017.0,A61,A72,3.0,A92,A101,1.0,A121,34.0,A143,A151,1.0,A174,1.0,A191,A201,1
A11,15.0,A34,A42,1433.0,A61,A73,4.0,A92,A101,3.0,A122,25.0,A143,A151,2.0,A173,1.0,A191,A201,1
A14,18.0,A34,A43,1098.0,A61,A71,4.0,A92,A101,4.0,A123,65.0,A143,A152,2.0,A171,1.0,A191,A201,1
A14,27.0,A33,A41,8613.0,A64,A73,2.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,10.0,A31,A43,1048.0,A61,A73,4.0,A93,A101,4.0,A121,23.0,A142,A152,1.0,A172,1.0,A191,A201,1
A11,12.0,A32,A42,1620.0,A61,A73,2.0,A92,A102,3.0,A122,30.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,42.0,A32,A42,7882.0,A61,A74,2.0,A93,A103,4.0,A122,45.0,A143,A153,1.0,A173,2.0,A191,A201,1
A11,6.0,A34,A42,1872.0,A61,A71,4.0,A93,A101,4.0,A124,36.0,A143,A153,3.0,A174,1.0,A192,A201,1
A11,8.0,A34,A410,1164.0,A61,A75,3.0,A93,A101,4.0,A124,51.0,A141,A153,2.0,A174,2.0,A192,A201,1
A11,24.0,A32,A41,2910.0,A61,A74,2.0,A93,A101,1.0,A124,34.0,A143,A153,1.0,A174,1.0,A192,A201,1
