@RELATION myRel

@ATTRIBUTE Aa NUMERIC
@ATTRIBUTE Ao NUMERIC
@ATTRIBUTE Dcl NUMERIC
@ATTRIBUTE Iy NUMERIC
@ATTRIBUTE Sh NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1.128,0.804,-0.156,0.109,0.0,0
0.609,1.765,1.198,0.905,1.245,0
0.172,0.953,2.051,-0.777,-0.572,0
2.384,0.771,0.374,-0.118,-0.051,0
1.158,2.622,-0.362,-0.159,0.23,0
0.1,0.261,0.323,1.385,1.829,0
0.193,1.147,1.688,-0.523,-0.188,0
0.229,1.112,1.99,1.062,0.0,0
1.295,2.849,-0.41,0.284,0.382,0
2.725,0.297,0.192,0.222,-0.084,0
0.15,0.408,0.536,2.115,-0.833,0
-0.158,1.356,2.289,-0.745,0.0,0
2.799,1.275,-0.243,0.725,-0.236,0
0.296,1.804,0.962,0.416,-0.172,0
0.642,2.01,1.612,-0.395,0.0,0
0.279,0.67,1.702,1.477,-0.447,0
-0.158,2.19,1.004,-0.51,0.0,0
0.143,0.979,1.945,-0.612,-0.261,0
0.182,0.933,2.414,0.965,-0.41,0
0.842,1.87,-0.342,0.327,-0.338,0
0.996,1.174,0.778,0.324,0.223,0
2.56,-0.244,-0.113,0.112,-0.058,0
0.478,3.147,-0.605,-0.303,-0.331,0
0.229,2.527,-0.58,0.246,0.162,0
0.256,0.33,0.62,2.29,-0.736,0
0.192,0.519,2.598,-0.678,0.399,0
2.607,0.359,0.12,0.093,0.087,0
2.061,1.922,-0.293,0.174,0.114,0
1.131,2.61,-0.358,-0.158,0.22,0
0.371,2.428,0.809,0.357,0.204,0
1.125,1.616,-0.363,-0.138,0.0,0
0.27,2.773,-0.448,0.247,0.156,0
0.42,2.529,-0.399,0.237,-0.162,0
0.996,2.348,-0.41,-0.202,0.0,0
2.999,0.473,-0.124,-0.072,-0.048,0
2.397,0.416,0.25,-0.078,0.075,0
0.496,1.938,2.365,-0.645,-0.329,0
2.055,1.169,0.301,0.235,-0.066,0
2.444,0.273,0.139,0.156,-0.062,0
0.267,1.344,0.978,0.492,-0.16,0
2.466,0.78,0.364,-0.118,-0.06,0
3.156,0.537,0.204,-0.065,-0.04,0
0.316,1.36,1.986,-0.624,0.497,0
0.108,0.378,0.428,1.134,1.297,0
3.227,0.521,-0.127,-0.08,-0.039,0
2.45,1.212,-0.162,-0.081,0.082,0
2.673,0.831,1.16,-0.308,-0.124,0
1.577,1.626,0.78,0.399,0.394,0
0.998,2.334,-0.467,-0.223,-0.137,0
0.101,0.333,0.52,1.505,1.15,0
0.311,2.065,-0.493,0.34,0.0,0
0.482,2.126,1.943,-0.484,-0.246,0
0.409,0.79,1.243,1.747,-0.517,0
2.039,1.226,0.508,0.35,-0.135,0
2.097,0.466,-0.092,0.103,-0.047,0
2.534,0.566,1.554,-0.356,-0.135,0
0.452,2.425,1.323,0.685,0.0,0
0.147,0.417,0.515,-0.73,0.0,0
0.533,2.139,0.629,0.241,-0.1,0
0.762,3.019,-0.482,-0.194,0.187,0
2.879,0.341,0.274,0.148,-0.076,0
0.181,0.48,-0.852,1.305,-0.543,0
0.361,2.265,1.085,0.677,-0.341,0
2.406,-0.22,0.216,0.198,-0.066,0
0.111,0.332,0.453,-0.514,-0.893,0
-0.144,1.214,1.673,-0.53,-0.214,0
0.427,-1.045,-1.089,-0.444,-0.286,0
0.442,2.439,-0.453,-0.226,-0.117,0
0.594,3.102,-0.502,-0.196,-0.137,0
0.735,2.461,1.539,-0.412,-0.208,0
3.658,-0.285,0.157,-0.082,-0.092,0
0.864,2.73,-0.456,-0.199,-0.122,0
2.314,0.674,-0.091,-0.059,0.048,0
0.797,2.197,-0.479,-0.19,0.0,0
1.302,1.829,-0.383,-0.134,-0.102,0
0.174,0.453,0.97,1.701,-0.601,0
0.472,0.956,1.583,-0.356,-0.173,0
1.458,0.693,-0.129,0.131,0.118,0
2.51,1.063,0.852,0.72,-0.21,0
1.439,1.079,0.316,0.216,-0.099,0
-0.132,-0.333,-0.785,-0.982,-0.628,0
1.051,2.748,-0.42,0.301,0.619,0
0.159,0.378,0.46,-0.601,1.794,0
0.763,1.929,0.466,0.255,-0.234,0
0.204,1.574,1.157,0.62,0.0,0
0.38,1.585,0.644,-0.244,-0.128,0
2.003,0.997,-0.15,0.117,-0.063,0
-0.194,2.018,0.89,0.504,0.0,0
