@RELATION myRel

@ATTRIBUTE Aa NUMERIC
@ATTRIBUTE Ao NUMERIC
@ATTRIBUTE Dcl NUMERIC
@ATTRIBUTE Iy NUMERIC
@ATTRIBUTE Sh NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
1.162,0.769,-0.121,0.094,-0.051,0
0.405,2.204,0.864,0.482,1.072,0
0.255,1.0,2.106,-0.959,-0.365,0
2.364,0.747,0.321,-0.078,0.068,0
1.064,2.8,-0.421,-0.204,0.239,0
-0.089,-0.227,-0.488,1.332,1.273,0
0.264,1.163,1.833,-0.512,-0.233,0
0.284,1.152,2.329,1.276,0.0,0
1.304,2.718,-0.422,0.257,0.342,0
2.666,0.329,0.188,0.226,-0.079,0
0.145,0.392,0.477,2.189,-0.911,0
-0.152,1.182,2.085,-0.991,0.0,0
2.925,1.489,-0.244,0.509,-0.197,0
0.278,1.8,1.051,0.468,-0.191,0
0.349,1.736,1.384,-0.502,0.304,0
0.246,0.559,1.911,1.542,-0.597,0
0.372,1.829,1.163,-0.44,0.0,0
-0.188,1.167,2.054,-0.745,-0.373,0
0.404,0.913,2.575,0.831,-0.295,0
0.847,1.63,-0.328,0.351,-0.395,0
0.757,1.426,0.594,0.232,0.22,0
1.944,-0.434,-0.145,-0.079,-0.056,0
0.67,3.124,-0.576,-0.285,-0.366,0
0.308,2.612,-0.517,0.271,0.174,0
0.269,0.362,0.661,2.265,-0.705,0
0.349,0.653,2.448,-0.73,0.393,0
2.505,0.469,0.249,0.092,0.089,0
1.666,1.872,-0.297,0.164,0.116,0
1.118,2.528,-0.347,-0.151,0.189,0
0.337,2.682,0.701,0.317,0.194,0
1.068,1.601,-0.283,-0.132,-0.066,0
0.288,2.901,-0.434,0.25,0.164,0
0.377,2.417,-0.479,0.328,0.0,0
1.168,2.156,-0.289,-0.122,0.109,0
2.99,0.309,-0.154,-0.171,-0.13,0
2.544,0.372,0.3,-0.081,-0.054,0
0.531,2.018,2.318,-0.568,-0.291,0
2.056,1.155,0.301,0.227,-0.065,0
2.533,0.267,0.133,0.16,-0.064,0
0.333,1.292,1.023,0.455,-0.199,0
2.509,0.944,0.405,-0.107,-0.059,0
3.115,0.571,0.235,-0.074,-0.043,0
0.269,1.497,2.217,-0.727,0.566,0
0.223,0.395,0.399,1.207,1.386,0
3.236,0.591,-0.148,-0.069,-0.057,0
2.44,1.136,-0.243,-0.074,0.0,0
2.62,1.082,1.435,-0.239,-0.107,0
1.487,1.554,0.739,0.305,0.337,0
0.987,2.4,-0.491,-0.164,-0.109,0
0.096,0.326,0.449,1.419,1.145,0
0.412,2.118,-0.434,0.226,0.134,0
0.639,2.275,1.741,-0.418,-0.247,0
0.437,0.561,1.314,1.811,-0.512,0
2.036,1.325,0.513,0.373,-0.135,0
2.102,0.355,-0.092,0.095,-0.047,0
2.744,0.524,1.465,-0.331,-0.129,0
0.436,2.561,1.097,0.802,0.0,0
0.09,0.361,0.63,-0.87,0.0,0
0.584,2.299,0.586,0.344,-0.144,0
0.742,3.039,-0.471,-0.191,0.189,0
2.841,0.346,0.273,0.154,-0.079,0
0.123,0.469,-0.863,2.082,-0.998,0
0.476,2.249,1.43,0.691,-0.217,0
2.287,-0.234,0.215,0.176,-0.085,0
0.121,0.268,0.467,-0.611,-1.052,0
-0.126,1.2,1.508,-0.545,0.0,0
-0.191,-0.863,-0.927,-0.577,-0.297,0
0.476,2.54,-0.447,-0.222,0.0,0
0.641,2.998,-0.526,-0.204,-0.144,0
0.607,2.526,1.618,-0.467,-0.205,0
3.772,-0.274,0.155,-0.08,-0.077,0
0.864,2.681,-0.484,-0.181,-0.12,0
2.428,0.665,-0.123,-0.073,0.046,0
0.83,1.972,-0.46,-0.185,0.0,0
1.142,1.867,-0.351,-0.161,-0.11,0
0.185,0.509,1.03,1.872,-0.761,0
0.778,1.038,0.904,-0.317,-0.164,0
1.467,0.76,-0.14,0.107,0.08,0
2.558,1.196,1.052,0.485,-0.143,0
1.398,1.223,0.327,0.217,-0.1,0
1.293,1.097,-0.78,-0.596,-0.315,0
1.007,2.844,-0.424,0.422,0.617,0
0.154,0.339,0.454,-0.625,1.84,0
0.836,2.098,0.519,0.29,-0.207,0
0.179,1.489,1.166,0.601,0.0,0
0.283,1.349,0.535,-0.203,-0.119,0
1.908,0.57,-0.108,0.145,-0.193,0
-0.193,2.404,0.942,0.491,0.0,0
1.749,0.771,-0.15,0.116,0.084,0
0.77,2.496,-0.402,0.24,0.163,0
0.056,0.245,0.364,-0.428,0.0,0
1.338,1.555,0.496,0.516,1.038,0
0.144,0.448,0.543,0.775,0.0,0
0.383,2.973,-0.529,-0.241,-0.153,0
2.347,0.928,0.413,-0.108,-0.065,0
0.612,2.418,0.909,0.425,0.225,0
2.111,0.901,0.371,0.268,0.515,0
0.816,0.855,0.197,0.084,0.085,0
0.985,2.18,0.614,1.548,-0.434,0
2.416,0.88,-0.137,0.094,-0.035,0
2.236,1.288,0.45,0.442,-0.23,0
0.265,0.819,2.521,-0.627,-0.34,0
0.094,0.382,0.268,-0.469,1.029,0
0.293,1.058,2.634,-0.756,0.0,0
1.925,0.892,0.355,0.315,1.147,0
0.202,1.502,2.04,0.897,0.0,0
0.43,3.32,-0.579,-0.24,-0.151,0
0.112,0.598,1.302,2.198,-0.826,0
-0.125,1.458,1.659,0.643,0.0,0
0.764,2.766,-0.449,-0.219,-0.132,0
0.131,0.617,0.545,0.897,0.0,0
0.148,0.329,0.459,-0.732,1.514,0
0.307,2.782,-0.427,-0.206,-0.138,0
1.674,1.764,1.365,-0.238,-0.118,0
0.366,1.727,0.828,0.386,-0.202,0
1.962,1.416,0.268,0.143,-0.079,0
0.362,2.848,-0.601,0.483,0.694,0
1.854,0.906,0.339,0.2,-0.32,0
0.936,2.178,1.747,-0.368,-0.145,0
2.925,0.506,-0.129,0.137,-0.057,0
1.396,2.01,-0.286,-0.156,-0.133,0
0.189,1.169,1.42,-0.406,0.0,0
0.171,1.122,1.58,-0.47,-0.204,0
0.586,2.283,1.34,-0.367,-0.168,0
2.239,0.958,-0.147,0.125,0.093,0
0.648,2.479,1.064,-0.317,0.0,0
0.335,1.506,2.304,-0.684,0.0,0
0.811,2.098,0.834,1.39,-0.433,0
0.072,1.116,-0.282,0.624,-0.243,0
0.144,0.858,2.303,-0.718,-0.535,0
0.252,2.304,0.993,0.561,0.251,0
0.133,0.503,1.141,0.981,0.826,0
0.147,0.817,1.534,1.705,0.0,0
0.403,2.671,-0.537,0.357,-0.154,0
0.279,1.209,2.547,-0.772,-0.377,0
1.262,2.093,-0.414,0.213,0.166,0
0.214,1.31,1.792,-0.597,-0.244,0
0.437,1.932,1.163,0.588,-0.29,0
3.632,0.732,-0.163,-0.082,-0.056,0
0.398,1.769,1.494,-0.521,-0.282,0
0.328,0.901,2.62,1.194,-0.555,0
2.059,1.637,0.746,-0.169,0.157,0
0.238,1.965,0.718,0.375,0.0,0
3.363,0.586,0.256,0.657,-0.183,0
0.659,1.461,1.744,0.666,-0.268,0
1.312,2.591,0.874,0.534,-0.175,0
1.543,1.994,-0.283,-0.126,0.103,0
0.513,3.256,-0.436,-0.268,0.322,0
1.55,2.107,0.583,0.809,0.411,0
0.173,0.375,0.527,-0.324,0.0,0
2.513,0.349,0.845,1.461,-0.371,0
0.307,2.908,-0.479,-0.19,0.205,0
0.912,1.59,-0.28,-0.121,-0.067,0
0.144,0.335,0.474,1.668,0.0,0
1.586,2.256,-0.352,0.196,-0.224,0
0.121,0.311,0.588,1.978,-0.652,0
0.34,0.428,1.703,1.236,1.018,0
0.641,1.983,0.845,-0.238,-0.123,0
0.207,0.532,0.667,1.25,2.511,0
0.727,2.657,1.16,0.417,-0.19,0
0.218,1.432,1.361,-0.408,0.337,0
-0.314,-0.724,-0.463,-0.163,-0.101,0
0.294,0.453,1.748,0.946,1.138,0
0.455,2.047,0.878,0.322,0.0,0
1.453,0.562,0.181,0.148,-0.072,0
1.134,0.882,-0.142,0.07,0.078,0
2.23,0.488,0.107,0.102,-0.044,0
0.859,1.516,0.362,0.236,-0.187,0
0.338,1.216,2.052,0.729,-0.238,0
0.213,1.032,2.25,-0.676,0.0,0
3.426,0.753,-0.143,-0.091,-0.053,0
0.898,2.733,-0.381,-0.161,-0.106,0
0.495,2.94,-0.701,0.4,-0.16,0
0.187,0.518,0.709,-0.783,1.877,0
0.165,1.198,1.256,0.469,-0.198,0
0.374,1.254,1.206,0.576,-0.215,0
0.494,1.763,1.245,0.454,0.188,0
0.122,0.434,1.069,2.338,0.0,0
0.115,0.444,-0.433,2.178,0.0,0
0.291,0.858,1.77,0.806,0.509,0
0.302,3.331,-0.664,0.32,-0.172,0
0.216,0.365,0.371,0.981,1.464,0
0.508,2.937,-0.498,0.263,-0.159,0
2.08,0.707,-0.111,-0.067,0.063,0
2.697,-0.221,0.159,0.091,0.078,0
0.64,2.462,1.133,-0.335,0.0,0
0.586,2.408,-0.62,-0.267,-0.166,0
0.34,1.238,1.114,0.45,-0.544,0
2.473,0.334,0.206,0.208,-0.063,0
0.119,0.483,0.629,2.132,-0.659,0
2.767,0.315,1.166,-0.304,0.269,0
0.134,0.681,1.628,1.01,0.56,0
1.825,0.588,0.146,0.207,-0.123,0
3.221,0.509,-0.151,0.16,-0.06,0
0.947,2.776,0.745,0.853,-0.224,0
0.308,1.825,-0.458,0.35,-0.122,0
1.482,2.23,-0.55,-0.209,-0.117,0
1.204,1.859,0.475,0.641,0.666,0
1.093,1.612,-0.366,0.528,0.511,0
0.407,1.041,1.959,-0.535,-0.257,0
0.514,2.276,-0.549,-0.189,0.132,0
0.72,1.788,-0.475,-0.227,0.303,0
0.339,1.547,1.298,-0.443,0.0,0
0.221,1.321,1.726,-0.503,-0.229,0
-0.887,0.963,-0.431,-0.154,-0.076,0
2.133,1.473,-0.194,-0.073,0.09,0
0.14,0.589,1.323,1.963,-0.621,0
3.164,-0.263,-0.098,0.069,-0.057,0
0.064,0.517,0.571,0.498,0.0,0
0.245,0.569,0.456,0.971,1.058,0
2.522,0.476,0.192,0.146,-0.051,0
2.072,0.268,-0.11,0.081,-0.082,0
0.27,0.667,1.827,1.038,-0.456,0
0.131,0.482,0.482,0.916,0.899,0
0.242,0.859,2.259,-0.688,0.0,0
1.408,1.792,-0.344,-0.124,-0.081,0
0.252,1.133,2.402,-0.701,0.0,0
3.367,0.66,0.941,-0.242,-0.095,0
0.231,1.302,1.354,-0.474,-0.239,0
0.433,0.595,0.98,2.318,-0.762,0
0.404,2.028,-0.358,-0.176,-0.096,0
1.776,1.123,-0.177,-0.071,0.073,0
1.622,1.335,-0.202,0.13,0.151,0
0.486,1.088,2.141,1.099,0.467,0
3.041,0.446,-0.122,0.089,0.077,0
0.437,1.435,0.502,0.303,0.0,0
0.456,2.315,1.872,0.703,-0.293,0
0.928,1.866,1.028,-0.282,-0.136,0
0.58,1.03,2.133,-0.391,0.541,0
0.347,0.487,1.899,1.298,0.693,0
0.219,1.133,2.676,-0.736,-0.438,0
0.189,0.533,0.612,1.954,0.987,0
0.273,1.623,-0.435,0.226,-0.093,0
1.54,2.122,-0.36,-0.388,0.815,0
0.262,0.729,0.839,1.728,0.0,0
0.192,1.173,2.29,-0.695,-0.374,0
0.154,0.532,0.93,1.668,-0.542,0
2.763,1.039,0.479,0.679,-0.163,0
0.628,1.575,-0.285,0.148,-0.066,0
0.295,1.164,2.828,-0.662,0.0,0
0.355,1.684,1.279,0.477,-0.231,0
0.074,0.307,0.355,-0.594,0.0,0
0.466,2.707,-0.678,0.617,1.006,0
0.626,2.317,0.766,0.411,-0.305,0
0.234,0.854,2.599,-0.725,0.549,0
1.542,0.721,-0.098,-0.051,0.052,0
2.437,1.018,-0.281,0.182,0.2,0
0.179,0.448,1.268,1.786,-0.631,0
2.299,0.98,0.783,-0.217,0.221,0
1.203,2.741,0.944,0.313,-0.141,0
1.565,2.359,-0.363,-0.156,0.145,0
1.181,1.305,0.699,1.809,-0.499,0
0.253,2.692,-0.521,0.274,0.166,0
1.099,2.428,-0.398,-0.169,-0.112,0
1.336,1.061,1.238,1.11,0.683,0
1.237,1.274,-0.234,-0.1,-0.061,0
0.442,2.568,0.851,0.469,-0.275,0
0.363,0.994,2.446,-0.692,-0.384,0
0.468,2.591,-0.455,-0.238,-0.121,0
0.693,1.99,-0.31,0.179,-0.114,0
0.24,1.01,0.396,0.449,0.561,0
0.35,1.14,1.252,0.763,-0.211,0
0.563,2.441,1.527,-0.485,0.0,0
0.044,0.301,0.313,0.459,-0.43,0
0.27,1.316,1.876,-0.723,-0.384,0
2.898,-0.254,0.12,0.135,-0.06,0
1.033,1.105,-0.254,-0.101,0.0,0
0.229,1.178,1.965,-0.581,0.0,0
0.183,0.928,2.273,0.965,0.0,0
0.739,1.87,-0.32,-0.148,-0.084,0
2.986,0.818,-0.128,0.094,0.065,0
1.715,1.682,0.6,1.275,-0.375,0
0.369,3.048,0.828,0.7,0.0,0
2.662,0.624,0.444,1.052,-0.295,0
1.23,1.569,0.535,0.332,0.285,0
0.724,3.408,-0.449,-0.215,0.169,0
1.21,2.364,-0.326,-0.155,0.235,0
2.321,0.483,0.174,0.106,0.105,0
0.24,1.547,0.664,0.275,0.172,0
0.253,0.406,0.468,1.567,1.672,0
0.183,1.414,2.471,-0.728,0.0,0
0.21,1.452,0.79,0.63,0.0,0
0.136,0.679,0.46,0.663,0.73,0
0.306,1.004,2.947,-0.928,0.0,0
2.095,0.66,-0.09,0.068,-0.04,0
2.676,0.308,0.45,0.983,-0.226,0
0.394,0.949,2.304,1.511,-0.516,0
3.537,0.411,-0.117,-0.073,0.066,0
1.233,1.407,0.373,0.184,0.117,0
0.807,2.062,-0.51,-0.187,-0.112,0
1.547,1.178,-0.218,0.128,0.071,0
0.509,0.399,0.665,-0.156,0.0,0
0.301,1.011,2.416,-0.696,0.379,0
0.141,0.281,0.457,1.052,1.666,0
0.299,1.503,2.744,-0.632,0.0,0
0.517,2.602,1.078,0.534,-0.177,0
0.356,3.227,-0.407,0.395,0.814,0
0.352,1.16,1.638,0.621,-0.535,0
1.26,0.695,-0.122,0.112,0.109,0
2.967,0.918,0.8,0.266,-0.115,0
0.337,1.919,0.578,0.274,0.113,0
0.453,1.694,1.49,0.667,0.0,0
0.518,1.251,-0.303,-0.118,-0.073,0
0.266,2.584,0.739,0.408,-0.143,0
0.498,3.28,-0.608,-0.242,0.0,0
2.15,0.376,0.261,-0.065,0.0,0
2.911,0.613,0.201,0.093,0.079,0
1.875,2.182,0.752,-0.222,0.152,0
0.42,0.333,0.743,1.17,1.056,0
0.691,2.603,-0.49,-0.351,1.17,0
0.636,0.8,1.945,0.737,0.362,0
1.18,0.843,0.243,0.104,0.104,0
2.367,0.283,0.158,0.156,-0.06,0
1.039,2.521,-0.385,-0.156,-0.107,0
0.434,1.224,-0.374,-0.228,0.183,0
0.982,2.68,-0.574,0.265,0.168,0
0.637,3.102,-0.465,-0.27,-0.21,0
0.591,2.437,1.02,-0.387,-0.174,0
0.25,1.016,3.155,-0.745,-0.363,0
0.309,2.255,0.725,0.299,-0.229,0
1.017,1.05,0.256,0.202,-0.089,0
1.086,1.163,-0.272,-0.118,-0.06,0
0.151,0.577,1.302,1.116,0.0,0
1.001,1.491,-0.225,-0.094,0.095,0
1.494,0.721,-0.143,0.151,0.112,0
2.115,0.421,0.154,0.121,-0.149,0
2.309,1.809,-0.363,0.917,-0.26,0
0.14,0.58,1.436,1.811,-0.513,0
2.935,0.724,1.313,-0.259,-0.104,0
3.542,0.562,0.413,-0.096,-0.055,0
0.273,2.018,1.768,0.697,0.0,0
0.439,2.04,0.663,0.454,0.0,0
1.132,1.404,-0.221,-0.1,0.087,0
0.22,1.013,2.32,1.102,-0.359,0
1.022,1.836,-0.349,0.236,-0.167,0
1.347,2.597,-0.453,-0.2,-0.113,0
1.091,2.127,-0.37,0.254,-0.152,0
0.252,2.056,0.794,0.26,0.168,0
0.076,0.423,1.138,1.862,0.0,0
0.111,0.299,0.404,0.694,0.0,0
0.259,0.688,0.77,-1.048,0.0,0
1.444,1.336,0.326,-0.104,0.12,0
0.071,0.312,0.521,0.439,0.422,0
0.232,1.298,1.482,-0.482,-0.259,0
2.51,-0.217,0.213,0.159,-0.092,0
3.359,0.476,1.096,-0.264,-0.097,0
0.266,1.04,2.761,-0.833,0.651,0
0.872,2.166,0.597,-0.248,1.372,0
1.0,1.795,0.35,0.242,-0.164,0
0.496,2.197,1.185,0.405,-0.195,0
0.692,2.444,-0.529,-0.199,0.0,0
0.125,0.295,0.459,0.62,-0.96,0
0.157,0.985,2.493,-0.747,0.0,0
2.741,0.927,1.029,-0.273,-0.117,0
1.836,0.751,0.152,0.134,-0.158,0
2.558,0.56,0.572,0.476,0.341,0
0.324,1.101,2.536,1.192,-0.406,0
0.327,1.764,0.575,0.277,-0.096,0
2.013,2.143,-0.487,0.522,0.291,0
0.899,2.203,-0.392,-0.202,0.25,0
0.559,2.887,-0.677,0.487,0.942,0
3.773,-0.306,-0.128,-0.087,-0.065,0
1.517,1.41,-0.229,0.134,-0.08,0
3.624,-0.245,0.444,0.171,-0.069,0
0.152,1.282,0.796,0.335,0.0,0
0.086,0.464,0.309,0.495,0.921,0
0.231,1.764,1.438,1.052,-0.489,0
0.231,1.78,1.658,0.697,0.361,0
0.312,2.136,-0.335,-0.184,-0.108,0
0.398,1.547,1.228,0.466,-0.268,0
1.413,2.811,0.737,-0.216,-0.131,0
0.536,2.885,1.008,0.451,0.0,0
3.046,0.977,-0.226,0.142,0.246,0
0.246,0.477,1.836,0.926,0.48,0
1.724,2.823,-0.384,-0.127,-0.075,0
1.246,2.402,-0.509,-0.18,0.0,0
0.268,2.019,1.212,0.629,0.0,0
2.185,0.637,-0.117,0.104,0.063,0
0.983,1.108,0.327,-0.082,0.062,0
2.586,0.614,0.19,0.162,0.101,0
1.177,2.212,1.194,0.66,-0.401,0
0.223,1.086,2.658,-0.944,0.0,0
0.205,0.549,0.782,1.773,-0.534,0
0.194,1.262,1.72,0.754,0.0,0
0.211,0.538,0.841,2.189,0.0,0
0.519,2.216,-0.407,-0.173,-0.095,0
1.7,2.193,0.514,0.222,-0.132,0
0.736,2.022,-0.329,0.179,0.123,0
0.898,1.405,-0.344,-0.113,0.0,0
0.152,0.824,1.225,2.058,0.0,0
1.264,2.951,-0.463,-0.179,-0.133,0
1.669,1.822,-0.334,-0.116,-0.094,0
0.73,2.928,-0.496,-0.189,-0.133,0
0.635,3.054,0.796,0.31,0.201,0
0.577,2.804,-0.435,1.197,-0.349,0
1.009,2.476,-0.405,0.426,1.02,0
0.899,1.904,-0.411,0.367,1.19,0
0.403,1.292,2.157,-0.682,0.0,0
0.42,1.985,-0.373,0.448,0.49,0
0.642,2.074,-0.419,-0.181,-0.104,0
1.188,2.725,-0.47,-0.186,0.39,0
2.389,0.639,-0.107,0.13,-0.053,0
0.189,0.548,0.918,1.984,-0.614,0
0.415,2.713,-0.637,0.789,0.885,0
0.532,1.963,-0.355,0.191,-0.122,0
3.21,1.435,-0.182,-0.086,-0.06,0
1.341,1.174,-0.283,-0.098,0.077,0
2.92,0.446,-0.105,0.08,-0.049,0
0.237,0.536,0.755,2.177,-0.769,0
1.207,1.059,-0.208,-0.083,-0.055,0
0.342,2.526,0.737,-0.533,0.0,0
0.773,2.152,-0.639,-0.244,0.185,0
0.356,1.503,1.271,-0.396,-0.193,0
0.967,2.689,-0.413,-0.337,0.813,0
0.743,0.576,1.672,1.092,0.594,0
0.25,0.344,0.711,2.158,0.0,0
0.698,2.98,0.826,-0.307,-0.158,0
1.555,2.057,-0.42,0.286,0.848,0
0.737,3.178,-0.741,0.437,0.186,0
