@RELATION myRel

@ATTRIBUTE Pulse1 NUMERIC
@ATTRIBUTE Pulse3 NUMERIC
@ATTRIBUTE Pulse4 NUMERIC
@ATTRIBUTE Pulse5 NUMERIC
@ATTRIBUTE Pulse6 NUMERIC
@ATTRIBUTE Pulse7 NUMERIC
@ATTRIBUTE Pulse8 NUMERIC
@ATTRIBUTE Pulse9 NUMERIC
@ATTRIBUTE Pulse10 NUMERIC
@ATTRIBUTE Pulse11 NUMERIC
@ATTRIBUTE Pulse12 NUMERIC
@ATTRIBUTE Pulse13 NUMERIC
@ATTRIBUTE Pulse14 NUMERIC
@ATTRIBUTE Pulse15 NUMERIC
@ATTRIBUTE Pulse16 NUMERIC
@ATTRIBUTE Pulse17 NUMERIC
@ATTRIBUTE Pulse18 NUMERIC
@ATTRIBUTE Pulse19 NUMERIC
@ATTRIBUTE Pulse20 NUMERIC
@ATTRIBUTE Pulse21 NUMERIC
@ATTRIBUTE Pulse22 NUMERIC
@ATTRIBUTE Pulse23 NUMERIC
@ATTRIBUTE Pulse24 NUMERIC
@ATTRIBUTE Pulse25 NUMERIC
@ATTRIBUTE Pulse26 NUMERIC
@ATTRIBUTE Pulse27 NUMERIC
@ATTRIBUTE Pulse28 NUMERIC
@ATTRIBUTE Pulse29 NUMERIC
@ATTRIBUTE Pulse30 NUMERIC
@ATTRIBUTE Pulse31 NUMERIC
@ATTRIBUTE Pulse32 NUMERIC
@ATTRIBUTE Pulse33 NUMERIC
@ATTRIBUTE Pulse34 NUMERIC
@ATTRIBUTE Class {g, b}

@DATA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,0.059,-0.008,0.067,0.008,0.0,-0.011,0.006,-0.039,0.017,-0.075,-0.006,0.053,0.064,-0.034,0.0,0.095,-0.064,0.075,-0.047,0.025,0.028,-0.006,0.008,0.006,0.103,-0.008,0.031,-0.003,0.045,0.0,0.047,-0.034,b
1.0,-0.267,0.4,-0.273,0.122,-0.178,-0.044,0.062,-0.069,0.045,0.026,-0.009,0.027,-0.016,-0.002,-0.001,-0.009,0.005,-0.002,0.001,0.002,-0.001,0.001,-0.001,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,b
1.0,-0.205,0.288,0.23,0.1,0.282,0.318,0.322,0.35,0.363,-0.346,0.092,0.275,-0.095,0.21,-0.088,0.235,-0.342,0.314,-0.48,-0.08,0.299,0.332,-0.58,-0.24,0.322,-0.285,-0.47,0.185,-0.271,-0.312,0.404,0.03,b
1.0,1.0,-0.148,1.0,0.049,0.574,-0.016,0.656,0.016,0.852,-0.033,0.721,0.0,0.689,-0.164,0.197,-0.148,0.656,-0.172,0.672,0.033,1.0,-0.295,0.311,-0.344,0.524,-0.203,0.328,-0.033,0.279,-0.443,0.492,-0.066,b
1.0,0.727,-0.05,0.892,0.035,1.0,0.727,0.664,-0.059,0.482,-0.168,0.818,0.096,0.568,1.0,0.505,0.218,0.668,0.1,1.0,-0.3,0.986,-1.0,0.573,0.327,0.57,0.147,0.423,0.082,0.489,0.146,1.0,1.0,b
1.0,1.0,-0.055,1.0,-1.0,0.5,-0.111,0.361,-0.222,1.0,-0.257,0.167,-0.111,1.0,-0.347,1.0,-0.389,1.0,-0.429,0.0,-0.25,1.0,-0.503,1.0,-0.278,1.0,-0.571,1.0,-0.278,1.0,-0.632,1.0,-0.659,b
1.0,0.946,-0.027,-1.0,0.261,-0.364,0.356,0.693,-0.634,1.0,-0.034,-0.29,-0.006,-0.549,0.155,0.919,-0.463,1.0,-0.504,-0.297,-0.315,-0.739,0.374,0.839,-0.467,0.522,-0.581,1.0,-0.614,-0.096,0.205,-0.061,0.419,b
1.0,0.659,-0.629,0.0,0.0,0.0,0.0,0.773,1.0,1.0,-0.28,0.0,0.0,0.0,0.0,0.621,-0.227,0.841,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-0.939,-0.129,-0.932,0.0,0.0,0.0,0.0,b
1.0,0.694,0.389,0.0,0.0,-0.329,0.698,0.0,0.0,0.0,0.0,0.0,0.0,0.206,-0.242,0.21,0.194,0.464,0.782,0.0,0.0,0.0,0.0,0.734,0.274,0.762,0.635,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,-0.542,0.149,-0.337,0.734,0.52,-0.139,0.319,-0.068,0.207,-0.152,0.474,0.09,0.563,-0.155,0.164,0.452,0.337,0.034,0.505,0.071,-0.638,-0.616,1.0,0.656,0.413,-0.401,-0.152,0.111,0.024,0.558,0.526,-0.09,b
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.477,-0.891,-0.515,0.455,-0.955,0.286,0.647,1.0,0.0,0.0,0.0,0.0,0.62,0.203,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,b
1.0,0.509,-0.94,1.0,0.267,-0.035,-1.0,1.0,-1.0,0.437,-1.0,0.0,0.0,-1.0,-0.343,-0.377,0.036,1.0,-1.0,0.0,0.0,0.0,0.0,-0.163,0.922,0.398,0.265,0.0,0.0,1.0,0.232,0.0,0.0,b
0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,-1.0,1.0,-1.0,b
0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,b
1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.253,1.0,0.233,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,b
1.0,-1.0,0.281,0.222,0.15,-0.757,-0.71,-0.307,0.712,-1.0,1.0,-0.817,0.34,-0.791,-0.026,-0.98,-0.83,-0.601,-0.542,-0.046,-0.83,0.941,-0.941,-1.0,-0.431,0.744,0.092,-1.0,0.052,0.183,0.026,-0.402,-0.482,b
1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,0.438,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,b
0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,b
0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.656,0.0,0.0,1.0,-1.0,b
1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.625,1.0,-0.75,-0.75,1.0,1.0,1.0,b
0.0,0.0,0.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-0.312,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,b
0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,b
1.0,1.0,-0.095,-1.0,-1.0,-1.0,-1.0,1.0,0.317,0.813,0.762,-1.0,-1.0,-1.0,1.0,0.474,1.0,1.0,1.0,0.688,-1.0,-1.0,-1.0,0.829,0.365,1.0,1.0,1.0,0.508,-1.0,-0.325,-1.0,0.728,b
1.0,1.0,-0.006,1.0,-0.098,1.0,-0.076,1.0,-0.106,1.0,-0.111,1.0,-0.395,1.0,-0.156,0.921,-0.319,0.865,-0.345,0.917,-0.441,0.961,-0.469,0.819,-0.404,0.827,-0.422,0.758,-0.382,0.804,-0.406,0.744,-0.45,g
1.0,0.985,-0.027,0.981,-0.041,1.0,-0.076,0.987,0.015,0.953,-0.026,0.985,-0.075,0.994,-0.071,0.974,-0.095,0.973,-0.122,0.993,-0.053,0.953,-0.089,0.974,-0.083,0.967,-0.129,0.935,-0.149,0.971,-0.158,0.968,-0.188,g
1.0,0.98,0.001,1.0,0.0,0.99,-0.001,0.947,0.024,0.977,0.021,0.979,0.031,0.992,0.023,0.939,0.057,0.936,0.053,0.977,0.055,1.0,0.062,0.942,0.081,0.967,0.073,0.957,0.081,0.982,0.081,0.972,0.086,g
1.0,0.952,0.023,0.938,-0.013,0.935,0.012,0.967,-0.017,0.969,0.005,0.957,-0.031,0.953,-0.004,0.995,-0.027,0.998,0.018,0.936,-0.05,0.938,-0.024,0.971,-0.045,0.962,-0.016,0.974,0.019,0.954,-0.034,0.958,0.008,g
1.0,0.881,0.0,0.948,-0.027,0.936,-0.012,0.902,0.018,0.902,0.018,0.939,0.009,0.957,0.003,1.0,0.027,0.942,-0.012,0.909,0.024,0.915,0.055,0.997,0.049,0.897,0.022,0.909,0.009,1.0,0.055,0.976,-0.012,g
1.0,0.941,0.119,0.857,0.01,0.851,0.015,0.77,-0.003,0.845,0.109,0.833,0.03,0.827,0.035,0.748,0.019,0.8,0.024,0.809,0.049,0.803,0.054,0.773,0.022,0.791,0.062,0.859,0.093,0.779,0.071,0.773,0.075,g
1.0,0.683,0.054,0.848,0.002,0.843,0.003,0.843,0.099,0.758,0.041,0.819,0.006,0.807,0.007,0.806,-0.124,0.779,-0.035,0.764,0.009,0.746,0.01,0.796,-0.042,0.708,0.011,0.622,0.116,0.666,0.012,0.644,0.012,g
1.0,0.623,-0.035,0.591,0.005,0.604,-0.075,0.632,0.01,0.625,-0.075,0.67,0.072,0.629,-0.084,0.675,0.091,0.671,0.0,0.59,0.101,0.501,0.031,0.659,0.141,0.605,0.02,0.514,0.045,0.617,-0.01,0.614,-0.091,g
1.0,0.619,0.108,0.707,-0.069,0.704,0.017,0.743,0.002,0.71,0.158,0.716,-0.002,0.798,0.066,0.837,-0.166,0.687,-0.091,0.625,-0.013,0.61,0.117,0.713,-0.095,0.698,-0.017,0.633,0.048,0.789,-0.051,0.652,-0.047,g
1.0,0.826,0.082,0.791,-0.082,0.904,-0.018,0.929,0.011,0.801,0.089,0.947,-0.007,0.943,0.0,0.933,0.202,0.95,-0.007,0.915,0.007,0.805,0.071,0.911,0.16,0.895,0.082,0.777,0.067,0.926,0.181,0.926,0.0,g
1.0,0.906,-0.017,0.981,-0.02,0.957,-0.036,0.857,0.001,0.897,-0.033,0.891,-0.014,0.906,-0.045,0.914,-0.009,0.808,-0.129,0.887,0.012,0.922,-0.023,0.91,-0.021,0.891,-0.078,0.83,-0.172,0.96,-0.038,0.874,-0.162,g
1.0,0.996,0.065,1.0,-0.012,0.978,0.025,0.961,0.023,0.993,0.078,0.893,0.103,0.942,0.053,0.888,0.111,0.861,0.086,0.816,0.118,0.837,0.144,0.813,0.134,0.795,0.136,0.791,0.154,0.771,0.159,0.709,0.12,g
