@RELATION myRel

@ATTRIBUTE Pulse1 NUMERIC
@ATTRIBUTE Pulse3 NUMERIC
@ATTRIBUTE Pulse4 NUMERIC
@ATTRIBUTE Pulse5 NUMERIC
@ATTRIBUTE Pulse6 NUMERIC
@ATTRIBUTE Pulse7 NUMERIC
@ATTRIBUTE Pulse8 NUMERIC
@ATTRIBUTE Pulse9 NUMERIC
@ATTRIBUTE Pulse10 NUMERIC
@ATTRIBUTE Pulse11 NUMERIC
@ATTRIBUTE Pulse12 NUMERIC
@ATTRIBUTE Pulse13 NUMERIC
@ATTRIBUTE Pulse14 NUMERIC
@ATTRIBUTE Pulse15 NUMERIC
@ATTRIBUTE Pulse16 NUMERIC
@ATTRIBUTE Pulse17 NUMERIC
@ATTRIBUTE Pulse18 NUMERIC
@ATTRIBUTE Pulse19 NUMERIC
@ATTRIBUTE Pulse20 NUMERIC
@ATTRIBUTE Pulse21 NUMERIC
@ATTRIBUTE Pulse22 NUMERIC
@ATTRIBUTE Pulse23 NUMERIC
@ATTRIBUTE Pulse24 NUMERIC
@ATTRIBUTE Pulse25 NUMERIC
@ATTRIBUTE Pulse26 NUMERIC
@ATTRIBUTE Pulse27 NUMERIC
@ATTRIBUTE Pulse28 NUMERIC
@ATTRIBUTE Pulse29 NUMERIC
@ATTRIBUTE Pulse30 NUMERIC
@ATTRIBUTE Pulse31 NUMERIC
@ATTRIBUTE Pulse32 NUMERIC
@ATTRIBUTE Pulse33 NUMERIC
@ATTRIBUTE Pulse34 NUMERIC
@ATTRIBUTE Class {g, b}

@DATA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,0.055,0.014,-0.026,0.046,0.014,0.046,-0.078,0.009,0.017,-0.066,-0.037,0.043,-0.083,-0.046,-0.095,0.08,-0.04,0.052,0.02,0.023,-0.037,-0.011,0.032,-0.009,0.009,0.017,0.026,0.011,0.026,0.011,-0.046,-0.006,b
1.0,-0.656,0.156,0.062,0.0,0.0,0.062,0.625,0.062,0.188,0.0,-0.031,0.094,0.062,0.0,0.156,-0.156,0.438,-0.375,0.0,-0.094,0.0,0.0,0.031,-0.469,0.031,0.0,-0.719,0.031,-0.031,0.0,0.0,0.094,b
1.0,0.419,0.125,0.35,0.125,0.232,0.28,-0.036,0.443,0.045,0.362,-0.191,0.336,-0.134,0.273,0.027,0.405,-0.348,0.127,-0.2,0.051,-0.186,0.364,-0.14,-0.048,-0.1,-0.071,-1.0,-1.0,-0.029,-0.075,-0.005,-0.063,b
1.0,0.0,0.0,0.989,-0.227,0.189,-0.054,0.0,0.0,0.932,0.073,1.0,-0.2,1.0,0.07,1.0,-0.114,0.0,0.0,1.0,-0.211,1.0,-0.416,0.0,0.0,1.0,-0.176,0.0,0.0,1.0,-0.259,0.289,-0.157,b
1.0,0.853,0.054,1.0,0.081,1.0,1.0,0.915,-0.008,0.837,0.039,1.0,0.272,1.0,1.0,0.814,0.047,0.907,0.116,1.0,0.507,1.0,-1.0,0.806,0.039,1.0,0.716,0.845,0.07,1.0,0.873,1.0,1.0,b
1.0,0.713,-0.026,0.413,-0.231,0.98,-0.095,0.997,-0.102,1.0,-0.11,0.59,1.0,0.837,-1.0,0.823,-0.179,0.808,-0.283,-0.259,0.927,0.519,0.055,0.655,-0.204,0.931,-0.413,0.638,-0.219,0.861,-0.874,-0.232,-1.0,b
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622,1.0,0.0,0.0,0.0,0.0,0.366,-0.72,0.561,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,0.427,-0.5,0.0,0.0,0.0,0.0,0.465,0.51,0.59,0.021,0.0,0.0,0.0,0.0,0.165,-0.454,0.592,-0.183,0.0,0.0,0.0,0.0,0.988,-0.408,-1.0,-1.0,-0.279,-0.756,0.0,0.0,0.0,0.0,b
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
