@RELATION myRel

@ATTRIBUTE Pulse1 NUMERIC
@ATTRIBUTE Pulse3 NUMERIC
@ATTRIBUTE Pulse4 NUMERIC
@ATTRIBUTE Pulse5 NUMERIC
@ATTRIBUTE Pulse6 NUMERIC
@ATTRIBUTE Pulse7 NUMERIC
@ATTRIBUTE Pulse8 NUMERIC
@ATTRIBUTE Pulse9 NUMERIC
@ATTRIBUTE Pulse10 NUMERIC
@ATTRIBUTE Pulse11 NUMERIC
@ATTRIBUTE Pulse12 NUMERIC
@ATTRIBUTE Pulse13 NUMERIC
@ATTRIBUTE Pulse14 NUMERIC
@ATTRIBUTE Pulse15 NUMERIC
@ATTRIBUTE Pulse16 NUMERIC
@ATTRIBUTE Pulse17 NUMERIC
@ATTRIBUTE Pulse18 NUMERIC
@ATTRIBUTE Pulse19 NUMERIC
@ATTRIBUTE Pulse20 NUMERIC
@ATTRIBUTE Pulse21 NUMERIC
@ATTRIBUTE Pulse22 NUMERIC
@ATTRIBUTE Pulse23 NUMERIC
@ATTRIBUTE Pulse24 NUMERIC
@ATTRIBUTE Pulse25 NUMERIC
@ATTRIBUTE Pulse26 NUMERIC
@ATTRIBUTE Pulse27 NUMERIC
@ATTRIBUTE Pulse28 NUMERIC
@ATTRIBUTE Pulse29 NUMERIC
@ATTRIBUTE Pulse30 NUMERIC
@ATTRIBUTE Pulse31 NUMERIC
@ATTRIBUTE Pulse32 NUMERIC
@ATTRIBUTE Pulse33 NUMERIC
@ATTRIBUTE Pulse34 NUMERIC
@ATTRIBUTE Class {g, b}

@DATA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,0.02,0.007,0.041,-0.008,0.021,0.011,0.011,0.044,0.003,0.001,0.02,-0.031,-0.02,0.061,-0.041,0.027,-0.024,-0.004,0.044,-0.025,0.018,0.0,0.0,-0.013,0.018,-0.011,0.006,-0.016,-0.017,-0.024,0.007,0.0,b
1.0,0.186,-0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,-0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051,-0.066,0.079,0.09,0.173,-0.109,0.125,0.096,0.026,-0.048,0.168,0.196,b
1.0,0.385,0.156,0.412,0.074,0.265,0.241,0.233,0.132,0.195,0.253,0.245,0.37,0.089,0.23,-0.039,0.37,0.051,0.249,0.249,0.097,0.078,0.3,-0.025,0.285,-0.06,0.263,-0.148,0.148,-0.093,0.311,-0.191,0.288,b
1.0,0.436,-0.127,0.582,-0.145,0.182,-0.673,0.345,-0.036,0.291,-0.055,0.291,0.291,0.364,-0.418,0.2,-0.018,0.364,0.055,0.127,0.491,0.618,0.164,0.327,0.164,0.411,-0.07,0.345,-0.055,0.127,-0.364,0.291,-0.291,b
1.0,0.848,0.106,1.0,0.391,1.0,-1.0,0.669,0.084,1.0,0.27,1.0,0.606,1.0,0.355,1.0,0.027,0.584,-0.43,1.0,0.635,0.891,0.266,0.91,-0.333,1.0,0.159,0.377,-0.019,1.0,0.225,1.0,0.374,b
1.0,0.392,-0.063,0.975,0.043,1.0,1.0,0.358,0.153,0.545,0.131,0.616,-0.821,0.578,0.679,0.668,-0.104,0.466,-0.116,0.656,0.148,0.832,0.455,0.47,0.164,0.493,0.146,0.325,-0.026,0.391,0.135,0.344,0.128,b
1.0,0.393,0.524,-0.788,0.113,-0.166,-0.764,0.667,0.012,0.821,0.405,-0.672,0.307,-0.348,-0.637,0.464,0.155,0.548,0.06,-0.518,0.45,-0.477,-0.476,0.321,0.702,0.52,0.388,0.571,0.393,-0.549,-0.299,0.254,-0.558,b
1.0,0.284,-0.318,0.0,0.0,0.682,-1.0,0.307,0.958,0.644,0.064,0.348,-0.848,0.0,0.0,0.591,-0.36,0.451,-0.807,0.0,0.0,0.0,0.0,0.242,0.178,1.0,-0.239,0.061,-0.485,0.163,-0.701,0.0,0.0,b
1.0,0.253,0.359,0.0,0.0,-0.296,-1.0,0.0,0.0,0.076,-0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.681,-0.2,0.337,-0.104,0.357,0.056,-1.0,0.0,0.0,0.063,-1.0,0.0,0.0,b
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.373,-0.12,-0.12,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,b
1.0,0.0,0.0,-1.0,-0.628,1.0,0.511,0.08,-0.234,-1.0,-0.362,0.128,-0.59,1.0,-1.0,0.0,0.0,0.83,-0.08,-0.25,1.0,0.17,-0.707,0.0,0.0,-0.191,-0.468,-0.223,-0.489,0.745,0.904,-0.676,0.457,b
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,b
1.0,-1.0,-1.0,0.0,0.0,0.508,-0.785,0.606,0.329,-1.0,-0.414,0.0,0.0,0.0,0.0,1.0,-0.267,0.365,-0.635,0.971,-1.0,-1.0,-1.0,1.0,-0.596,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,b
1.0,1.0,-0.452,1.0,1.0,0.712,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.145,0.541,-0.393,-1.0,-0.545,-0.7,1.0,0.0,0.0,1.0,0.907,0.516,1.0,1.0,-0.201,0.257,1.0,-0.324,1.0,b
1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.018,1.0,-1.0,1.0,1.0,1.0,-0.856,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-0.791,1.0,1.0,1.0,1.0,b
0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,b
0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,b
1.0,0.369,-1.0,-1.0,-1.0,-0.077,1.0,1.0,0.95,0.746,-0.387,-1.0,-0.793,-0.097,1.0,0.487,0.465,0.318,-0.275,-0.143,-0.202,-0.12,0.069,0.03,0.066,0.034,-0.012,-0.004,-0.017,-0.008,0.001,0.0,0.003,b
0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,b
1.0,-0.643,-1.0,1.0,0.829,1.0,-1.0,1.0,-0.234,1.0,0.962,1.0,-0.377,1.0,-1.0,1.0,0.138,1.0,-1.0,1.0,-0.034,-0.843,1.0,0.538,0.857,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,b
0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,b
1.0,-0.679,-1.0,-1.0,1.0,1.0,0.633,0.035,-1.0,-1.0,-1.0,1.0,1.0,0.887,-1.0,-1.0,1.0,0.838,1.0,1.0,-1.0,-1.0,-1.0,-0.189,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.336,b
0.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-0.75,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,b
1.0,1.0,-0.163,1.0,-0.102,1.0,-0.152,1.0,-0.193,0.941,-0.352,0.957,-0.298,0.937,-0.344,0.945,-0.281,0.901,-0.434,0.86,-0.473,0.83,-0.512,0.841,-0.471,0.762,-0.584,0.657,-0.688,0.687,-0.645,0.647,-0.672,g
1.0,1.0,0.004,1.0,-0.012,1.0,-0.03,1.0,-0.07,0.978,-0.063,1.0,-0.065,0.973,-0.079,0.926,-0.137,0.942,-0.143,0.996,-0.142,0.948,-0.136,0.895,-0.209,0.891,-0.179,0.856,-0.186,0.838,-0.201,0.839,-0.208,g
1.0,1.0,0.011,1.0,0.011,1.0,0.023,0.994,-0.014,0.994,-0.002,0.983,0.023,1.0,0.009,0.976,0.008,0.979,0.017,0.98,0.007,0.981,0.021,0.971,-0.007,0.98,0.016,0.979,0.015,0.986,0.021,0.987,0.028,g
1.0,0.947,-0.0,0.932,-0.032,0.952,-0.034,0.956,0.024,0.941,0.018,0.926,0.047,0.94,-0.015,0.948,0.02,0.938,0.014,0.914,0.077,0.895,0.061,0.94,0.032,0.925,0.025,0.921,0.022,0.925,0.004,0.927,-0.006,g
1.0,1.0,-0.011,1.0,-0.027,1.0,-0.065,0.951,-0.016,0.989,-0.032,0.989,0.086,1.0,-0.065,0.951,0.092,0.978,-0.005,1.0,0.065,1.0,0.043,0.978,0.092,0.986,0.013,1.0,-0.032,1.0,0.027,1.0,-0.07,g
1.0,0.85,0.018,0.922,0.015,0.92,0.022,0.928,0.08,0.876,0.114,0.912,0.043,0.907,0.05,0.873,0.028,0.959,0.0,0.891,0.07,0.884,0.077,0.837,0.109,0.869,0.09,0.876,0.088,0.852,0.101,0.843,0.107,g
1.0,0.724,-0.011,0.797,0.011,0.8,0.002,0.79,0.011,0.784,-0.01,0.834,0.033,0.851,0.017,0.801,-0.008,0.791,-0.03,0.76,0.034,0.748,0.055,0.726,-0.015,0.78,0.006,0.741,-0.05,0.83,0.03,0.79,0.008,g
