@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
-1.59,0.322,-1.0
-1.52,0.388,-1.0
-1.43,0.245,-1.0
-1.62,0.213,-1.0
-1.7,0.422,-1.0
-1.83,0.601,-1.0
-1.69,0.706,-1.0
-1.58,0.588,-1.0
-1.52,0.506,-1.0
-1.51,0.481,-1.0
-1.6,0.632,-1.0
-1.52,0.66,-1.0
-1.6,0.682,-1.0
-1.58,0.807,-1.0
-1.49,0.738,-1.0
-1.37,0.648,-1.0
-1.28,0.559,-1.0
-1.21,0.488,-1.0
-1.14,0.488,-1.0
-1.15,0.587,-1.0
-1.15,0.729,-1.0
-1.33,0.719,-1.0
-1.42,0.83,-1.0
-1.33,0.878,-1.0
-1.3,0.867,-1.0
-1.2,0.932,-1.0
-1.04,0.937,-1.0
-1.06,1.03,-1.0
-0.978,0.931,-1.0
-1.1,0.817,-1.0
-1.19,0.814,-1.0
-1.08,0.72,-1.0
-1.02,0.675,-1.0
-0.967,0.592,-1.0
-0.961,0.755,-1.0
-0.826,0.682,-1.0
-0.869,0.634,-1.0
-0.958,0.536,-1.0
-0.704,0.71,-1.0
-0.772,0.933,-1.0
-0.83,0.993,-1.0
-0.717,1.0,-1.0
-0.63,0.949,-1.0
-0.794,1.07,-1.0
-0.753,1.18,-1.0
-0.675,1.18,-1.0
-0.634,1.26,-1.0
-0.574,1.32,-1.0
-0.636,1.35,-1.0
-0.749,1.26,-1.0
-0.819,1.26,-1.0
-0.908,1.26,-1.0
-0.951,1.39,-1.0
-0.862,1.53,-1.0
-0.869,1.38,-1.0
-0.683,1.38,-1.0
-0.617,1.61,-1.0
-0.636,1.72,-1.0
-0.337,1.66,-1.0
-0.357,1.51,-1.0
-0.259,1.52,-1.0
-0.173,1.59,-1.0
-0.071,1.63,-1.0
-0.108,1.7,-1.0
-0.142,1.65,-1.0
-0.317,1.77,-1.0
-0.434,1.98,-1.0
-0.0906,2.01,-1.0
0.132,2.0,-1.0
0.174,1.92,-1.0
0.196,1.76,-1.0
0.121,1.72,-1.0
0.0284,1.62,-1.0
-0.0482,1.52,-1.0
-0.0715,1.41,-1.0
0.13,1.41,-1.0
0.196,1.27,-1.0
0.127,1.22,-1.0
0.329,1.11,-1.0
0.415,0.986,-1.0
0.35,0.889,-1.0
0.463,0.935,-1.0
0.551,0.921,-1.0
0.637,0.984,-1.0
0.707,0.948,-1.0
0.781,0.911,-1.0
0.799,0.995,-1.0
0.781,1.08,-1.0
0.655,1.14,-1.0
0.592,1.15,-1.0
0.554,1.19,-1.0
0.544,1.22,-1.0
0.487,1.33,-1.0
0.541,1.41,-1.0
0.526,1.48,-1.0
0.479,1.48,-1.0
0.443,1.54,-1.0
0.344,1.49,-1.0
0.362,1.59,-1.0
0.387,1.71,-1.0
0.415,1.8,-1.0
0.517,1.71,-1.0
0.662,1.49,-1.0
0.8,1.56,-1.0
0.826,1.42,-1.0
0.786,1.31,-1.0
0.725,1.39,-1.0
0.613,1.35,-1.0
0.646,1.23,-1.0
0.602,1.06,-1.0
0.507,1.02,-1.0
0.468,0.986,-1.0
0.448,0.71,-1.0
0.595,0.677,-1.0
0.485,0.635,-1.0
0.29,0.591,-1.0
0.56,0.491,-1.0
0.604,0.374,-1.0
0.745,0.366,-1.0
0.858,0.399,-1.0
0.746,0.441,-1.0
0.685,0.546,-1.0
0.804,0.6,-1.0
0.869,0.576,-1.0
0.974,0.512,-1.0
1.01,0.446,-1.0
1.07,0.441,-1.0
1.07,0.512,-1.0
1.19,0.554,-1.0
1.18,0.585,-1.0
1.14,0.607,-1.0
1.16,0.654,-1.0
1.31,0.628,-1.0
1.3,0.739,-1.0
1.24,0.79,-1.0
1.15,0.824,-1.0
1.05,0.776,-1.0
0.99,0.771,-1.0
0.986,0.843,-1.0
1.08,0.839,-1.0
1.05,0.701,-1.0
1.06,0.629,-1.0
1.09,0.6,-1.0
0.991,0.594,-1.0
0.973,0.653,-1.0
0.933,0.711,-1.0
0.915,0.611,-1.0
0.949,0.422,-1.0
0.934,0.32,-1.0
0.914,0.26,-1.0
1.0,0.254,-1.0
1.1,0.253,-1.0
1.18,0.334,-1.0
1.19,0.289,-1.0
1.27,0.301,-1.0
1.41,0.258,-1.0
1.45,0.211,-1.0
1.34,0.0998,-1.0
1.29,0.153,-1.0
1.31,0.208,-1.0
1.24,0.273,-1.0
1.19,0.19,-1.0
1.14,0.148,-1.0
1.02,0.0975,-1.0
0.909,0.118,-1.0
0.983,0.203,-1.0
1.19,0.115,-1.0
1.21,0.00827,-1.0
1.22,-0.0466,-1.0
1.08,0.0163,-1.0
1.29,0.0437,-1.0
1.36,-0.117,-1.0
1.22,-0.159,-1.0
1.23,-0.0874,-1.0
1.28,-0.236,-1.0
1.35,-0.25,-1.0
1.46,-0.14,-1.0
1.44,-0.0447,-1.0
1.44,0.0946,-1.0
1.6,0.0487,-1.0
1.67,0.0877,-1.0
1.78,0.272,-1.0
1.74,0.577,-1.0
1.55,0.482,-1.0
1.36,0.482,-1.0
1.42,0.374,-1.0
1.52,0.356,-1.0
1.58,0.206,-1.0
1.77,0.109,-1.0
1.71,0.0217,-1.0
1.55,-0.0305,-1.0
1.57,-0.0786,-1.0
1.62,-0.131,-1.0
1.49,-0.156,-1.0
1.51,-0.355,-1.0
1.66,-0.384,-1.0
1.59,-0.522,-1.0
1.7,-0.489,-1.0
1.79,-0.459,-1.0
1.94,-0.65,-1.0
1.8,-0.811,-1.0
1.55,-0.649,-1.0
1.35,-0.518,-1.0
1.43,-0.366,-1.0
1.27,-0.441,-1.0
1.22,-0.345,-1.0
1.21,-0.271,-1.0
1.14,-0.0829,-1.0
1.0,-0.0897,-1.0
1.02,0.0541,-1.0
0.73,-0.37,-1.0
0.722,0.153,-1.0
1.05,0.397,-1.0
1.12,0.375,-1.0
1.11,0.431,-1.0
1.18,0.392,-1.0
1.29,0.337,-1.0
1.33,0.406,-1.0
