@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
-1.57,0.378,-1.0
-1.51,0.384,-1.0
-1.59,0.176,-1.0
-1.74,0.254,-1.0
-1.77,0.457,-1.0
-1.8,0.676,-1.0
-1.67,0.672,-1.0
-1.55,0.588,-1.0
-1.52,0.497,-1.0
-1.58,0.456,-1.0
-1.57,0.629,-1.0
-1.53,0.679,-1.0
-1.63,0.728,-1.0
-1.59,0.763,-1.0
-1.48,0.74,-1.0
-1.37,0.645,-1.0
-1.29,0.511,-1.0
-1.2,0.455,-1.0
-1.12,0.494,-1.0
-1.17,0.586,-1.0
-1.18,0.732,-1.0
-1.34,0.717,-1.0
-1.39,0.862,-1.0
-1.33,0.897,-1.0
-1.25,0.857,-1.0
-1.14,0.915,-1.0
-1.05,0.966,-1.0
-1.04,1.04,-1.0
-0.999,0.906,-1.0
-1.1,0.811,-1.0
-1.21,0.778,-1.0
-1.07,0.707,-1.0
-1.03,0.654,-1.0
-0.96,0.644,-1.0
-0.93,0.758,-1.0
-0.835,0.671,-1.0
-0.869,0.625,-1.0
-0.989,0.48,-1.0
-0.699,0.755,-1.0
-0.783,0.931,-1.0
-0.807,0.992,-1.0
-0.738,1.01,-1.0
-0.668,0.919,-1.0
-0.779,1.09,-1.0
-0.754,1.19,-1.0
-0.664,1.18,-1.0
-0.639,1.28,-1.0
-0.58,1.34,-1.0
-0.638,1.32,-1.0
-0.717,1.23,-1.0
-0.827,1.23,-1.0
-0.882,1.29,-1.0
-0.992,1.4,-1.0
-0.834,1.48,-1.0
-0.769,1.35,-1.0
-0.66,1.41,-1.0
-0.625,1.65,-1.0
-0.624,1.75,-1.0
-0.334,1.63,-1.0
-0.386,1.5,-1.0
-0.256,1.52,-1.0
-0.148,1.6,-1.0
-0.0819,1.64,-1.0
-0.144,1.68,-1.0
-0.192,1.66,-1.0
-0.337,1.85,-1.0
-0.424,2.01,-1.0
-0.0406,2.09,-1.0
0.149,1.98,-1.0
0.155,1.88,-1.0
0.193,1.72,-1.0
0.07,1.7,-1.0
0.00425,1.61,-1.0
-0.046,1.51,-1.0
-0.012,1.42,-1.0
0.13,1.38,-1.0
0.176,1.23,-1.0
0.206,1.19,-1.0
0.354,1.06,-1.0
0.378,0.987,-1.0
0.339,0.881,-1.0
0.489,0.904,-1.0
0.552,0.942,-1.0
0.669,0.98,-1.0
0.713,0.948,-1.0
0.786,0.945,-1.0
0.794,1.01,-1.0
0.801,1.14,-1.0
0.638,1.11,-1.0
0.586,1.15,-1.0
0.527,1.18,-1.0
0.52,1.25,-1.0
0.472,1.37,-1.0
0.544,1.41,-1.0
0.522,1.46,-1.0
0.513,1.5,-1.0
0.439,1.5,-1.0
0.359,1.52,-1.0
0.372,1.6,-1.0
0.388,1.72,-1.0
0.407,1.8,-1.0
0.518,1.7,-1.0
0.682,1.5,-1.0
0.829,1.56,-1.0
0.847,1.4,-1.0
0.731,1.31,-1.0
0.77,1.4,-1.0
0.64,1.35,-1.0
0.639,1.2,-1.0
0.604,1.03,-1.0
0.484,1.04,-1.0
0.455,0.877,-1.0
0.514,0.715,-1.0
0.611,0.649,-1.0
0.449,0.648,-1.0
0.328,0.553,-1.0
0.598,0.484,-1.0
0.615,0.375,-1.0
0.762,0.344,-1.0
0.832,0.442,-1.0
0.724,0.417,-1.0
0.701,0.564,-1.0
0.838,0.603,-1.0
0.899,0.538,-1.0
0.981,0.532,-1.0
1.02,0.44,-1.0
1.07,0.438,-1.0
1.1,0.508,-1.0
1.22,0.561,-1.0
1.18,0.597,-1.0
1.12,0.612,-1.0
1.21,0.642,-1.0
1.3,0.648,-1.0
1.3,0.749,-1.0
1.24,0.809,-1.0
1.14,0.814,-1.0
1.05,0.768,-1.0
0.98,0.766,-1.0
0.987,0.858,-1.0
1.04,0.816,-1.0
1.08,0.683,-1.0
1.07,0.61,-1.0
1.07,0.573,-1.0
0.977,0.597,-1.0
1.0,0.654,-1.0
0.924,0.701,-1.0
0.935,0.556,-1.0
1.01,0.397,-1.0
0.945,0.309,-1.0
0.923,0.246,-1.0
1.01,0.257,-1.0
1.12,0.293,-1.0
1.2,0.318,-1.0
1.21,0.306,-1.0
1.29,0.283,-1.0
1.44,0.276,-1.0
1.45,0.169,-1.0
1.32,0.0928,-1.0
1.3,0.175,-1.0
1.32,0.218,-1.0
1.22,0.247,-1.0
1.18,0.204,-1.0
1.1,0.131,-1.0
0.994,0.0734,-1.0
0.908,0.127,-1.0
0.996,0.225,-1.0
1.18,0.0819,-1.0
1.23,-0.00847,-1.0
1.18,-0.0513,-1.0
1.11,0.0482,-1.0
1.3,-0.028,-1.0
1.32,-0.144,-1.0
1.21,-0.132,-1.0
1.25,-0.118,-1.0
1.26,-0.25,-1.0
1.38,-0.244,-1.0
1.46,-0.111,-1.0
1.42,-0.0465,-1.0
1.46,0.0665,-1.0
1.62,0.0564,-1.0
1.68,0.113,-1.0
1.83,0.349,-1.0
1.71,0.569,-1.0
1.47,0.486,-1.0
1.35,0.472,-1.0
1.44,0.358,-1.0
1.53,0.368,-1.0
1.57,0.171,-1.0
1.8,0.0607,-1.0
1.7,0.0023,-1.0
1.55,-0.00546,-1.0
1.57,-0.0908,-1.0
1.64,-0.152,-1.0
1.45,-0.188,-1.0
1.5,-0.38,-1.0
1.66,-0.402,-1.0
1.63,-0.539,-1.0
1.68,-0.472,-1.0
1.78,-0.508,-1.0
1.96,-0.709,-1.0
1.79,-0.834,-1.0
1.57,-0.566,-1.0
1.35,-0.461,-1.0
1.41,-0.447,-1.0
1.29,-0.391,-1.0
1.19,-0.404,-1.0
1.16,-0.254,-1.0
1.14,-0.0771,-1.0
0.981,-0.0572,-1.0
0.835,-0.0137,-1.0
0.682,-0.146,-1.0
0.785,0.173,-1.0
1.05,0.409,-1.0
1.14,0.376,-1.0
1.13,0.429,-1.0
1.2,0.361,-1.0
1.31,0.328,-1.0
1.28,0.373,-1.0
1.27,0.493,-1.0
1.38,0.583,-1.0
1.35,0.677,-1.0
1.4,0.855,-1.0
1.28,0.902,-1.0
1.14,0.866,-1.0
1.04,0.93,-1.0
0.996,1.04,-1.0
1.11,0.989,-1.0
1.13,1.07,-1.0
0.97,1.15,-1.0
0.854,1.15,-1.0
0.802,1.21,-1.0
1.17,1.28,-1.0
1.18,1.49,-1.0
0.941,1.46,-1.0
0.663,1.7,-1.0
0.65,1.86,-1.0
0.81,1.93,-1.0
0.471,2.03,-1.0
0.335,1.95,-1.0
0.384,2.15,-1.0
0.685,2.2,-1.0
0.874,1.79,-1.0
0.26,1.91,-1.0
0.311,1.68,-1.0
0.314,1.54,-1.0
0.318,1.4,-1.0
0.375,1.27,-1.0
0.408,1.16,-1.0
0.289,1.01,-1.0
0.126,0.819,-1.0
-0.223,1.04,-1.0
-0.391,1.03,-1.0
-0.536,1.05,-1.0
-0.621,1.11,-1.0
-0.572,1.16,-1.0
-0.533,1.22,-1.0
-0.431,1.21,-1.0
-0.42,1.11,-1.0
-0.542,1.12,-1.0
-0.526,1.26,-1.0
-0.52,1.35,-1.0
-0.511,1.5,-1.0
-0.419,1.4,-1.0
-0.391,1.32,-1.0
-0.259,1.34,-1.0
-0.31,1.45,-1.0
-0.195,1.31,-1.0
-0.0347,1.3,-1.0
0.0296,1.2,-1.0
-0.167,1.07,-1.0
-0.203,1.26,-1.0
-0.623,1.24,-1.0
-0.799,1.11,-1.0
-0.885,1.05,-1.0
-0.944,1.02,-1.0
-0.969,1.02,-1.0
-0.959,1.08,-1.0
-1.01,1.07,-1.0
-1.04,1.19,-1.0
-1.04,1.27,-1.0
-1.09,1.39,-1.0
-0.8,1.66,-1.0
-0.665,1.61,-1.0
-0.795,1.17,-1.0
-1.14,1.08,-1.0
-1.21,1.0,-1.0
-1.37,0.968,-1.0
-1.52,0.946,-1.0
-1.49,0.885,-1.0
-1.73,0.87,-1.0
-1.68,1.08,-1.0
-1.42,1.13,-1.0
-1.33,1.08,-1.0
-1.22,1.12,-1.0
-1.21,1.27,-1.0
-1.46,1.2,-1.0
-0.904,0.953,-1.0
-0.9,0.858,-1.0
-0.758,0.794,-1.0
-0.448,0.91,-1.0
-0.515,0.976,-1.0
0.196,1.08,-1.0
0.255,0.412,-1.0
0.726,0.289,-1.0
0.833,0.653,-1.0
0.826,0.744,-1.0
0.753,0.781,-1.0
0.724,0.706,-1.0
0.85,0.726,-1.0
0.919,0.798,-1.0
0.818,0.845,-1.0
0.814,0.817,-1.0
0.924,0.861,-1.0
0.904,0.97,-1.0
0.974,0.877,-1.0
0.809,0.942,-1.0
0.897,1.07,-1.0
0.698,1.02,-1.0
0.683,1.07,-1.0
0.614,0.908,-1.0
0.712,0.837,-1.0
0.67,0.784,-1.0
0.69,0.745,-1.0
0.695,0.651,-1.0
1.1,0.458,-1.0
1.47,0.574,-1.0
1.52,0.795,-1.0
1.31,1.07,-1.0
1.18,0.766,-1.0
1.11,0.685,-1.0
1.8,0.757,-1.0
1.03,-0.209,-1.0
1.33,-0.704,-1.0
1.27,-0.747,-1.0
1.67,-0.978,-1.0
1.88,-1.13,-1.0
2.06,-0.482,-1.0
1.85,-0.377,-1.0
1.81,-0.218,-1.0
1.68,-0.32,-1.0
1.81,-0.0547,-1.0
1.88,0.116,-1.0
2.44,-0.448,-1.0
0.758,-1.45,-1.0
0.431,-1.56,-1.0
0.428,-1.43,-1.0
0.341,-1.43,-1.0
0.273,-1.45,-1.0
0.308,-1.34,-1.0
0.413,-1.3,-1.0
0.483,-1.23,-1.0
0.373,-1.17,-1.0
0.301,-1.29,-1.0
0.237,-1.26,-1.0
0.211,-1.28,-1.0
0.119,-1.28,-1.0
0.0698,-1.25,-1.0
0.0885,-1.22,-1.0
0.178,-1.24,-1.0
0.202,-1.17,-1.0
0.174,-1.11,-1.0
0.179,-1.04,-1.0
0.265,-1.06,-1.0
0.34,-1.03,-1.0
0.152,-0.964,-1.0
0.137,-0.862,-1.0
0.254,-0.862,-1.0
0.364,-0.858,-1.0
0.372,-0.809,-1.0
0.262,-0.673,-1.0
0.143,-0.786,-1.0
0.0652,-0.766,-1.0
-0.0633,-0.699,-1.0
-0.0949,-0.821,-1.0
-0.163,-0.759,-1.0
-0.395,-0.756,-1.0
-0.511,-0.734,-1.0
-0.544,-0.831,-1.0
-0.607,-0.894,-1.0
-0.634,-0.969,-1.0
-0.599,-0.965,-1.0
-0.502,-1.04,-1.0
-0.457,-0.983,-1.0
-0.471,-0.919,-1.0
-0.499,-0.858,-1.0
-0.499,-0.766,-1.0
-0.366,-0.882,-1.0
-0.376,-0.975,-1.0
-0.383,-1.04,-1.0
-0.274,-0.99,-1.0
-0.315,-1.09,-1.0
-0.258,-1.06,-1.0
-0.23,-1.02,-1.0
-0.175,-0.946,-1.0
-0.109,-0.884,-1.0
-0.253,-0.809,-1.0
-0.353,-0.836,-1.0
-0.254,-0.932,-1.0
-0.121,-1.05,-1.0
-0.0782,-1.1,-1.0
-0.104,-1.15,-1.0
-0.152,-1.11,-1.0
-0.123,-1.07,-1.0
-0.178,-1.15,-1.0
-0.153,-1.2,-1.0
-0.214,-1.27,-1.0
-0.279,-1.25,-1.0
-0.315,-1.3,-1.0
-0.31,-1.38,-1.0
-0.372,-1.38,-1.0
-0.451,-1.34,-1.0
-0.398,-1.28,-1.0
-0.418,-1.26,-1.0
-0.495,-1.2,-1.0
-0.534,-1.23,-1.0
-0.538,-1.15,-1.0
-0.58,-1.09,-1.0
-0.638,-1.01,-1.0
-0.68,-1.07,-1.0
-0.711,-1.13,-1.0
-0.762,-1.11,-1.0
-0.717,-1.03,-1.0
-0.786,-1.02,-1.0
-0.83,-1.08,-1.0
-0.897,-1.04,-1.0
-0.968,-0.912,-1.0
-0.917,-0.863,-1.0
-0.819,-0.943,-1.0
-0.903,-0.988,-1.0
-0.942,-1.15,-1.0
-0.878,-1.16,-1.0
-0.811,-1.15,-1.0
-0.858,-1.2,-1.0
-0.819,-1.21,-1.0
-0.758,-1.21,-1.0
-0.726,-1.17,-1.0
-0.687,-1.29,-1.0
-0.639,-1.37,-1.0
-0.581,-1.34,-1.0
-0.523,-1.31,-1.0
-0.581,-1.27,-1.0
-0.733,-1.34,-1.0
-0.689,-1.45,-1.0
-0.614,-1.43,-1.0
-0.527,-1.38,-1.0
-0.467,-1.51,-1.0
-0.435,-1.53,-1.0
-0.597,-1.6,-1.0
-0.715,-1.49,-1.0
-0.791,-1.43,-1.0
-0.98,-1.49,-1.0
-1.12,-1.39,-1.0
-1.2,-1.19,-1.0
-1.1,-1.13,-1.0
-0.982,-1.08,-1.0
-1.06,-0.937,-1.0
-0.956,-0.77,-1.0
-0.79,-0.823,-1.0
-0.731,-0.906,-1.0
-0.709,-0.942,-1.0
-0.617,-0.792,-1.0
-0.653,-0.734,-1.0
-0.803,-0.705,-1.0
-0.704,-0.802,-1.0
-0.516,-0.935,-1.0
-0.435,-1.08,-1.0
-0.372,-1.11,-1.0
-0.434,-1.1,-1.0
-0.472,-1.16,-1.0
-0.415,-1.3,-1.0
-0.36,-1.28,-1.0
-0.243,-1.24,-1.0
-0.262,-1.2,-1.0
-0.236,-1.17,-1.0
-0.226,-1.09,-1.0
-0.322,-1.12,-1.0
-0.4,-1.15,-1.0
-0.496,-1.09,-1.0
-0.621,-1.12,-1.0
-0.618,-1.2,-1.0
-0.647,-1.22,-1.0
-0.791,-1.26,-1.0
-0.811,-1.35,-1.0
-0.856,-1.31,-1.0
-0.893,-1.27,-1.0
-1.01,-1.36,-1.0
-0.899,-1.38,-1.0
-0.78,-1.52,-1.0
-0.956,-1.61,-1.0
-0.881,-1.59,-1.0
-0.714,-1.65,-1.0
-0.558,-1.73,-1.0
-0.275,-1.6,-1.0
-0.182,-1.54,-1.0
-0.237,-1.4,-1.0
-0.187,-1.38,-1.0
-0.137,-1.39,-1.0
-0.116,-1.36,-1.0
-0.102,-1.31,-1.0
-0.109,-1.25,-1.0
-0.0701,-1.23,-1.0
-0.0693,-1.3,-1.0
-0.0242,-1.28,-1.0
-0.0232,-1.24,-1.0
-0.0657,-1.19,-1.0
-0.0184,-1.13,-1.0
0.0337,-1.13,-1.0
0.0479,-1.06,-1.0
0.0538,-1.01,-1.0
0.0991,-1.05,-1.0
0.0878,-1.08,-1.0
0.0803,-1.15,-1.0
0.017,-1.26,-1.0
0.0545,-1.32,-1.0
0.118,-1.37,-1.0
0.226,-1.38,-1.0
0.0951,-1.39,-1.0
0.0489,-1.36,-1.0
-0.0337,-1.36,-1.0
-0.0275,-1.42,-1.0
-0.0866,-1.37,-1.0
-0.139,-1.27,-1.0
-0.269,-1.47,-1.0
-0.366,-1.52,-1.0
-0.522,-1.34,-1.0
-0.129,-1.69,-1.0
0.0544,-1.59,-1.0
0.105,-1.67,-1.0
0.238,-1.51,-1.0
0.0325,-1.46,-1.0
-0.0187,-1.55,-1.0
-0.0247,-1.5,-1.0
-0.295,-1.22,-1.0
-0.0267,-1.09,-1.0
-0.0547,-1.06,-1.0
-0.00634,-1.0,-1.0
0.0131,-0.969,-1.0
-0.0169,-0.939,-1.0
0.0524,-0.853,-1.0
-0.0237,-1.0,-1.0
-0.0779,-0.967,-1.0
0.139,-1.01,-1.0
0.317,-1.13,-1.0
0.26,-1.17,-1.0
0.357,-1.07,-1.0
0.383,-0.987,-1.0
0.247,-0.9,-1.0
-0.101,-0.765,-1.0
-0.211,-0.637,-1.0
-1.26,-0.912,-1.0
-1.23,-0.977,-1.0
-1.13,-1.06,-1.0
-1.01,-1.23,-1.0
-1.01,-1.29,-1.0
-2.06,-0.332,-1.0
-2.19,0.0991,-1.0
-2.77,0.0962,-1.0
-2.04,0.401,-1.0
-1.99,0.549,-1.0
-2.09,0.604,-1.0
-1.93,0.96,-1.0
-1.42,0.624,-1.0
-1.83,0.379,-1.0
-1.7,-0.087,-1.0
-1.2,1.43,-1.0
-0.147,1.85,-1.0
0.0558,1.88,-1.0
-0.00835,1.76,-1.0
0.0786,1.63,-1.0
0.159,1.51,-1.0
0.00879,1.47,-1.0
0.379,1.37,-1.0
0.243,1.61,-1.0
0.125,2.16,-1.0
0.437,2.35,-1.0
-0.606,3.19,-1.0
0.606,-0.877,-1.0
0.56,-1.05,-1.0
0.446,-1.07,-1.0
0.409,-1.15,-1.0
0.527,-1.13,-1.0
0.63,-1.23,-1.0
0.512,-1.34,-1.0
0.624,-1.31,-1.0
2.52,1.43,1.0
2.41,1.26,1.0
2.4,1.2,1.0
2.35,1.14,1.0
2.51,1.11,1.0
2.69,1.12,1.0
2.43,0.869,1.0
2.11,0.942,1.0
1.95,0.902,1.0
1.78,1.01,1.0
1.55,1.1,1.0
1.38,1.25,1.0
1.33,1.42,1.0
1.39,1.52,1.0
1.15,1.49,1.0
1.08,1.37,1.0
1.21,1.31,1.0
1.01,1.21,1.0
0.706,1.38,1.0
0.625,1.38,1.0
0.381,1.61,1.0
0.4,1.68,1.0
0.305,1.63,1.0
0.211,1.71,1.0
0.318,1.82,1.0
0.56,1.7,1.0
0.612,1.8,1.0
0.416,1.86,1.0
0.192,1.94,1.0
-0.0203,1.92,1.0
-0.131,1.76,1.0
-0.223,1.65,1.0
-0.282,1.78,1.0
-0.153,1.97,1.0
-0.113,2.13,1.0
0.133,2.04,1.0
-0.0692,1.73,1.0
-0.2,1.74,1.0
0.171,1.59,1.0
0.222,1.47,1.0
0.395,1.35,1.0
0.632,1.45,1.0
0.75,1.63,1.0
0.744,1.42,1.0
0.932,1.43,1.0
1.01,1.57,1.0
1.33,1.63,1.0
1.42,1.8,1.0
