@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
-1.53,0.257,-1.0
-1.55,0.378,-1.0
-1.49,0.415,-1.0
-1.59,0.138,-1.0
-1.75,0.318,-1.0
-1.82,0.474,-1.0
-1.74,0.693,-1.0
-1.69,0.614,-1.0
-1.54,0.562,-1.0
-1.53,0.501,-1.0
-1.62,0.468,-1.0
-1.54,0.643,-1.0
-1.54,0.685,-1.0
-1.66,0.75,-1.0
-1.53,0.795,-1.0
-1.42,0.728,-1.0
-1.34,0.626,-1.0
-1.3,0.469,-1.0
-1.16,0.41,-1.0
-1.09,0.531,-1.0
-1.13,0.654,-1.0
-1.18,0.692,-1.0
-1.34,0.805,-1.0
-1.41,0.894,-1.0
-1.32,0.907,-1.0
-1.23,0.89,-1.0
-1.13,0.928,-1.0
-1.07,0.963,-1.0
-1.03,1.01,-1.0
-1.02,0.883,-1.0
-1.14,0.849,-1.0
-1.24,0.788,-1.0
-1.05,0.72,-1.0
-1.06,0.665,-1.0
-0.926,0.694,-1.0
-0.866,0.751,-1.0
-0.851,0.681,-1.0
-0.891,0.593,-1.0
-0.816,0.562,-1.0
-0.676,0.797,-1.0
-0.806,0.941,-1.0
-0.784,0.969,-1.0
-0.687,1.01,-1.0
-0.693,0.953,-1.0
-0.754,1.1,-1.0
-0.722,1.19,-1.0
-0.67,1.22,-1.0
-0.603,1.3,-1.0
-0.581,1.36,-1.0
-0.676,1.3,-1.0
-0.777,1.22,-1.0
-0.855,1.22,-1.0
-0.852,1.32,-1.0
-0.918,1.44,-1.0
-0.855,1.44,-1.0
-0.739,1.32,-1.0
-0.599,1.44,-1.0
-0.634,1.65,-1.0
-0.547,1.71,-1.0
-0.394,1.6,-1.0
-0.37,1.48,-1.0
-0.271,1.59,-1.0
-0.129,1.57,-1.0
-0.0605,1.65,-1.0
-0.145,1.67,-1.0
-0.202,1.64,-1.0
-0.436,1.86,-1.0
-0.35,2.07,-1.0
-0.0303,2.11,-1.0
0.127,1.94,-1.0
0.179,1.87,-1.0
0.191,1.72,-1.0
0.0346,1.7,-1.0
-0.00621,1.56,-1.0
-0.0931,1.52,-1.0
0.0319,1.39,-1.0
0.189,1.35,-1.0
0.14,1.25,-1.0
0.275,1.18,-1.0
0.334,1.04,-1.0
0.374,0.966,-1.0
0.388,0.863,-1.0
0.515,0.884,-1.0
0.552,0.961,-1.0
0.677,0.964,-1.0
0.735,0.932,-1.0
0.778,0.952,-1.0
0.823,1.04,-1.0
0.763,1.15,-1.0
0.624,1.1,-1.0
