@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
-0.0275,-1.42,-1.0
1.26,0.305,-1.0
-1.1,-1.24,-1.0
-1.69,-0.175,-1.0
-0.0255,-1.3,-1.0
0.786,1.31,-1.0
1.11,0.685,-1.0
-0.109,-1.07,-1.0
1.07,0.573,-1.0
-0.394,1.39,-1.0
-0.232,-1.4,-1.0
0.108,-1.21,-1.0
-0.876,-1.0,-1.0
-0.189,-1.24,-1.0
-1.08,-1.3,-1.0
-1.09,0.531,-1.0
-1.05,0.72,-1.0
-0.0107,-0.96,-1.0
0.383,-0.987,-1.0
1.13,0.405,-1.0
-0.709,-0.942,-1.0
0.67,1.15,-1.0
-0.718,-1.25,-1.0
0.129,1.52,-1.0
0.945,0.309,-1.0
0.724,0.989,-1.0
0.0169,-1.22,-1.0
-0.914,-0.919,-1.0
-0.383,-1.26,-1.0
-0.956,1.11,-1.0
0.133,2.05,-1.0
-0.889,-0.884,-1.0
1.2,0.298,-1.0
-0.76,-1.26,-1.0
-1.49,0.885,-1.0
-0.7,-1.25,-1.0
-1.33,0.719,-1.0
-0.341,1.55,-1.0
1.12,0.375,-1.0
-0.626,-1.18,-1.0
-0.455,-1.3,-1.0
0.353,1.58,-1.0
-0.932,-1.02,-1.0
-0.512,-0.954,-1.0
0.656,1.25,-1.0
0.533,1.76,-1.0
-1.01,-1.36,-1.0
-0.116,-1.36,-1.0
-0.424,2.01,-1.0
-0.838,-1.17,-1.0
0.58,1.17,-1.0
-0.337,-1.45,-1.0
1.05,0.701,-1.0
0.439,-1.09,-1.0
-1.25,-1.1,-1.0
0.375,1.27,-1.0
-0.892,1.02,-1.0
0.0543,-0.967,-1.0
-0.897,-0.972,-1.0
0.822,0.501,-1.0
0.529,0.133,-1.0
-0.12,-1.22,-1.0
0.515,0.884,-1.0
1.1,0.74,-1.0
0.0066,-0.994,-1.0
0.615,0.375,-1.0
1.22,0.834,-1.0
1.3,0.175,-1.0
-0.666,-1.34,-1.0
-0.639,-1.04,-1.0
0.041,-1.13,-1.0
0.0878,-1.08,-1.0
-0.96,0.644,-1.0
-0.18,-0.639,-1.0
-1.8,0.676,-1.0
0.661,1.2,-1.0
-0.0339,-1.66,-1.0
1.42,-0.656,-1.0
-0.53,-0.944,-1.0
-0.596,-0.989,-1.0
0.655,1.14,-1.0
0.897,0.294,-1.0
-0.532,-1.17,-1.0
0.518,1.7,-1.0
1.14,0.494,-1.0
0.925,0.895,-1.0
-1.36,0.887,-1.0
-1.19,1.23,-1.0
1.08,0.839,-1.0
-1.98,0.345,-1.0
1.72,-0.448,-1.0
1.3,-0.346,-1.0
-0.801,1.78,-1.0
-0.195,1.31,-1.0
1.12,1.14,-1.0
-0.533,1.22,-1.0
-0.168,1.32,-1.0
-0.0172,-1.03,-1.0
1.13,0.33,-1.0
-0.542,-0.739,-1.0
-1.75,0.722,-1.0
-0.562,-1.12,-1.0
-0.402,-1.11,-1.0
0.329,0.606,-1.0
-0.0189,-1.28,-1.0
-1.16,0.41,-1.0
1.1,0.508,-1.0
-0.394,1.6,-1.0
-1.31,0.916,-1.0
0.0762,-1.27,-1.0
1.38,0.131,-1.0
-0.383,-1.04,-1.0
0.196,-0.779,-1.0
0.627,0.234,-1.0
0.669,0.98,-1.0
1.06,0.443,-1.0
0.602,1.06,-1.0
0.0608,-1.23,-1.0
-0.227,-1.19,-1.0
-0.0685,0.931,-1.0
0.962,0.851,-1.0
0.66,0.835,-1.0
1.05,0.472,-1.0
0.725,1.39,-1.0
-0.62,-0.984,-1.0
1.3,1.04,-1.0
1.07,0.668,-1.0
0.527,1.18,-1.0
0.00564,-1.14,-1.0
-0.0785,-1.16,-1.0
-1.55,0.695,-1.0
