@RELATION myRel

@ATTRIBUTE At1 NUMERIC
@ATTRIBUTE At2 NUMERIC
@ATTRIBUTE Class {-1.0, 1.0}

@DATA
1.29,0.0437,-1.0
-0.936,-1.5,-1.0
1.18,-0.0335,-1.0
-1.21,0.778,-1.0
0.686,1.2,-1.0
-0.724,-1.48,-1.0
0.105,1.77,-1.0
1.41,0.9,-1.0
0.427,1.99,-1.0
-0.175,-0.946,-1.0
1.24,0.273,-1.0
0.314,-1.25,-1.0
-0.016,-1.26,-1.0
0.284,1.86,-1.0
0.417,-1.28,-1.0
0.129,-0.889,-1.0
0.439,1.5,-1.0
0.504,1.78,-1.0
0.598,0.855,-1.0
-0.704,-0.802,-1.0
1.39,0.0609,-1.0
-0.642,-1.35,-1.0
0.676,0.892,-1.0
0.0128,1.29,-1.0
-0.109,-0.884,-1.0
0.0647,-1.22,-1.0
-0.75,-0.881,-1.0
-0.758,0.794,-1.0
-0.0143,1.55,-1.0
1.93,-0.842,-1.0
-0.824,1.1,-1.0
-1.34,0.869,-1.0
-0.77,0.637,-1.0
0.22,-0.867,-1.0
0.163,-1.13,-1.0
0.415,1.8,-1.0
-0.518,-0.914,-1.0
-0.207,-0.745,-1.0
0.719,0.759,-1.0
-0.93,-0.895,-1.0
-1.19,-0.976,-1.0
-1.39,0.862,-1.0
-0.88,-1.27,-1.0
-0.66,1.41,-1.0
-0.279,-1.25,-1.0
-0.724,-1.26,-1.0
-0.0169,-0.939,-1.0
-0.0957,-1.06,-1.0
-0.701,1.17,-1.0
0.0114,-1.46,-1.0
0.365,0.632,-1.0
1.42,-0.146,-1.0
0.374,-1.39,-1.0
0.388,1.64,-1.0
-1.98,0.875,-1.0
-0.82,-1.04,-1.0
-0.494,-1.22,-1.0
1.7,-0.0336,-1.0
0.819,0.546,-1.0
-0.236,-1.17,-1.0
0.388,0.863,-1.0
-0.948,-0.982,-1.0
0.441,-1.13,-1.0
-0.0247,-1.5,-1.0
-0.201,1.35,-1.0
-0.957,1.0,-1.0
-1.37,0.645,-1.0
-1.18,0.732,-1.0
-0.769,1.35,-1.0
-1.02,0.619,-1.0
0.177,-1.37,-1.0
1.02,0.508,-1.0
-0.0202,-1.26,-1.0
0.117,-1.07,-1.0
0.311,1.76,-1.0
-0.00698,-1.15,-1.0
0.479,-0.821,-1.0
-1.04,1.04,-1.0
0.838,0.603,-1.0
-0.058,-0.904,-1.0
0.61,0.488,-1.0
1.18,0.507,-1.0
0.64,1.35,-1.0
1.07,0.512,-1.0
0.0483,0.866,-1.0
-0.941,0.976,-1.0
-0.267,1.37,-1.0
-0.717,1.23,-1.0
-0.587,1.01,-1.0
-0.784,-1.05,-1.0
0.121,1.63,-1.0
1.16,0.654,-1.0
-0.184,-1.4,-1.0
-1.07,1.16,-1.0
-1.02,-1.43,-1.0
1.41,0.0907,-1.0
-0.0567,-1.41,-1.0
0.166,-1.25,-1.0
-0.768,-0.909,-1.0
0.986,0.843,-1.0
0.522,1.46,-1.0
0.56,1.18,-1.0
1.09,0.6,-1.0
-1.25,0.857,-1.0
-1.43,0.707,-1.0
-0.415,1.48,-1.0
-0.638,-1.01,-1.0
-0.303,-0.883,-1.0
-0.218,-1.63,-1.0
-0.0868,-1.33,-1.0
-1.77,0.457,-1.0
-0.301,1.69,-1.0
1.0,-0.0347,-1.0
0.157,0.956,-1.0
0.599,1.14,-1.0
-0.0338,1.52,-1.0
1.41,0.607,-1.0
0.00273,-0.973,-1.0
0.536,0.921,-1.0
0.0243,-0.719,-1.0
0.647,0.317,-1.0
-1.12,-1.2,-1.0
-0.0979,-1.01,-1.0
-0.89,-1.17,-1.0
0.255,0.412,-1.0
-0.9,1.49,-1.0
-0.4,-1.15,-1.0
1.36,-0.117,-1.0
0.638,1.11,-1.0
-0.832,-1.33,-1.0
-0.0853,-1.12,-1.0
0.923,0.933,-1.0
-0.358,-1.02,-1.0
-0.861,-1.21,-1.0
1.24,0.441,-1.0
-0.819,-1.21,-1.0
-0.481,1.09,-1.0
1.21,0.197,-1.0
0.032,-1.5,-1.0
-0.188,-0.998,-1.0
-0.0314,-1.01,-1.0
0.627,0.125,-1.0
1.49,-0.156,-1.0
1.19,0.554,-1.0
-0.547,-1.31,-1.0
-1.49,0.796,-1.0
-0.292,-1.32,-1.0
-0.874,0.922,-1.0
-0.654,-1.02,-1.0
-0.115,-0.719,-1.0
0.423,1.74,-1.0
-0.665,-1.04,-1.0
0.308,-0.913,-1.0
0.273,1.68,-1.0
1.64,0.174,-1.0
1.92,0.0429,-1.0
-0.954,0.848,-1.0
1.7,-0.554,-1.0
-1.57,0.942,-1.0
1.23,0.458,-1.0
-1.42,1.13,-1.0
-0.132,-1.37,-1.0
0.728,0.752,-1.0
0.134,-0.922,-1.0
0.603,-1.0,-1.0
-0.0765,-1.12,-1.0
0.846,1.87,-1.0
-0.862,1.01,-1.0
0.733,0.926,-1.0
0.499,-1.17,-1.0
-0.45,-0.928,-1.0
-0.347,-1.5,-1.0
0.286,1.23,-1.0
0.676,0.925,-1.0
1.08,-0.133,-1.0
1.58,0.206,-1.0
-0.42,1.11,-1.0
-0.762,-1.11,-1.0
0.152,-0.964,-1.0
1.17,0.426,-1.0
-0.795,1.17,-1.0
-0.166,-0.986,-1.0
-0.278,-1.09,-1.0
-1.02,1.53,-1.0
0.753,1.84,-1.0
-0.214,-1.27,-1.0
-1.11,1.1,-1.0
0.646,1.23,-1.0
-0.799,1.11,-1.0
-0.664,1.18,-1.0
0.296,1.51,-1.0
-0.606,3.19,-1.0
-1.62,0.102,-1.0
-0.581,1.36,-1.0
-0.558,-1.73,-1.0
1.31,0.17,-1.0
-0.958,0.536,-1.0
-0.0454,1.75,-1.0
-0.364,-1.4,-1.0
0.0325,-1.46,-1.0
-0.118,-1.26,-1.0
-1.38,0.678,-1.0
-1.49,0.738,-1.0
1.64,0.0477,-1.0
-0.0418,-1.02,-1.0
1.03,-0.191,-1.0
-1.53,0.679,-1.0
-1.4,0.475,-1.0
-0.511,1.5,-1.0
-0.536,1.05,-1.0
-0.516,-0.915,-1.0
-1.52,0.497,-1.0
1.03,1.29,-1.0
1.88,-1.13,-1.0
1.1,0.253,-1.0
-0.712,-1.1,-1.0
-0.86,-1.27,-1.0
-1.42,-1.4,-1.0
-0.526,1.26,-1.0
-0.598,-1.38,-1.0
1.18,0.585,-1.0
0.544,1.22,-1.0
0.471,1.39,-1.0
1.4,0.541,-1.0
0.00854,1.31,-1.0
-0.487,-0.797,-1.0
1.57,0.171,-1.0
0.888,0.817,-1.0
0.498,-1.02,-1.0
0.198,-1.41,-1.0
-1.59,0.322,-1.0
