@RELATION myRel

@ATTRIBUTE Aa NUMERIC
@ATTRIBUTE Ao NUMERIC
@ATTRIBUTE Dcl NUMERIC
@ATTRIBUTE Iy NUMERIC
@ATTRIBUTE Sh NUMERIC
@ATTRIBUTE Class {0, 1}

@DATA
0.217,0.598,2.218,-0.606,0.329,0
0.284,1.099,2.571,-0.796,0.434,0
0.399,0.824,2.574,-0.686,0.621,0
0.437,1.387,2.311,-0.658,0.499,0
0.316,1.36,1.986,-0.624,0.497,0
0.273,1.306,2.321,-0.523,0.519,0
0.25,1.027,2.634,-0.859,0.611,0
0.306,1.004,2.947,-0.928,0.0,0
0.282,1.08,2.744,-0.726,0.0,0
0.148,1.029,2.467,-0.672,0.0,0
0.228,1.044,2.337,-0.663,0.0,0
0.151,1.008,2.353,-0.777,0.0,0
0.257,1.155,2.326,-0.601,0.0,0
0.403,1.292,2.157,-0.682,0.0,0
0.342,1.401,2.404,-0.665,0.0,0
0.283,1.261,2.762,-0.77,0.0,0
0.295,1.164,2.828,-0.662,0.0,0
0.218,1.075,2.677,-0.948,0.0,0
0.193,0.996,2.144,-0.867,0.0,0
0.181,1.132,2.038,-0.56,0.0,0
0.257,1.277,1.865,-0.605,0.0,0
0.193,1.16,1.667,-0.594,0.0,0
0.195,1.204,1.497,-0.432,0.0,0
0.222,1.521,1.321,-0.514,0.0,0
0.369,1.788,1.134,-0.448,0.0,0
0.593,2.197,1.393,-0.351,-0.151,0
0.735,2.461,1.539,-0.412,-0.208,0
0.713,2.688,1.468,-0.438,-0.199,0
0.568,2.495,1.506,-0.485,0.0,0
0.639,2.275,1.741,-0.418,-0.247,0
0.669,1.976,1.71,-0.43,0.0,0
0.267,1.687,2.051,-0.63,0.0,0
0.226,1.272,1.624,-0.461,0.0,0
0.243,1.234,1.436,-0.554,-0.275,0
0.141,1.079,1.308,-0.341,-0.166,0
0.356,1.503,1.271,-0.396,-0.193,0
0.393,1.749,1.55,-0.431,-0.253,0
